year_month,product_family,product_group,region_id,market_demand_index,market_growth_pct,competitor_pressure_index,seasonality_index,macro_business_index,supply_pressure_index,pipeline_interest_index,demand_shock_flag,market_opportunity_score,regional_market_growth_factor
2023-03,Accessories,Accessory Kit,9,119.33,-11.23,61.03,100.0,100.98,41.11,80.0,0,83.54,1.12
2023-03,Components,Connectivity Module,1,146.59,6.26,49.79,100.0,100.98,41.66,0.0,0,78.43,1.06
2023-03,Components,Connectivity Module,3,141.69,-4.94,46.51,100.0,100.98,40.59,40.0,0,86.55,1.09
2023-03,Components,Connectivity Module,6,162.44,-0.18,47.9,100.0,100.98,41.43,160.0,0,100.0,1.14
2023-03,Components,Connectivity Module,8,145.07,5.27,58.66,100.0,100.98,42.45,0.0,0,75.76,1.07
2023-03,Industrial Tech,Industrial Scanner,4,101.18,1.89,56.76,100.0,100.98,40.96,80.0,0,77.24,1.01
2023-03,Industrial Tech,Industrial Scanner,7,109.8,-1.08,59.0,100.0,100.98,40.35,160.0,0,84.89,1.04
2023-03,Industrial Tech,Industrial Scanner,9,119.98,-0.4,45.96,100.0,100.98,39.77,240.0,0,91.91,1.12
2023-03,IT Devices,Laptop Pro,9,135.64,2.05,70.79,100.0,100.98,40.69,40.0,0,78.78,1.12
2023-03,Legacy Products,Legacy Workstation,1,61.57,-6.16,64.28,100.0,100.98,41.13,160.0,0,64.32,1.06
2023-03,Medical Devices,Medical Sensor,8,138.08,4.56,54.17,100.0,100.98,41.41,120.0,0,97.1,1.07
2023-03,Medical Devices,Monitoring Device,5,100.32,5.68,48.44,100.0,100.98,39.3,160.0,0,83.58,0.97
2023-03,Medical Devices,Monitoring Device,6,136.35,1.86,74.12,100.0,100.98,40.08,240.0,0,92.22,1.14
2023-03,Medical Devices,Monitoring Device,9,130.04,-4.46,62.2,100.0,100.98,41.45,80.0,0,87.51,1.12
2023-03,Services,Service Contract,2,122.0,-1.45,54.73,100.0,100.98,40.34,200.0,0,90.71,1.02
2023-03,Services,Service Contract,4,126.35,5.49,61.85,100.0,100.98,41.52,120.0,0,90.71,1.01
2023-03,Services,Service Contract,8,143.31,6.44,50.75,100.0,100.98,40.99,40.0,0,86.21,1.07
2023-03,IT Devices,Tablet Enterprise,7,146.19,5.4,45.0,100.0,100.98,39.98,0.0,0,79.58,1.04
2023-04,Accessories,Accessory Kit,8,110.51,-4.0,52.11,100.0,99.18,40.59,0.0,0,63.65,1.07
2023-04,Components,Connectivity Module,3,153.64,8.43,51.81,100.0,99.18,47.1,150.94,0,100.0,1.09
2023-04,Components,Connectivity Module,4,122.21,-9.94,61.59,100.0,99.18,40.77,113.21,0,89.22,1.01
2023-04,Components,Connectivity Module,8,144.46,-0.42,61.84,100.0,99.18,39.63,37.74,0,83.91,1.07
2023-04,Industrial Tech,Industrial Scanner,4,113.66,12.33,49.79,100.0,99.18,41.7,150.94,0,88.26,1.01
2023-04,Industrial Tech,Industrial Scanner,8,95.93,-16.43,69.2,100.0,99.18,41.38,113.21,1,76.94,1.07
2023-04,IT Devices,Laptop Pro,6,143.87,5.69,59.36,100.0,99.18,41.02,150.94,0,98.34,1.14
2023-04,IT Devices,Laptop Pro,7,108.11,-13.16,46.68,100.0,99.18,39.75,75.47,0,81.37,1.04
2023-04,Medical Devices,Medical Sensor,5,111.02,6.68,56.58,100.0,99.18,39.06,0.0,0,63.1,0.97
2023-04,IT Devices,Tablet Enterprise,1,137.37,7.45,39.13,100.0,99.18,41.46,150.94,0,100.0,1.06
2023-04,IT Devices,Tablet Enterprise,7,119.87,-18.0,45.44,100.0,99.18,41.08,75.47,0,86.15,1.04
2023-05,Accessories,Accessory Kit,2,106.75,2.52,43.52,100.0,100.89,41.67,40.0,0,73.07,1.02
2023-05,Accessories,Accessory Kit,4,103.19,6.32,46.73,100.0,100.89,40.56,120.0,0,84.91,1.01
2023-05,Components,Connectivity Module,3,155.15,0.98,48.26,100.0,100.89,39.32,80.0,0,100.0,1.09
2023-05,Components,Connectivity Module,4,145.37,18.95,52.92,100.0,100.89,40.44,80.0,0,95.84,1.01
2023-05,Components,Connectivity Module,9,172.21,2.56,46.32,100.0,100.89,41.93,80.0,0,100.0,1.12
2023-05,Components,Connectivity Module,10,110.06,-4.15,56.97,100.0,100.89,39.65,40.0,0,71.74,0.95
2023-05,Industrial Tech,Industrial Scanner,5,96.37,6.27,71.51,100.0,100.89,42.5,80.0,0,71.84,0.97
2023-05,IT Devices,Laptop Pro,4,114.94,0.84,63.33,100.0,100.89,41.05,160.0,0,85.89,1.01
2023-05,IT Devices,Laptop Standard,2,107.05,12.89,52.36,100.0,100.89,41.37,80.0,0,80.49,1.02
2023-05,IT Devices,Laptop Standard,3,119.06,-1.97,58.13,100.0,100.89,40.34,80.0,0,84.19,1.09
2023-05,IT Devices,Laptop Standard,7,99.75,-9.37,55.03,100.0,100.89,41.56,40.0,0,67.76,1.04
2023-05,IT Devices,Laptop Standard,10,82.84,7.57,48.77,100.0,100.89,41.5,80.0,0,71.58,0.95
2023-05,Legacy Products,Legacy Workstation,5,51.88,-26.39,61.68,100.0,100.89,39.39,160.0,0,61.28,0.97
2023-05,Medical Devices,Monitoring Device,2,110.45,-8.42,58.52,100.0,100.89,41.36,80.0,0,80.5,1.02
2023-05,Medical Devices,Monitoring Device,9,144.02,6.97,69.84,100.0,100.89,41.72,40.0,0,82.18,1.12
2023-05,Services,Service Contract,1,146.04,7.68,62.53,100.0,100.89,41.35,160.0,0,98.46,1.06
2023-05,IT Devices,Tablet Enterprise,10,110.08,5.79,48.41,100.0,100.89,40.01,80.0,0,82.78,0.95
2023-06,Accessories,Accessory Kit,1,108.74,-6.54,52.16,100.0,101.46,41.33,300.0,0,85.82,1.06
2023-06,Accessories,Accessory Kit,3,120.4,-1.85,44.64,100.0,101.46,39.97,90.5,0,90.16,1.09
2023-06,Components,Connectivity Module,8,160.99,14.83,63.41,100.0,101.46,41.44,90.5,0,100.0,1.07
2023-06,Industrial Tech,Industrial Scanner,10,93.99,5.63,68.13,100.0,101.46,37.96,45.25,0,64.32,0.95
2023-06,IT Devices,Laptop Standard,3,119.79,0.61,54.22,100.0,101.46,41.77,90.5,0,87.54,1.09
2023-06,Legacy Products,Legacy Workstation,3,69.43,-22.68,62.55,100.0,101.46,41.86,135.75,0,67.73,1.09
2023-06,Legacy Products,Legacy Workstation,4,61.09,19.95,63.66,100.0,101.46,41.7,271.49,0,64.17,1.01
2023-06,Legacy Products,Legacy Workstation,9,74.07,2.87,55.61,100.0,101.46,41.0,0.0,0,48.25,1.12
2023-06,Medical Devices,Medical Sensor,5,109.27,5.01,58.4,100.0,101.46,40.89,181.0,0,84.73,0.97
2023-06,Medical Devices,Medical Sensor,6,170.13,7.49,58.06,100.0,101.46,41.07,135.75,0,100.0,1.14
2023-06,Medical Devices,Monitoring Device,7,120.42,8.4,58.36,100.0,101.46,41.76,90.5,0,86.88,1.04
2023-07,Accessories,Accessory Kit,2,84.02,-24.94,53.26,82.0,100.01,40.3,136.99,0,75.85,1.02
2023-07,Components,Connectivity Module,4,113.81,-13.12,54.55,82.0,100.01,41.7,68.49,0,80.02,1.01
2023-07,Components,Connectivity Module,10,97.18,-14.78,52.2,82.0,100.01,41.08,102.74,1,81.23,0.95
2023-07,Industrial Tech,Industrial Scanner,3,108.07,-8.84,55.45,82.0,100.01,41.82,68.49,0,77.51,1.09
2023-07,IT Devices,Laptop Pro,10,81.31,-26.76,51.87,82.0,100.01,39.95,0.0,0,52.12,0.95
2023-07,IT Devices,Laptop Standard,5,75.76,-11.5,63.53,82.0,100.01,42.5,102.74,0,69.95,0.97
2023-07,Legacy Products,Legacy Workstation,2,42.0,-28.66,57.7,82.0,100.01,39.8,205.48,0,58.14,1.02
2023-07,Medical Devices,Medical Sensor,1,94.74,-24.55,60.71,82.0,100.01,40.69,300.0,1,78.43,1.06
2023-07,Services,Service Contract,3,130.59,-13.63,42.82,82.0,100.01,41.16,34.25,0,81.52,1.09
2023-07,Services,Service Contract,10,93.93,-2.55,51.3,82.0,100.01,38.87,34.25,0,65.33,0.95
2023-07,IT Devices,Tablet Enterprise,5,97.85,-7.92,69.06,82.0,100.01,41.59,102.74,0,77.71,0.97
2023-07,IT Devices,Tablet Enterprise,7,108.13,-20.75,49.32,82.0,100.01,40.48,0.0,0,63.33,1.04
2023-08,Accessories,Accessory Kit,1,94.32,-2.67,56.75,82.0,99.38,40.69,128.21,0,79.14,1.06
2023-08,Accessories,Accessory Kit,3,104.0,6.32,52.27,82.0,99.38,41.36,0.0,0,60.9,1.09
2023-08,Components,Connectivity Module,2,110.63,-2.61,51.44,82.0,99.38,41.83,42.74,0,73.49,1.02
2023-08,Components,Connectivity Module,3,137.88,-0.78,51.13,82.0,99.38,42.67,0.0,0,74.5,1.09
2023-08,Components,Connectivity Module,4,110.15,-3.22,52.66,82.0,99.38,42.31,42.74,0,72.96,1.01
2023-08,Industrial Tech,Industrial Scanner,3,108.39,0.3,53.6,82.0,99.38,43.02,128.21,0,85.11,1.09
2023-08,Industrial Tech,Industrial Scanner,4,84.83,-8.03,38.69,82.0,99.38,40.36,42.74,0,66.2,1.01
2023-08,IT Devices,Laptop Pro,2,98.3,-3.47,60.91,82.0,99.38,41.28,42.74,0,66.56,1.02
2023-08,IT Devices,Laptop Standard,4,75.69,-12.55,44.65,82.0,99.38,42.69,170.94,0,74.05,1.01
2023-08,Medical Devices,Medical Sensor,3,113.74,-8.31,59.8,82.0,99.38,41.19,85.47,0,82.82,1.09
2023-08,Medical Devices,Monitoring Device,3,115.03,-2.13,54.29,82.0,99.38,41.77,85.47,0,84.46,1.09
2023-08,Medical Devices,Monitoring Device,5,84.12,15.44,58.04,82.0,99.38,42.72,85.47,0,71.13,0.97
2023-08,Medical Devices,Monitoring Device,7,102.85,11.24,60.17,82.0,99.38,40.33,42.74,0,68.68,1.04
2023-08,Services,Service Contract,10,94.23,0.32,56.66,82.0,99.38,40.19,85.47,0,75.86,0.95
2023-08,IT Devices,Tablet Enterprise,2,102.29,-3.92,48.01,82.0,99.38,41.28,85.47,0,80.82,1.02
2023-08,IT Devices,Tablet Enterprise,8,122.05,10.69,55.96,82.0,99.38,40.57,85.47,0,87.08,1.07
2023-09,Accessories,Accessory Kit,5,82.85,7.1,61.7,100.0,101.91,48.28,78.74,1,67.44,0.97
2023-09,Components,Connectivity Module,3,165.68,20.16,48.17,100.0,101.91,41.51,157.48,0,100.0,1.09
2023-09,Components,Connectivity Module,4,148.96,35.23,53.61,100.0,101.91,40.91,39.37,0,87.71,1.01
2023-09,Components,Connectivity Module,6,180.0,27.14,53.37,100.0,101.91,41.14,157.48,0,100.0,1.14
2023-09,Components,Connectivity Module,10,121.22,20.1,50.63,100.0,101.91,40.27,0.0,0,68.31,0.95
2023-09,Industrial Tech,Industrial Scanner,8,124.76,18.89,66.07,100.0,101.91,41.38,157.48,0,89.16,1.07
2023-09,IT Devices,Laptop Pro,1,133.23,24.51,60.49,100.0,101.91,41.4,118.11,0,93.77,1.06
2023-09,IT Devices,Laptop Pro,8,135.05,29.86,55.6,100.0,101.91,40.61,118.11,0,95.7,1.07
2023-09,IT Devices,Laptop Pro,9,149.91,18.8,63.55,100.0,101.91,41.76,39.37,0,85.77,1.12
2023-09,Legacy Products,Legacy Workstation,7,57.59,10.79,42.62,100.0,101.91,42.05,39.37,0,53.41,1.04
2023-09,Medical Devices,Medical Sensor,2,127.08,20.57,58.34,100.0,101.91,41.52,118.11,0,91.77,1.02
2023-09,Medical Devices,Medical Sensor,6,166.04,19.76,57.38,100.0,101.91,40.5,157.48,0,100.0,1.14
2023-09,Medical Devices,Monitoring Device,3,140.65,22.27,49.5,100.0,101.91,40.88,118.11,0,99.24,1.09
2023-09,Medical Devices,Monitoring Device,5,119.35,41.88,62.55,100.0,101.91,40.79,196.85,1,87.86,0.97
2023-09,Services,Service Contract,4,129.43,25.08,51.33,100.0,101.91,40.46,0.0,0,71.41,1.01
2023-09,IT Devices,Tablet Enterprise,2,133.36,30.37,52.66,100.0,101.91,42.87,39.37,0,81.38,1.02
2023-09,IT Devices,Tablet Enterprise,9,160.81,27.7,45.95,100.0,101.91,41.31,0.0,0,85.02,1.12
2023-10,Accessories,Accessory Kit,1,151.6,30.78,56.79,130.0,102.1,40.83,117.65,0,100.0,1.06
2023-10,Accessories,Accessory Kit,2,133.83,26.28,45.42,130.0,102.1,41.82,196.08,0,97.27,1.02
2023-10,Accessories,Accessory Kit,6,180.0,31.99,46.58,130.0,102.1,39.34,156.86,0,100.0,1.14
2023-10,Accessories,Accessory Kit,7,133.25,21.18,57.42,130.0,102.1,52.42,78.43,0,87.84,1.04
2023-10,Accessories,Accessory Kit,8,152.31,22.53,41.83,130.0,102.1,42.22,117.65,0,100.0,1.07
2023-10,Industrial Tech,Industrial Scanner,6,180.0,25.2,55.0,130.0,102.1,40.64,78.43,0,100.0,1.14
2023-10,IT Devices,Laptop Pro,9,180.0,20.07,61.94,130.0,102.1,40.7,0.0,0,89.27,1.12
2023-10,IT Devices,Laptop Pro,10,128.16,35.63,49.23,130.0,102.1,41.55,0.0,0,71.2,0.95
2023-10,IT Devices,Laptop Standard,9,159.66,33.24,56.95,130.0,102.1,41.83,156.86,0,100.0,1.12
2023-10,Legacy Products,Legacy Workstation,1,77.26,20.79,48.83,130.0,102.1,41.33,274.51,0,73.96,1.06
2023-10,Medical Devices,Medical Sensor,4,160.9,25.1,64.38,130.0,102.1,39.82,78.43,0,99.26,1.01
2023-10,Medical Devices,Medical Sensor,6,180.0,8.41,52.12,130.0,102.1,39.93,300.0,0,100.0,1.14
2023-10,Medical Devices,Medical Sensor,9,180.0,12.98,63.09,130.0,102.1,41.61,0.0,0,88.88,1.12
2023-10,Medical Devices,Monitoring Device,3,178.12,26.64,49.43,130.0,102.1,40.17,39.22,0,100.0,1.09
2023-10,Medical Devices,Monitoring Device,5,138.57,16.1,62.53,130.0,102.1,40.37,156.86,0,95.62,0.97
2023-10,Services,Service Contract,3,180.0,22.08,41.09,130.0,102.1,39.61,156.86,0,100.0,1.09
2023-10,IT Devices,Tablet Enterprise,1,180.0,16.42,29.59,130.0,102.1,39.51,274.51,0,100.0,1.06
2023-10,IT Devices,Tablet Enterprise,5,156.94,28.95,63.9,130.0,102.1,42.15,39.22,0,88.42,0.97
2023-11,Components,Connectivity Module,7,180.0,0.0,63.22,130.0,100.44,40.82,41.84,0,98.59,1.04
2023-11,Industrial Tech,Industrial Scanner,3,163.21,-5.2,56.43,130.0,100.44,40.96,41.84,0,93.35,1.09
2023-11,Industrial Tech,Industrial Scanner,8,171.58,4.06,64.19,130.0,100.44,41.27,0.0,0,85.32,1.07
2023-11,IT Devices,Laptop Pro,2,155.51,1.13,55.26,130.0,100.44,41.22,209.21,0,100.0,1.02
2023-11,IT Devices,Laptop Standard,7,137.68,1.01,56.49,130.0,100.44,40.07,41.84,0,83.26,1.04
2023-11,Legacy Products,Legacy Workstation,2,78.7,8.42,54.17,130.0,100.44,41.47,167.36,0,73.34,1.02
2023-11,Legacy Products,Legacy Workstation,3,97.22,-3.13,61.56,130.0,100.44,48.23,0.0,0,55.11,1.09
2023-11,Legacy Products,Legacy Workstation,10,69.98,12.69,55.51,130.0,100.44,43.42,0.0,0,46.27,0.95
2023-11,Medical Devices,Medical Sensor,3,180.0,0.0,60.24,130.0,100.44,40.77,167.36,0,100.0,1.09
2023-11,Medical Devices,Medical Sensor,6,180.0,0.0,44.39,130.0,100.44,40.64,125.52,0,100.0,1.14
2023-11,Medical Devices,Monitoring Device,6,180.0,0.0,55.14,130.0,100.44,41.71,83.68,0,100.0,1.14
2023-11,Medical Devices,Monitoring Device,9,180.0,0.0,46.36,130.0,100.44,39.28,83.68,0,100.0,1.12
2023-11,Services,Service Contract,1,163.94,-8.92,55.38,130.0,100.44,40.41,125.52,1,100.0,1.06
2023-11,Services,Service Contract,2,169.95,-1.09,55.48,130.0,100.44,40.98,83.68,0,100.0,1.02
2023-11,Services,Service Contract,9,180.0,0.0,43.62,130.0,100.44,42.13,125.52,0,100.0,1.12
2023-11,Services,Service Contract,10,144.26,-3.02,48.19,130.0,100.44,40.81,83.68,0,97.23,0.95
2023-11,IT Devices,Tablet Enterprise,8,180.0,0.0,58.83,130.0,100.44,45.28,125.52,0,100.0,1.07
2023-12,Components,Connectivity Module,3,180.0,0.0,54.24,130.0,102.52,40.45,104.53,0,100.0,1.09
2023-12,Components,Connectivity Module,10,164.5,2.86,49.16,130.0,102.52,41.46,34.84,0,93.78,0.95
2023-12,Industrial Tech,Industrial Scanner,2,139.6,-4.41,54.83,130.0,102.52,40.47,104.53,0,97.71,1.02
2023-12,Industrial Tech,Industrial Scanner,6,180.0,0.0,48.02,130.0,102.52,42.55,174.22,0,100.0,1.14
2023-12,IT Devices,Laptop Pro,6,180.0,0.0,58.72,130.0,102.52,41.05,139.37,0,100.0,1.14
2023-12,IT Devices,Laptop Standard,7,131.0,-4.85,52.17,130.0,102.52,41.18,104.53,0,94.74,1.04
2023-12,IT Devices,Laptop Standard,9,165.27,1.32,55.94,130.0,102.52,41.69,104.53,0,100.0,1.12
2023-12,Legacy Products,Legacy Workstation,1,73.99,-17.83,47.53,130.0,102.52,40.06,139.37,0,73.13,1.06
2023-12,Legacy Products,Legacy Workstation,5,72.6,1.04,59.57,130.0,102.52,39.59,104.53,0,69.99,0.97
2023-12,Medical Devices,Medical Sensor,4,180.0,17.95,57.49,130.0,102.52,41.48,174.22,0,100.0,1.01
2023-12,Medical Devices,Monitoring Device,8,178.67,-0.74,61.32,130.0,102.52,39.51,104.53,0,100.0,1.07
2023-12,Services,Service Contract,5,158.82,2.65,57.71,130.0,102.52,40.09,104.53,0,100.0,0.97
2023-12,IT Devices,Tablet Enterprise,2,180.0,3.21,51.01,130.0,102.52,39.73,139.37,0,100.0,1.02
2024-01,Accessories,Accessory Kit,3,131.17,-17.66,54.23,100.0,103.03,40.23,37.59,0,80.15,1.09
2024-01,Accessories,Accessory Kit,10,96.62,-20.97,49.01,100.0,103.03,40.88,75.19,0,76.03,0.95
2024-01,Components,Connectivity Module,2,158.5,-11.94,46.76,100.0,103.03,42.21,150.38,0,100.0,1.02
2024-01,Components,Connectivity Module,7,173.03,-3.87,55.17,100.0,103.03,41.91,75.19,0,100.0,1.04
2024-01,Components,Connectivity Module,10,130.91,-20.42,52.77,100.0,103.03,40.13,37.59,0,80.38,0.95
2024-01,Industrial Tech,Industrial Scanner,6,162.7,-9.61,49.55,100.0,103.03,45.59,75.19,0,100.0,1.14
2024-01,IT Devices,Laptop Pro,9,158.82,-11.77,61.51,100.0,103.03,41.15,0.0,0,80.82,1.12
2024-01,Legacy Products,Legacy Workstation,7,57.68,-23.78,48.67,100.0,103.03,41.95,37.59,0,51.72,1.04
2024-01,Medical Devices,Medical Sensor,4,130.59,-27.45,50.19,100.0,103.03,39.94,0.0,0,72.2,1.01
2024-01,Medical Devices,Monitoring Device,5,112.31,-15.3,54.47,100.0,103.03,41.68,112.78,0,86.69,0.97
2024-01,Medical Devices,Monitoring Device,6,171.28,-4.84,51.25,100.0,103.03,41.23,300.0,0,100.0,1.14
2024-01,Services,Service Contract,2,145.61,-18.49,58.17,100.0,103.03,40.81,150.38,0,99.33,1.02
2024-01,Services,Service Contract,3,175.45,-2.53,48.8,100.0,103.03,41.75,0.0,0,90.18,1.09
2024-01,IT Devices,Tablet Enterprise,3,174.35,-3.14,52.94,100.0,103.03,40.44,187.97,0,100.0,1.09
2024-02,Accessories,Accessory Kit,1,123.19,-6.77,45.98,100.0,101.03,39.89,244.9,0,93.18,1.06
2024-02,Accessories,Accessory Kit,3,121.04,-7.72,48.42,100.0,101.03,41.49,81.63,0,87.32,1.09
2024-02,Accessories,Accessory Kit,10,91.8,-4.99,56.91,100.0,101.03,41.45,122.45,0,77.98,0.95
2024-02,Components,Connectivity Module,5,100.67,-31.48,54.67,100.0,101.03,41.42,81.63,1,77.8,0.97
2024-02,Components,Connectivity Module,8,176.24,-1.98,55.58,100.0,101.03,42.88,40.82,0,98.22,1.07
2024-02,Industrial Tech,Industrial Scanner,2,114.64,4.33,54.16,100.0,101.03,40.27,122.45,0,87.9,1.02
2024-02,Industrial Tech,Industrial Scanner,5,88.3,-10.16,50.21,100.0,101.03,41.74,122.45,0,78.01,0.97
2024-02,Industrial Tech,Industrial Scanner,8,124.16,-2.25,68.91,100.0,101.03,41.13,122.45,0,88.33,1.07
2024-02,Industrial Tech,Industrial Scanner,10,95.88,-6.72,62.77,100.0,101.03,42.24,0.0,0,55.2,0.95
2024-02,IT Devices,Laptop Pro,1,127.22,-10.06,52.66,100.0,101.03,41.55,163.27,0,93.07,1.06
2024-02,IT Devices,Laptop Pro,5,100.75,-10.69,57.73,100.0,101.03,40.23,81.63,0,77.34,0.97
2024-02,IT Devices,Laptop Pro,7,127.08,-2.96,51.44,100.0,101.03,39.09,0.0,0,70.65,1.04
2024-02,IT Devices,Laptop Pro,9,160.86,1.28,67.85,100.0,101.03,40.19,122.45,0,100.0,1.12
2024-02,IT Devices,Laptop Pro,10,102.56,-1.45,46.86,100.0,101.03,41.0,40.82,0,70.95,0.95
2024-02,IT Devices,Laptop Standard,4,91.36,-10.56,45.9,100.0,101.03,41.85,81.63,0,75.94,1.01
2024-02,IT Devices,Laptop Standard,5,80.44,-18.94,53.89,100.0,101.03,42.85,285.71,0,73.89,0.97
2024-02,IT Devices,Laptop Standard,8,112.21,4.98,50.21,100.0,101.03,50.05,0.0,0,63.33,1.07
2024-02,IT Devices,Laptop Standard,10,88.61,-2.19,60.62,100.0,101.03,40.46,40.82,0,62.43,0.95
2024-02,Legacy Products,Legacy Workstation,6,79.12,-4.74,62.46,100.0,101.03,41.06,0.0,0,48.75,1.14
2024-02,Medical Devices,Medical Sensor,6,179.6,-0.22,52.77,100.0,101.03,41.51,204.08,0,100.0,1.14
2024-02,Medical Devices,Monitoring Device,8,151.91,2.18,76.09,100.0,101.03,42.15,0.0,0,74.7,1.07
2024-02,Services,Service Contract,6,180.0,0.0,39.39,100.0,101.03,40.23,285.71,0,100.0,1.14
2024-02,IT Devices,Tablet Enterprise,5,117.61,0.71,62.65,100.0,101.03,39.48,40.82,0,73.73,0.97
2024-02,IT Devices,Tablet Enterprise,6,180.0,0.0,56.96,100.0,101.03,40.53,122.45,0,100.0,1.14
2024-03,IT Devices,Laptop Pro,6,180.0,0.0,64.99,100.0,105.38,39.86,116.28,0,100.0,1.14
2024-03,IT Devices,Laptop Pro,10,108.63,5.92,41.92,100.0,105.38,39.0,0.0,0,65.38,0.95
2024-03,IT Devices,Laptop Standard,7,118.35,17.42,57.77,100.0,105.38,41.71,0.0,0,65.37,1.04
2024-03,IT Devices,Laptop Standard,8,108.66,-3.16,57.64,100.0,105.38,41.58,77.52,0,79.37,1.07
2024-03,Medical Devices,Medical Sensor,2,131.89,5.42,51.6,100.0,105.38,39.93,0.0,0,72.41,1.02
2024-03,Medical Devices,Medical Sensor,6,180.0,0.22,56.93,100.0,105.38,39.53,116.28,0,100.0,1.14
2024-03,Medical Devices,Medical Sensor,8,154.7,-5.82,50.05,100.0,105.38,41.45,38.76,0,90.57,1.07
2024-03,Medical Devices,Monitoring Device,4,123.38,9.88,57.19,100.0,105.38,41.5,38.76,0,76.46,1.01
2024-03,Services,Service Contract,4,159.09,19.0,47.17,100.0,105.38,41.67,38.76,0,92.92,1.01
2024-03,Services,Service Contract,6,180.0,0.0,42.41,100.0,105.38,41.44,116.28,0,100.0,1.14
2024-04,Accessories,Accessory Kit,5,95.19,-3.35,59.17,100.0,104.11,40.7,80.97,0,74.58,0.97
2024-04,Components,Connectivity Module,5,134.65,-5.02,52.64,100.0,104.11,40.68,80.97,0,91.8,0.97
2024-04,Components,Connectivity Module,9,180.0,0.0,47.11,100.0,104.11,40.29,161.94,0,100.0,1.12
2024-04,Industrial Tech,Industrial Scanner,7,127.89,8.23,49.91,100.0,104.11,39.73,40.49,0,80.53,1.04
2024-04,IT Devices,Laptop Standard,2,95.0,-7.94,61.5,100.0,104.11,40.53,121.46,0,78.39,1.02
2024-04,IT Devices,Laptop Standard,3,121.45,-7.59,57.48,100.0,104.11,40.71,80.97,0,85.45,1.09
2024-04,Legacy Products,Legacy Workstation,6,79.17,-1.44,63.24,100.0,104.11,41.53,161.94,0,71.53,1.14
2024-04,Legacy Products,Legacy Workstation,7,59.51,-3.99,49.74,100.0,104.11,40.4,80.97,0,62.42,1.04
2024-04,Legacy Products,Legacy Workstation,8,60.46,-10.72,46.91,100.0,104.11,42.16,121.46,0,67.54,1.07
2024-04,Medical Devices,Medical Sensor,1,151.54,-5.34,52.56,100.0,104.11,40.77,242.91,0,100.0,1.06
2024-04,Medical Devices,Medical Sensor,5,118.22,2.07,61.14,100.0,104.11,41.5,40.49,0,73.93,0.97
2024-04,Medical Devices,Monitoring Device,1,122.38,-19.11,50.24,100.0,104.11,40.36,300.0,1,91.85,1.06
2024-04,Medical Devices,Monitoring Device,5,112.68,-5.91,53.94,100.0,104.11,40.84,80.97,0,82.7,0.97
2024-04,IT Devices,Tablet Enterprise,3,164.17,-3.16,54.99,100.0,104.11,40.69,121.46,0,100.0,1.09
2024-04,IT Devices,Tablet Enterprise,4,142.85,7.63,68.64,100.0,104.11,41.67,161.94,0,95.79,1.01
2024-05,Industrial Tech,Industrial Scanner,7,125.02,-2.24,49.65,100.0,103.06,40.63,78.74,0,88.1,1.04
2024-05,Industrial Tech,Industrial Scanner,9,147.55,-13.04,63.45,100.0,103.06,40.44,39.37,0,85.05,1.12
2024-05,Industrial Tech,Industrial Scanner,10,98.44,5.41,49.35,100.0,103.06,40.05,0.0,0,59.51,0.95
2024-05,IT Devices,Laptop Pro,5,106.04,-2.08,56.08,100.0,103.06,40.06,118.11,0,84.07,0.97
2024-05,IT Devices,Laptop Pro,10,101.0,-2.28,42.09,100.0,103.06,40.35,78.74,0,80.2,0.95
2024-05,IT Devices,Laptop Standard,5,82.88,2.22,54.85,100.0,103.06,39.38,118.11,0,75.18,0.97
2024-05,Medical Devices,Medical Sensor,2,153.33,8.27,55.22,100.0,103.06,41.53,39.37,0,89.01,1.02
2024-05,Medical Devices,Monitoring Device,1,125.84,2.83,52.68,100.0,103.06,41.87,300.0,0,92.47,1.06
2024-05,Medical Devices,Monitoring Device,7,132.41,6.88,60.24,100.0,103.06,39.96,39.37,0,79.77,1.04
2024-05,Services,Service Contract,1,162.67,-0.48,47.39,100.0,103.06,40.42,118.11,0,100.0,1.06
2024-05,IT Devices,Tablet Enterprise,2,146.21,5.46,45.65,100.0,103.06,39.04,39.37,0,88.64,1.02
2024-05,IT Devices,Tablet Enterprise,7,145.24,-0.84,49.65,100.0,103.06,40.32,39.37,0,87.18,1.04
2024-05,IT Devices,Tablet Enterprise,8,151.04,-4.81,48.41,100.0,103.06,40.91,39.37,0,89.68,1.07
2024-06,Accessories,Accessory Kit,2,115.45,-1.7,61.71,100.0,105.21,42.18,85.11,0,82.85,1.02
2024-06,Accessories,Accessory Kit,4,107.87,3.51,53.41,100.0,105.21,39.68,42.55,0,72.23,1.01
2024-06,Accessories,Accessory Kit,7,130.59,-0.78,53.44,100.0,105.21,40.17,0.0,0,71.46,1.04
2024-06,Components,Connectivity Module,2,162.44,9.22,56.68,100.0,105.21,39.4,85.11,0,100.0,1.02
2024-06,Components,Connectivity Module,5,138.96,4.04,45.56,100.0,105.21,40.9,170.21,0,99.43,0.97
2024-06,Components,Connectivity Module,10,138.11,4.49,45.39,100.0,105.21,42.64,42.55,0,85.65,0.95
2024-06,Industrial Tech,Industrial Scanner,4,107.18,-3.44,42.83,100.0,105.21,40.55,85.11,0,83.94,1.01
2024-06,IT Devices,Laptop Standard,10,77.92,1.66,56.49,100.0,105.21,38.61,42.55,0,59.73,0.95
