cost_id,year_month,product_id,standard_unit_cost_eur,actual_unit_cost_eur,cost_variance_eur,cost_variance_pct
7170,2023-12-01,1169,56.73,56.38,-0.35,-0.006169575180680416
7171,2023-12-01,1170,41.16,42.89,1.73,0.042031098153547136
7172,2023-12-01,1171,35.12,33.68,-1.44,-0.04100227790432802
7173,2023-12-01,1172,50.61,49.76,-0.85,-0.01679509978265165
7174,2023-12-01,1173,51.64,49.64,-2.0,-0.038729666924864445
7175,2023-12-01,1174,46.89,44.96,-1.93,-0.041160162081467264
7176,2023-12-01,1175,47.23,51.0,3.77,0.07982214694050392
7177,2023-12-01,1176,43.1,44.91,1.81,0.0419953596287703
7178,2023-12-01,1177,61.45,62.57,1.12,0.01822620016273393
7179,2023-12-01,1178,39.4,37.66,-1.74,-0.04416243654822335
7180,2023-12-01,1179,46.43,49.23,2.8,0.06030583674348482
7181,2023-12-01,1180,79.0,75.65,-3.35,-0.04240506329113924
7182,2023-12-01,1181,82.83,79.3,-3.53,-0.04261740915127369
7183,2023-12-01,1182,105.83,105.08,-0.75,-0.007086837380704904
7184,2023-12-01,1183,115.79,120.17,4.38,0.03782710078590552
7185,2023-12-01,1184,94.81,102.35,7.54,0.07952747600464086
7186,2023-12-01,1185,79.15,80.65,1.5,0.018951358180669616
7187,2023-12-01,1186,84.08,82.24,-1.84,-0.02188392007611798
7188,2023-12-01,1187,118.05,123.92,5.87,0.04972469292672596
7189,2023-12-01,1188,90.7,91.53,0.83,0.009151047409040793
7190,2023-12-01,1189,90.6,94.78,4.18,0.04613686534216335
7191,2023-12-01,1190,59.03,59.82,0.79,0.01338302558021345
7192,2023-12-01,1191,68.25,70.87,2.62,0.038388278388278387
7193,2023-12-01,1192,108.81,104.06,-4.75,-0.043654075912140426
7194,2023-12-01,1193,102.02,102.61,0.59,0.005783179768672809
7195,2023-12-01,1194,132.34,134.32,1.98,0.014961462898594529
7196,2023-12-01,1195,82.67,79.2,-3.47,-0.04197411394701826
7197,2023-12-01,1196,100.41,99.66,-0.75,-0.007469375560203167
7198,2023-12-01,1197,102.68,100.72,-1.96,-0.019088430074016362
7199,2023-12-01,1198,117.87,126.23,8.36,0.07092559599558836
7200,2023-12-01,1199,111.77,120.01,8.24,0.07372282365572157
7201,2024-01-01,1000,754.61,785.21,30.6,0.040550748068538714
7202,2024-01-01,1001,747.96,726.59,-21.37,-0.02857104658003102
7203,2024-01-01,1002,797.29,799.45,2.16,0.0027091773382332653
7204,2024-01-01,1003,800.88,795.51,-5.37,-0.006705124363200479
7205,2024-01-01,1004,867.23,858.07,-9.16,-0.01056236523183008
7206,2024-01-01,1005,862.69,875.19,12.5,0.014489561719737101
7207,2024-01-01,1006,750.04,726.94,-23.1,-0.03079835742093755
7208,2024-01-01,1007,1030.07,1002.99,-27.08,-0.0262894754725407
7209,2024-01-01,1008,732.77,718.45,-14.32,-0.01954228475510733
7210,2024-01-01,1009,612.74,621.72,8.98,0.014655481933609688
7211,2024-01-01,1010,576.37,564.54,-11.83,-0.020525009976230545
7212,2024-01-01,1011,732.17,779.87,47.7,0.06514880423945259
7213,2024-01-01,1012,824.15,855.88,31.73,0.03850027300855427
7214,2024-01-01,1013,595.99,569.29,-26.7,-0.04479940938606353
7215,2024-01-01,1014,614.62,597.62,-17.0,-0.02765936676320328
7216,2024-01-01,1015,584.64,596.61,11.97,0.020474137931034482
7217,2024-01-01,1016,784.54,824.89,40.35,0.05143141203762715
7218,2024-01-01,1017,823.11,862.94,39.83,0.04838964415448725
7219,2024-01-01,1018,618.96,661.97,43.01,0.06948752746542587
7220,2024-01-01,1019,660.31,640.56,-19.75,-0.029910193696899942
7221,2024-01-01,1020,570.59,596.06,25.47,0.0446380062742074
7222,2024-01-01,1021,403.9,411.26,7.36,0.01822233226046051
7223,2024-01-01,1022,547.42,577.2,29.78,0.05440064301633115
7224,2024-01-01,1023,473.67,457.72,-15.95,-0.0336732324191948
7225,2024-01-01,1024,453.51,474.76,21.25,0.04685673965292937
7226,2024-01-01,1025,441.44,434.99,-6.45,-0.01461127220007249
7227,2024-01-01,1026,442.17,434.49,-7.68,-0.017368885270371125
7228,2024-01-01,1027,643.32,621.04,-22.28,-0.03463284213144314
7229,2024-01-01,1028,487.17,492.16,4.99,0.010242831044604554
7230,2024-01-01,1029,545.51,547.33,1.82,0.0033363274733735405
7231,2024-01-01,1030,401.29,417.65,16.36,0.04076852151810412
7232,2024-01-01,1031,538.65,549.84,11.19,0.02077415761626288
7233,2024-01-01,1032,480.41,491.38,10.97,0.022834662059490852
7234,2024-01-01,1033,561.37,564.66,3.29,0.005860662308281525
7235,2024-01-01,1034,520.92,507.94,-12.98,-0.02491745373569838
7236,2024-01-01,1035,591.44,633.94,42.5,0.07185851481130799
7237,2024-01-01,1036,465.96,501.34,35.38,0.07592926431453344
7238,2024-01-01,1037,603.2,626.76,23.56,0.03905835543766578
7239,2024-01-01,1038,375.53,385.5,9.97,0.02654914387665433
7240,2024-01-01,1039,650.17,690.6,40.43,0.06218373656120707
7241,2024-01-01,1040,279.92,273.14,-6.78,-0.024221206058873963
7242,2024-01-01,1041,268.02,258.63,-9.39,-0.03503469890306694
7243,2024-01-01,1042,350.98,374.94,23.96,0.06826599806256767
7244,2024-01-01,1043,353.5,376.9,23.4,0.0661951909476662
7245,2024-01-01,1044,282.04,294.54,12.5,0.04431995461636647
7246,2024-01-01,1045,299.45,309.08,9.63,0.03215895808983136
7247,2024-01-01,1046,387.79,398.42,10.63,0.027411743469403543
7248,2024-01-01,1047,294.51,304.21,9.7,0.03293606329156905
7249,2024-01-01,1048,313.67,324.58,10.91,0.034781777026811615
7250,2024-01-01,1049,428.79,424.21,-4.58,-0.010681219244851792
7251,2024-01-01,1050,344.21,342.15,-2.06,-0.005984718631068243
7252,2024-01-01,1051,311.11,304.71,-6.4,-0.02057150204107872
7253,2024-01-01,1052,310.89,301.83,-9.06,-0.029142140306860947
7254,2024-01-01,1053,402.03,384.06,-17.97,-0.04469815685396612
7255,2024-01-01,1054,356.99,358.83,1.84,0.005154206000168072
7256,2024-01-01,1055,331.37,326.61,-4.76,-0.014364607538401183
7257,2024-01-01,1056,293.93,281.7,-12.23,-0.0416085462525091
7258,2024-01-01,1057,323.02,328.86,5.84,0.018079375890037767
7259,2024-01-01,1058,280.89,284.05,3.16,0.011249955498593756
7260,2024-01-01,1059,306.28,316.57,10.29,0.033596708893822644
7261,2024-01-01,1060,75.58,77.0,1.42,0.01878803916379995
7262,2024-01-01,1061,160.61,172.62,12.01,0.0747774111201046
7263,2024-01-01,1062,115.75,119.99,4.24,0.03663066954643628
7264,2024-01-01,1063,93.68,89.78,-3.9,-0.041631084543125536
7265,2024-01-01,1064,93.41,90.87,-2.54,-0.02719194947007815
7266,2024-01-01,1065,90.48,92.4,1.92,0.021220159151193633
7267,2024-01-01,1066,105.3,102.97,-2.33,-0.022127255460588795
7268,2024-01-01,1067,99.63,101.42,1.79,0.017966475961055908
7269,2024-01-01,1068,121.63,128.89,7.26,0.05968922140919181
7270,2024-01-01,1069,116.92,122.49,5.57,0.04763941156346219
7271,2024-01-01,1070,131.94,127.24,-4.7,-0.035622252539032895
7272,2024-01-01,1071,103.64,105.73,2.09,0.020165959089154768
7273,2024-01-01,1072,128.69,124.47,-4.22,-0.03279198072888336
7274,2024-01-01,1073,87.55,84.8,-2.75,-0.03141062250142775
7275,2024-01-01,1074,99.77,106.57,6.8,0.06815676054926331
7276,2024-01-01,1075,165.7,162.66,-3.04,-0.018346409173204587
7277,2024-01-01,1076,113.66,114.64,0.98,0.008622206581031145
7278,2024-01-01,1077,160.18,155.75,-4.43,-0.027656386565114245
7279,2024-01-01,1078,120.12,116.31,-3.81,-0.03171828171828172
7280,2024-01-01,1079,99.19,98.73,-0.46,-0.004637564270591793
7281,2024-01-01,1080,621.95,604.31,-17.64,-0.028362408553742263
7282,2024-01-01,1081,538.85,546.82,7.97,0.014790758095945069
7283,2024-01-01,1082,585.73,578.63,-7.1,-0.012121626005155959
7284,2024-01-01,1083,633.56,627.94,-5.62,-0.008870509501862491
7285,2024-01-01,1084,398.57,399.02,0.45,0.001129036304789623
7286,2024-01-01,1085,488.9,515.08,26.18,0.05354878298220495
7287,2024-01-01,1086,453.79,464.0,10.21,0.02249939399281606
7288,2024-01-01,1087,331.57,322.97,-8.6,-0.025937207829417618
7289,2024-01-01,1088,774.38,795.98,21.6,0.027893282367829748
7290,2024-01-01,1089,333.93,353.49,19.56,0.05857515048063965
7291,2024-01-01,1090,406.16,399.61,-6.55,-0.016126649596218238
7292,2024-01-01,1091,517.59,541.21,23.62,0.045634575629359145
7293,2024-01-01,1092,482.46,484.55,2.09,0.004331965344277246
7294,2024-01-01,1093,403.77,393.43,-10.34,-0.025608638581370583
7295,2024-01-01,1094,479.68,513.71,34.03,0.07094312875250167
7296,2024-01-01,1095,522.86,522.93,0.07,0.0001338790498412576
7297,2024-01-01,1096,571.36,608.23,36.87,0.06453024362923551
7298,2024-01-01,1097,438.36,434.63,-3.73,-0.008508988046354594
7299,2024-01-01,1098,413.64,440.92,27.28,0.06595106856203461
7300,2024-01-01,1099,590.82,592.85,2.03,0.0034359026437832166
7301,2024-01-01,1100,935.78,1004.57,68.79,0.0735108679390455
7302,2024-01-01,1101,927.07,979.48,52.41,0.056532947889587626
7303,2024-01-01,1102,1144.35,1097.53,-46.82,-0.040914056014331276
7304,2024-01-01,1103,1182.72,1234.69,51.97,0.04394108495670996
7305,2024-01-01,1104,919.7,944.55,24.85,0.02701968033054257
7306,2024-01-01,1105,896.34,929.46,33.12,0.03695026440859495
7307,2024-01-01,1106,971.03,935.29,-35.74,-0.036806277869890734
7308,2024-01-01,1107,902.43,969.83,67.4,0.07468723335882008
7309,2024-01-01,1108,1127.62,1162.91,35.29,0.03129600397296962
7310,2024-01-01,1109,1033.85,1046.8,12.95,0.012525995066982638
7311,2024-01-01,1110,865.19,924.02,58.83,0.067996625018782
7312,2024-01-01,1111,1261.98,1248.84,-13.14,-0.010412209385251748
7313,2024-01-01,1112,907.06,951.98,44.92,0.049522633563380596
7314,2024-01-01,1113,1000.78,967.55,-33.23,-0.033204100801374925
7315,2024-01-01,1114,1285.41,1296.26,10.85,0.008440886565376027
7316,2024-01-01,1115,996.8,1046.53,49.73,0.04988964686998395
7317,2024-01-01,1116,1010.05,1075.91,65.86,0.06520469283698827
7318,2024-01-01,1117,1068.39,1082.36,13.97,0.013075749492226622
7319,2024-01-01,1118,933.03,962.58,29.55,0.031671007363107295
7320,2024-01-01,1119,850.84,880.22,29.38,0.0345305815429458
7321,2024-01-01,1120,66.45,71.75,5.3,0.07975921745673438
7322,2024-01-01,1121,73.06,78.49,5.43,0.07432247467834656
7323,2024-01-01,1122,53.85,54.3,0.45,0.008356545961002786
7324,2024-01-01,1123,63.74,64.46,0.72,0.011295889551302165
7325,2024-01-01,1124,50.84,49.4,-1.44,-0.02832415420928403
7326,2024-01-01,1125,70.31,74.87,4.56,0.06485563931161997
7327,2024-01-01,1126,57.27,55.9,-1.37,-0.02392177405273267
7328,2024-01-01,1127,47.95,48.45,0.5,0.010427528675703858
7329,2024-01-01,1128,73.13,76.21,3.08,0.04211677833994257
7330,2024-01-01,1129,41.5,41.29,-0.21,-0.005060240963855421
7331,2024-01-01,1130,56.64,60.44,3.8,0.067090395480226
7332,2024-01-01,1131,63.94,62.56,-1.38,-0.02158273381294964
7333,2024-01-01,1132,72.12,73.05,0.93,0.012895174708818636
7334,2024-01-01,1133,56.87,59.49,2.62,0.046069984174432914
7335,2024-01-01,1134,84.27,89.98,5.71,0.06775839563308414
7336,2024-01-01,1135,59.44,59.87,0.43,0.007234185733512786
7337,2024-01-01,1136,55.45,57.32,1.87,0.03372407574391344
7338,2024-01-01,1137,52.7,55.52,2.82,0.05351043643263757
7339,2024-01-01,1138,50.21,48.39,-1.82,-0.036247759410476
7340,2024-01-01,1139,61.69,62.35,0.66,0.010698654563138272
7341,2024-01-01,1140,723.19,744.36,21.17,0.029273081762745613
7342,2024-01-01,1141,648.04,667.97,19.93,0.030754274427504474
7343,2024-01-01,1142,629.2,630.43,1.23,0.001954863318499682
7344,2024-01-01,1143,684.49,713.86,29.37,0.0429078584055282
7345,2024-01-01,1144,717.72,767.1,49.38,0.06880120381207155
7346,2024-01-01,1145,697.01,696.05,-0.96,-0.00137731165980402
7347,2024-01-01,1146,540.96,554.76,13.8,0.025510204081632654
7348,2024-01-01,1147,765.6,817.92,52.32,0.06833855799373041
7349,2024-01-01,1148,643.5,616.85,-26.65,-0.04141414141414142
7350,2024-01-01,1149,720.99,761.96,40.97,0.05682464389242569
7351,2024-01-01,1150,584.1,626.24,42.14,0.07214518061975689
7352,2024-01-01,1151,553.64,578.51,24.87,0.04492088721913157
7353,2024-01-01,1152,691.9,698.21,6.31,0.009119815002167943
7354,2024-01-01,1153,580.88,609.95,29.07,0.050044759674975896
7355,2024-01-01,1154,744.22,736.85,-7.37,-0.009902985676278519
7356,2024-01-01,1155,610.17,619.72,9.55,0.015651375846075684
7357,2024-01-01,1156,508.11,511.77,3.66,0.007203164669067721
7358,2024-01-01,1157,535.93,545.5,9.57,0.017856809657977722
7359,2024-01-01,1158,746.03,720.84,-25.19,-0.03376539817433615
7360,2024-01-01,1159,631.6,632.49,0.89,0.001409119696010133
7361,2024-01-01,1160,49.57,51.79,2.22,0.04478515230986484
7362,2024-01-01,1161,43.83,45.71,1.88,0.042892995665069586
7363,2024-01-01,1162,48.83,51.3,2.47,0.05058365758754864
7364,2024-01-01,1163,48.4,48.3,-0.1,-0.002066115702479339
7365,2024-01-01,1164,34.59,35.97,1.38,0.0398959236773634
7366,2024-01-01,1165,44.07,46.64,2.57,0.05831631495348309
7367,2024-01-01,1166,41.23,43.16,1.93,0.04681057482415717
7368,2024-01-01,1167,62.61,65.32,2.71,0.043283820475962305
7369,2024-01-01,1168,49.61,51.14,1.53,0.03084055633944769
7370,2024-01-01,1169,58.44,61.63,3.19,0.05458590006844627
7371,2024-01-01,1170,42.19,41.79,-0.4,-0.009480919649205973
7372,2024-01-01,1171,35.48,37.13,1.65,0.04650507328072153
7373,2024-01-01,1172,50.61,49.69,-0.92,-0.018178225647105316
7374,2024-01-01,1173,50.12,48.37,-1.75,-0.034916201117318434
7375,2024-01-01,1174,47.43,50.44,3.01,0.06346194391735188
7376,2024-01-01,1175,46.32,48.84,2.52,0.054404145077720206
7377,2024-01-01,1176,44.16,44.06,-0.1,-0.0022644927536231885
7378,2024-01-01,1177,57.72,59.82,2.1,0.036382536382536385
7379,2024-01-01,1178,40.85,42.05,1.2,0.02937576499388005
7380,2024-01-01,1179,45.86,43.87,-1.99,-0.04339293501962495
7381,2024-01-01,1180,81.41,79.85,-1.56,-0.019162265078000246
7382,2024-01-01,1181,83.81,79.73,-4.08,-0.0486815415821501
7383,2024-01-01,1182,110.03,105.14,-4.89,-0.044442424793238205
7384,2024-01-01,1183,120.53,126.08,5.55,0.04604662739566913
7385,2024-01-01,1184,102.26,103.72,1.46,0.014277332290240563
7386,2024-01-01,1185,85.95,91.57,5.62,0.0653868528214078
7387,2024-01-01,1186,86.63,92.48,5.85,0.06752856977952211
7388,2024-01-01,1187,123.85,130.88,7.03,0.05676221235365361
7389,2024-01-01,1188,91.56,96.13,4.57,0.04991262560069899
7390,2024-01-01,1189,88.62,84.73,-3.89,-0.04389528323177612
7391,2024-01-01,1190,58.07,57.29,-0.78,-0.01343206474944033
7392,2024-01-01,1191,70.67,69.83,-0.84,-0.01188623178151974
7393,2024-01-01,1192,112.17,110.76,-1.41,-0.012570205937416421
7394,2024-01-01,1193,104.08,101.8,-2.28,-0.021906225980015372
7395,2024-01-01,1194,128.58,126.15,-2.43,-0.0188987400839944
7396,2024-01-01,1195,90.62,88.13,-2.49,-0.027477378062237916
7397,2024-01-01,1196,103.87,107.09,3.22,0.03100028882256667
7398,2024-01-01,1197,103.33,110.13,6.8,0.0658085744701442
7399,2024-01-01,1198,117.46,121.63,4.17,0.035501447301208924
7400,2024-01-01,1199,116.29,118.29,2.0,0.017198383351964917
7401,2024-02-01,1000,749.47,753.27,3.8,0.005070249643081111
7402,2024-02-01,1001,765.39,760.61,-4.78,-0.006245182194698128
7403,2024-02-01,1002,798.69,797.03,-1.66,-0.002078403385543828
7404,2024-02-01,1003,856.03,910.54,54.51,0.06367767484784412
7405,2024-02-01,1004,812.41,830.48,18.07,0.02224246378060339
7406,2024-02-01,1005,913.14,938.56,25.42,0.027838009505661784
7407,2024-02-01,1006,777.09,785.71,8.62,0.011092666229136908
7408,2024-02-01,1007,1052.18,1016.31,-35.87,-0.03409112509266475
7409,2024-02-01,1008,705.96,749.82,43.86,0.062128165901750805
7410,2024-02-01,1009,595.55,630.27,34.72,0.05829905129712031
7411,2024-02-01,1010,583.58,574.73,-8.85,-0.015165015936118442
7412,2024-02-01,1011,722.49,727.03,4.54,0.00628382399756398
7413,2024-02-01,1012,793.75,855.82,62.07,0.0781984251968504
7414,2024-02-01,1013,597.04,575.4,-21.64,-0.03624547768993702
7415,2024-02-01,1014,609.37,633.4,24.03,0.03943416971626434
7416,2024-02-01,1015,564.47,595.61,31.14,0.05516679362942229
7417,2024-02-01,1016,762.29,745.01,-17.28,-0.022668538220362328
7418,2024-02-01,1017,849.73,862.24,12.51,0.01472232356160192
7419,2024-02-01,1018,617.39,606.39,-11.0,-0.017816939049871233
7420,2024-02-01,1019,665.57,638.19,-27.38,-0.04113767146956744
7421,2024-02-01,1020,566.7,546.81,-19.89,-0.03509793541556379
7422,2024-02-01,1021,417.3,442.12,24.82,0.05947759405703331
7423,2024-02-01,1022,535.0,531.39,-3.61,-0.006747663551401869
7424,2024-02-01,1023,475.11,484.98,9.87,0.020774136515754247
7425,2024-02-01,1024,438.92,466.21,27.29,0.06217533946960722
7426,2024-02-01,1025,425.89,459.11,33.22,0.07800136185399986
7427,2024-02-01,1026,433.63,464.11,30.48,0.07029033969051957
7428,2024-02-01,1027,660.01,651.36,-8.65,-0.013105862032393448
7429,2024-02-01,1028,519.63,496.97,-22.66,-0.043607951811866136
7430,2024-02-01,1029,516.0,490.69,-25.31,-0.049050387596899225
7431,2024-02-01,1030,406.84,426.29,19.45,0.047807491888703174
7432,2024-02-01,1031,542.72,524.37,-18.35,-0.0338111733490566
7433,2024-02-01,1032,497.66,517.23,19.57,0.039324036490776836
7434,2024-02-01,1033,563.66,587.33,23.67,0.041993400276762585
7435,2024-02-01,1034,499.73,496.45,-3.28,-0.006563544313929522
7436,2024-02-01,1035,560.88,582.59,21.71,0.038707031807160175
7437,2024-02-01,1036,451.91,445.39,-6.52,-0.014427651523533447
7438,2024-02-01,1037,625.15,608.91,-16.24,-0.025977765336319285
7439,2024-02-01,1038,414.83,437.17,22.34,0.0538533857242726
7440,2024-02-01,1039,672.61,668.75,-3.86,-0.005738838256939385
7441,2024-02-01,1040,285.1,277.23,-7.87,-0.027604349351104875
7442,2024-02-01,1041,252.02,239.91,-12.11,-0.04805174192524403
7443,2024-02-01,1042,343.79,344.32,0.53,0.0015416387911224875
7444,2024-02-01,1043,356.31,350.53,-5.78,-0.016221829305941456
7445,2024-02-01,1044,302.89,299.71,-3.18,-0.010498860972630327
7446,2024-02-01,1045,318.48,343.16,24.68,0.07749309218789249
7447,2024-02-01,1046,362.16,384.04,21.88,0.06041528606140932
7448,2024-02-01,1047,290.59,306.95,16.36,0.056299253243401355
7449,2024-02-01,1048,328.56,340.13,11.57,0.03521426832237643
7450,2024-02-01,1049,415.48,410.08,-5.4,-0.012997015500144411
7451,2024-02-01,1050,319.91,332.03,12.12,0.03788565534056453
7452,2024-02-01,1051,308.71,326.57,17.86,0.057853649055748115
7453,2024-02-01,1052,305.94,300.19,-5.75,-0.0187945348761195
7454,2024-02-01,1053,409.13,427.75,18.62,0.04551120670691467
7455,2024-02-01,1054,341.81,332.73,-9.08,-0.026564465638805185
7456,2024-02-01,1055,301.41,296.13,-5.28,-0.017517666965263263
7457,2024-02-01,1056,310.59,308.87,-1.72,-0.005537847322837181
7458,2024-02-01,1057,311.7,319.57,7.87,0.02524863650946423
7459,2024-02-01,1058,296.7,302.75,6.05,0.020390967307044153
7460,2024-02-01,1059,309.71,317.84,8.13,0.026250363243033807
7461,2024-02-01,1060,76.45,78.21,1.76,0.02302158273381295
7462,2024-02-01,1061,149.53,152.61,3.08,0.020597873336454225
7463,2024-02-01,1062,124.93,127.8,2.87,0.022972864804290404
7464,2024-02-01,1063,90.72,97.83,7.11,0.07837301587301587
7465,2024-02-01,1064,91.9,92.18,0.28,0.003046789989118607
7466,2024-02-01,1065,93.81,92.71,-1.1,-0.011725828802899478
7467,2024-02-01,1066,101.13,104.33,3.2,0.03164244042321764
7468,2024-02-01,1067,96.66,93.52,-3.14,-0.03248499896544589
7469,2024-02-01,1068,125.64,134.67,9.03,0.0718720152817574
7470,2024-02-01,1069,116.39,117.01,0.62,0.005326918120113412
7471,2024-02-01,1070,133.73,128.8,-4.93,-0.036865325656172884
7472,2024-02-01,1071,103.13,106.23,3.1,0.030059148647338312
7473,2024-02-01,1072,133.91,139.28,5.37,0.0401015607497573
7474,2024-02-01,1073,94.2,92.55,-1.65,-0.01751592356687898
7475,2024-02-01,1074,108.06,109.62,1.56,0.014436424208772903
7476,2024-02-01,1075,167.6,165.23,-2.37,-0.014140811455847255
7477,2024-02-01,1076,116.08,122.44,6.36,0.05478980013783598
7478,2024-02-01,1077,159.27,151.4,-7.87,-0.049412946568719786
7479,2024-02-01,1078,115.26,124.44,9.18,0.07964601769911504
7480,2024-02-01,1079,100.15,97.88,-2.27,-0.02266600099850225
7481,2024-02-01,1080,632.58,652.3,19.72,0.03117392266590787
7482,2024-02-01,1081,533.89,567.2,33.31,0.06239112925883609
7483,2024-02-01,1082,582.86,600.75,17.89,0.03069347699275984
7484,2024-02-01,1083,628.73,628.74,0.01,1.59050784915623e-05
7485,2024-02-01,1084,438.93,435.98,-2.95,-0.006720889435673114
7486,2024-02-01,1085,492.64,493.58,0.94,0.0019080870412471582
7487,2024-02-01,1086,420.2,447.53,27.33,0.06504045692527367
7488,2024-02-01,1087,332.09,319.23,-12.86,-0.038724442169291454
7489,2024-02-01,1088,773.49,775.21,1.72,0.0022236874426301567
7490,2024-02-01,1089,341.04,353.27,12.23,0.03586089608257096
7491,2024-02-01,1090,426.98,452.64,25.66,0.06009649163895264
7492,2024-02-01,1091,509.84,529.6,19.76,0.038757257178722734
7493,2024-02-01,1092,458.5,456.52,-1.98,-0.0043184296619411125
7494,2024-02-01,1093,438.07,440.65,2.58,0.005889469719451229
7495,2024-02-01,1094,498.19,502.65,4.46,0.008952407715931672
7496,2024-02-01,1095,507.85,545.59,37.74,0.0743132814807522
7497,2024-02-01,1096,567.38,597.18,29.8,0.0525221192146357
7498,2024-02-01,1097,449.16,452.31,3.15,0.007013091103393
7499,2024-02-01,1098,412.55,398.18,-14.37,-0.034832141558598956
7500,2024-02-01,1099,601.93,574.34,-27.59,-0.04583589453923213
7501,2024-02-01,1100,926.31,890.37,-35.94,-0.03879910613077695
7502,2024-02-01,1101,911.76,894.81,-16.95,-0.018590418531192417
7503,2024-02-01,1102,1205.46,1233.86,28.4,0.02355947107328323
7504,2024-02-01,1103,1213.71,1179.06,-34.65,-0.028548829621573523
7505,2024-02-01,1104,945.85,930.26,-15.59,-0.016482528942221283
7506,2024-02-01,1105,943.76,954.52,10.76,0.011401203695854878
7507,2024-02-01,1106,979.3,987.51,8.21,0.00838353926273869
7508,2024-02-01,1107,945.61,936.01,-9.6,-0.010152176901682512
7509,2024-02-01,1108,1033.65,1101.68,68.03,0.06581531466163595
7510,2024-02-01,1109,1014.64,987.86,-26.78,-0.02639359772924387
7511,2024-02-01,1110,851.48,820.65,-30.83,-0.03620754451073425
7512,2024-02-01,1111,1241.01,1237.48,-3.53,-0.002844457337168919
7513,2024-02-01,1112,862.23,853.54,-8.69,-0.010078517332962203
7514,2024-02-01,1113,979.17,968.19,-10.98,-0.011213578847391157
7515,2024-02-01,1114,1226.06,1232.64,6.58,0.005366784659804578
7516,2024-02-01,1115,984.63,999.18,14.55,0.014777124402059657
7517,2024-02-01,1116,1078.27,1079.62,1.35,0.0012520055273725504
7518,2024-02-01,1117,1079.66,1137.56,57.9,0.05362799399811052
7519,2024-02-01,1118,952.27,907.7,-44.57,-0.04680395266048495
7520,2024-02-01,1119,828.76,810.04,-18.72,-0.022587962739514456
7521,2024-02-01,1120,68.59,73.28,4.69,0.06837731447732906
7522,2024-02-01,1121,71.7,71.17,-0.53,-0.007391910739191074
7523,2024-02-01,1122,51.71,51.45,-0.26,-0.0050280409978727516
7524,2024-02-01,1123,61.65,60.47,-1.18,-0.019140308191403083
7525,2024-02-01,1124,50.92,54.96,4.04,0.0793401413982718
7526,2024-02-01,1125,69.09,70.7,1.61,0.02330293819655522
7527,2024-02-01,1126,58.96,61.26,2.3,0.03900949796472185
7528,2024-02-01,1127,48.84,48.21,-0.63,-0.012899262899262898
7529,2024-02-01,1128,73.28,70.92,-2.36,-0.03220524017467249
7530,2024-02-01,1129,39.55,38.64,-0.91,-0.023008849557522124
7531,2024-02-01,1130,52.61,51.36,-1.25,-0.023759741494012544
7532,2024-02-01,1131,63.99,67.39,3.4,0.05313330207844976
7533,2024-02-01,1132,76.07,74.65,-1.42,-0.018667017220980676
7534,2024-02-01,1133,57.31,60.35,3.04,0.05304484383179201
7535,2024-02-01,1134,80.42,83.59,3.17,0.03941805521014673
7536,2024-02-01,1135,57.33,61.43,4.1,0.07151578580150009
7537,2024-02-01,1136,58.28,55.82,-2.46,-0.042210020590253944
7538,2024-02-01,1137,54.73,53.41,-1.32,-0.02411839941531153
7539,2024-02-01,1138,50.57,50.65,0.08,0.0015819655922483685
7540,2024-02-01,1139,57.14,61.24,4.1,0.07175358767938397
7541,2024-02-01,1140,742.23,713.56,-28.67,-0.038626840736698864
7542,2024-02-01,1141,624.21,622.36,-1.85,-0.002963746175165409
7543,2024-02-01,1142,654.13,690.28,36.15,0.05526424411049791
7544,2024-02-01,1143,686.76,730.68,43.92,0.06395247247946881
7545,2024-02-01,1144,707.88,734.16,26.28,0.037124936429903374
7546,2024-02-01,1145,705.56,697.75,-7.81,-0.011069221611202449
7547,2024-02-01,1146,536.82,575.23,38.41,0.0715509854327335
7548,2024-02-01,1147,777.13,769.01,-8.12,-0.010448702276324424
7549,2024-02-01,1148,643.33,624.84,-18.49,-0.028741081560008083
7550,2024-02-01,1149,720.3,736.32,16.02,0.022240733027905038
7551,2024-02-01,1150,588.46,629.29,40.83,0.06938449512286307
7552,2024-02-01,1151,548.28,554.86,6.58,0.012001167286787772
7553,2024-02-01,1152,722.61,727.59,4.98,0.00689168431103915
7554,2024-02-01,1153,593.61,596.48,2.87,0.004834824211182426
7555,2024-02-01,1154,812.27,842.19,29.92,0.036835042535117636
7556,2024-02-01,1155,632.38,648.45,16.07,0.02541193586134919
7557,2024-02-01,1156,521.93,552.74,30.81,0.05903090452742705
7558,2024-02-01,1157,527.29,544.59,17.3,0.032809270041153825
7559,2024-02-01,1158,777.11,828.6,51.49,0.06625831606851025
7560,2024-02-01,1159,645.37,696.86,51.49,0.07978368997629266
7561,2024-02-01,1160,51.15,49.97,-1.18,-0.023069403714565003
7562,2024-02-01,1161,44.83,46.07,1.24,0.027660049074280615
7563,2024-02-01,1162,50.65,53.51,2.86,0.05646594274432379
7564,2024-02-01,1163,48.03,49.73,1.7,0.03539454507599417
7565,2024-02-01,1164,34.1,35.27,1.17,0.0343108504398827
7566,2024-02-01,1165,44.28,42.94,-1.34,-0.03026196928635953
7567,2024-02-01,1166,41.49,42.73,1.24,0.029886719691491925
7568,2024-02-01,1167,65.0,65.41,0.41,0.0063076923076923076
