return_id,sales_id,date_id,return_date,customer_id,product_id,region_id,return_units,return_value_eur,return_reason
2252,68361,20240831,2024-08-31,184,1170,5,1,46.38,Other
2253,55759,20250421,2025-04-21,117,1058,1,17,6102.14,Customer Cancellation
2254,90948,20230305,2023-03-05,403,1032,6,3,1618.89,Wrong Configuration
2255,109278,20231106,2023-11-06,498,1081,1,1,719.5,Customer Cancellation
2256,24786,20230619,2023-06-19,121,1147,6,1,743.24,Defect
2257,74619,20230512,2023-05-12,723,1121,5,6,562.92,Defect
2258,54334,20250218,2025-02-18,415,1145,5,1,752.2,Defect
2259,65999,20251113,2025-11-13,405,1052,4,9,3332.72,Other
2260,98630,20240323,2024-03-23,431,1145,1,54,39369.84,Customer Cancellation
2261,96653,20230917,2023-09-17,281,1160,10,20,1127.43,Customer Cancellation
2262,94776,20251105,2025-11-05,814,1174,10,3,172.68,Wrong Configuration
2263,80346,20250425,2025-04-25,246,1174,1,1,73.94,Shipping Damage
2264,77350,20250108,2025-01-08,852,1132,1,1,94.1,Wrong Configuration
2265,90519,20240819,2024-08-19,349,1070,5,6,1843.85,Wrong Configuration
2266,94771,20250602,2025-06-02,198,1156,9,1,602.06,Defect
2267,86622,20250211,2025-02-11,224,1062,2,2,375.99,Defect
2268,893,20211125,2021-11-25,852,1044,1,1,401.31,Defect
2269,17903,20250929,2025-09-29,464,1057,9,1,497.72,Defect
2270,42005,20251010,2025-10-10,487,1160,1,2,126.97,Wrong Configuration
2271,43145,20241018,2024-10-18,700,1024,7,6,3306.1,Defect
2272,49089,20250127,2025-01-27,1036,1107,6,1,1560.37,Defect
2273,50677,20251128,2025-11-28,1158,1122,6,33,2489.05,Defect
2274,96609,20230110,2023-01-10,886,1184,4,4,768.37,Customer Cancellation
2275,31304,20251226,2025-12-26,363,1003,8,14,12497.02,Defect
2276,46616,20230429,2023-04-29,591,1072,5,3,576.79,Other
2277,72915,20250208,2025-02-08,769,1066,5,17,3319.79,Wrong Configuration
2278,112813,20231017,2023-10-17,262,1099,1,1,734.16,Customer Cancellation
2279,37320,20251222,2025-12-22,202,1178,8,8,498.18,Shipping Damage
2280,6847,20231107,2023-11-07,684,1017,1,5,4721.4,Shipping Damage
2281,77275,20230515,2023-05-15,194,1128,6,51,4988.64,Customer Cancellation
2282,61845,20240302,2024-03-02,480,1004,1,12,11748.29,Defect
2283,114578,20221024,2022-10-24,762,1119,2,7,9756.62,Customer Cancellation
2284,12619,20220518,2022-05-18,536,1053,5,12,5274.69,Wrong Configuration
2285,29345,20231016,2023-10-16,725,1184,1,42,6711.15,Defect
2286,62189,20250128,2025-01-28,1021,1185,1,1,195.06,Defect
2287,36214,20240121,2024-01-21,1134,1071,9,8,1205.12,Shipping Damage
2288,71460,20251230,2025-12-30,1136,1174,6,1,68.34,Defect
2289,36009,20251206,2025-12-06,837,1163,4,9,445.92,Wrong Configuration
2290,81924,20251225,2025-12-25,629,1052,1,3,926.18,Shipping Damage
2291,26877,20241103,2024-11-03,182,1190,3,32,4229.52,Defect
2292,106835,20240221,2024-02-21,878,1196,4,21,5292.1,Shipping Damage
2293,77255,20220917,2022-09-17,407,1075,4,1,211.42,Wrong Configuration
2294,118282,20250531,2025-05-31,493,1125,6,1,106.77,Shipping Damage
2295,110696,20220110,2022-01-10,26,1101,7,1,1174.47,Customer Cancellation
2296,31784,20240322,2024-03-22,902,1165,7,3,180.32,Wrong Configuration
2297,94932,20241023,2024-10-23,1116,1048,5,20,6699.76,Shipping Damage
2298,19671,20210510,2021-05-10,974,1197,7,4,809.3,Defect
2299,71479,20240410,2024-04-10,792,1054,6,4,1895.59,Defect
2300,99814,20231130,2023-11-30,353,1000,1,15,14639.57,Wrong Configuration
2301,27490,20241110,2024-11-10,952,1084,3,4,2819.02,Customer Cancellation
2302,118972,20240530,2024-05-30,499,1116,6,42,55625.86,Defect
2303,70080,20230118,2023-01-18,85,1077,1,14,2926.14,Customer Cancellation
2304,103077,20251216,2025-12-16,694,1046,9,8,3387.32,Defect
2305,37906,20250322,2025-03-22,123,1144,10,22,14967.22,Customer Cancellation
2306,94816,20230209,2023-02-09,1109,1032,4,13,6805.35,Wrong Configuration
2307,86170,20251206,2025-12-06,887,1116,8,1,1575.51,Defect
2308,103303,20240930,2024-09-30,1121,1146,5,8,4436.44,Defect
2309,34956,20250129,2025-01-29,88,1085,3,20,13805.57,Wrong Configuration
2310,56411,20240930,2024-09-30,692,1062,4,3,530.01,Defect
2311,21482,20230421,2023-04-21,905,1121,1,2,175.9,Shipping Damage
2312,23657,20240310,2024-03-10,499,1162,6,8,331.53,Defect
2313,39969,20250312,2025-03-12,205,1174,5,6,369.74,Wrong Configuration
2314,2778,20211203,2021-12-03,454,1185,2,1,196.03,Other
2315,95413,20251225,2025-12-25,170,1055,9,7,3313.61,Shipping Damage
2316,53865,20231020,2023-10-20,517,1039,7,11,8851.64,Other
2317,86401,20250105,2025-01-05,613,1110,1,9,9783.06,Wrong Configuration
2318,57064,20251217,2025-12-17,612,1008,1,13,14283.25,Defect
2319,42398,20230721,2023-07-21,1126,1174,5,7,393.78,Customer Cancellation
2320,4911,20240828,2024-08-28,283,1057,3,5,1949.87,Defect
2321,15408,20241109,2024-11-09,488,1133,4,1,70.15,Wrong Configuration
2322,114599,20250719,2025-07-19,495,1097,2,15,11597.38,Other
2323,48701,20240113,2024-01-13,1017,1023,1,8,4542.24,Defect
2324,96525,20250904,2025-09-04,477,1125,6,1,99.48,Wrong Configuration
2325,93612,20231106,2023-11-06,465,1013,6,1,706.11,Customer Cancellation
2326,22909,20230613,2023-06-13,12,1012,5,2,2253.22,Other
2327,65566,20250103,2025-01-03,812,1169,3,3,211.63,Defect
2328,60963,20231015,2023-10-15,88,1036,3,22,12025.38,Defect
2329,78470,20251210,2025-12-10,465,1118,6,13,14032.11,Shipping Damage
2330,71332,20240323,2024-03-23,762,1127,2,1,65.82,Customer Cancellation
2331,49411,20250808,2025-08-08,945,1052,6,5,1603.58,Defect
2332,14203,20240222,2024-02-22,387,1189,8,21,4136.3,Customer Cancellation
2333,93479,20250117,2025-01-17,101,1136,9,25,1949.32,Wrong Configuration
2334,46836,20240118,2024-01-18,1006,1041,1,3,1030.72,Wrong Configuration
2335,94949,20250108,2025-01-08,575,1060,3,14,1559.85,Shipping Damage
2336,106028,20231124,2023-11-24,487,1037,1,3,2268.49,Defect
2337,20471,20241128,2024-11-28,325,1111,8,1,1741.13,Defect
2338,86902,20250124,2025-01-24,401,1075,8,18,4239.42,Customer Cancellation
2339,10544,20241117,2024-11-17,417,1041,6,18,6462.84,Defect
2340,107174,20221231,2022-12-31,1056,1032,6,5,2566.39,Defect
2341,58466,20231212,2023-12-12,311,1131,8,2,170.59,Wrong Configuration
2342,80977,20240210,2024-02-10,170,1146,9,2,1074.45,Defect
2343,94992,20240108,2024-01-08,1031,1033,6,1,633.68,Wrong Configuration
2344,63665,20240824,2024-08-24,547,1026,3,8,3869.21,Customer Cancellation
2345,80601,20230324,2023-03-24,576,1123,6,14,988.53,Wrong Configuration
2346,40043,20220503,2022-05-03,465,1096,6,16,10517.9,Defect
2347,108453,20241016,2024-10-16,389,1082,6,2,1746.04,Defect
2348,43704,20251124,2025-11-24,558,1183,1,4,1137.75,Defect
2349,42096,20240728,2024-07-28,1143,1013,2,2,1447.45,Defect
2350,1998,20210717,2021-07-17,807,1014,1,1,813.2,Defect
2351,58666,20221017,2022-10-17,51,1040,5,10,3056.0,Defect
2352,117730,20231021,2023-10-21,837,1033,4,9,6111.91,Defect
2353,92086,20251117,2025-11-17,1139,1055,10,3,1338.16,Customer Cancellation
2354,25920,20220923,2022-09-23,124,1167,3,2,125.42,Customer Cancellation
2355,61692,20250624,2025-06-24,395,1146,1,2,1034.47,Shipping Damage
2356,9382,20251117,2025-11-17,254,1046,3,7,3921.77,Wrong Configuration
2357,44343,20240201,2024-02-01,973,1158,9,2,1585.77,Other
2358,98254,20210802,2021-08-02,52,1099,6,3,1882.16,Defect
2359,49084,20251230,2025-12-30,85,1017,1,33,34431.63,Defect
2360,14207,20240305,2024-03-05,359,1149,4,19,10791.73,Shipping Damage
2361,55483,20231222,2023-12-22,697,1160,6,1,61.13,Wrong Configuration
2362,77461,20250630,2025-06-30,2,1067,6,54,8318.99,Wrong Configuration
2363,45146,20251102,2025-11-02,1080,1171,5,10,402.03,Customer Cancellation
2364,278,20250321,2025-03-21,323,1171,1,15,615.48,Shipping Damage
2365,104114,20230103,2023-01-03,1194,1183,5,17,4306.05,Wrong Configuration
2366,74728,20250617,2025-06-17,363,1181,8,64,14597.84,Defect
2367,5094,20230811,2023-08-11,89,1124,9,2,138.28,Shipping Damage
2368,14663,20220614,2022-06-14,129,1008,2,1,1159.36,Customer Cancellation
2369,23173,20211118,2021-11-18,940,1118,4,4,4215.96,Defect
2370,84352,20240603,2024-06-03,941,1005,9,9,10412.58,Defect
2371,115273,20240728,2024-07-28,332,1028,6,1,611.56,Shipping Damage
2372,76248,20251020,2025-10-20,155,1072,8,47,8704.74,Wrong Configuration
2373,26070,20251115,2025-11-15,700,1184,7,12,2283.75,Customer Cancellation
2374,61641,20230101,2023-01-01,932,1063,1,66,8372.43,Defect
2375,99673,20231119,2023-11-19,1162,1063,1,3,428.82,Shipping Damage
2376,86108,20250623,2025-06-23,1010,1073,1,1,169.5,Defect
2377,7318,20220925,2022-09-25,406,1108,6,3,3959.17,Wrong Configuration
2378,42381,20230622,2023-06-22,1183,1081,2,24,16317.89,Defect
2379,62682,20240930,2024-09-30,88,1130,3,3,254.51,Defect
2380,18715,20250502,2025-05-02,750,1182,5,1,304.74,Shipping Damage
2381,52355,20240620,2024-06-20,1081,1001,4,14,11911.29,Wrong Configuration
2382,107837,20220702,2022-07-02,1054,1135,1,1,83.03,Wrong Configuration
2383,13205,20240221,2024-02-21,154,1048,1,2,667.64,Customer Cancellation
2384,25833,20250619,2025-06-19,502,1088,3,9,8944.16,Wrong Configuration
2385,58568,20250817,2025-08-17,427,1126,8,1,85.46,Wrong Configuration
2386,25293,20240811,2024-08-11,1116,1032,5,45,21180.76,Customer Cancellation
2387,102781,20250404,2025-04-04,1134,1025,9,13,8137.27,Shipping Damage
2388,16201,20231103,2023-11-03,1019,1079,3,3,560.78,Wrong Configuration
2389,36981,20251223,2025-12-23,122,1000,1,24,22693.62,Defect
2390,108612,20250204,2025-02-04,237,1175,1,26,1403.01,Defect
2391,58337,20250705,2025-07-05,102,1017,1,11,11250.38,Defect
2392,106065,20220512,2022-05-12,610,1118,3,1,1098.71,Defect
2393,40495,20240426,2024-04-26,1039,1022,9,8,4415.85,Shipping Damage
2394,16434,20230104,2023-01-04,1128,1090,7,3,1797.59,Shipping Damage
2395,29946,20250515,2025-05-15,179,1089,6,3,1726.59,Other
2396,40764,20240619,2024-06-19,627,1119,8,5,6492.26,Customer Cancellation
2397,29783,20250101,2025-01-01,407,1009,4,1,789.85,Wrong Configuration
2398,51814,20240913,2024-09-13,684,1158,1,8,6247.57,Wrong Configuration
2399,110758,20240521,2024-05-21,385,1083,3,17,17873.51,Defect
2400,106821,20250117,2025-01-17,620,1114,3,1,1728.18,Shipping Damage
2401,62820,20240518,2024-05-18,753,1113,6,7,9844.91,Shipping Damage
2402,109756,20231215,2023-12-15,695,1014,1,13,10662.57,Wrong Configuration
2403,58663,20240725,2024-07-25,170,1088,9,1,1082.93,Defect
2404,14395,20250310,2025-03-10,248,1007,10,12,14193.05,Shipping Damage
2405,5675,20240126,2024-01-26,101,1093,9,14,10670.71,Wrong Configuration
2406,113863,20241125,2024-11-25,989,1052,7,2,813.19,Wrong Configuration
2407,83373,20230410,2023-04-10,1017,1081,1,3,2388.5,Defect
2408,5171,20250713,2025-07-13,271,1022,4,4,2513.84,Wrong Configuration
2409,119045,20250617,2025-06-17,736,1178,7,5,280.88,Defect
2410,87279,20221207,2022-12-07,765,1185,2,14,2089.87,Shipping Damage
2411,73431,20240603,2024-06-03,982,1032,1,24,12550.09,Defect
2412,4608,20251013,2025-10-13,599,1047,6,4,1418.66,Defect
2413,11133,20230811,2023-08-11,128,1122,2,4,320.22,Customer Cancellation
2414,5251,20250202,2025-02-02,494,1171,1,7,308.27,Defect
2415,28755,20240417,2024-04-17,227,1047,1,71,23477.19,Customer Cancellation
2416,9222,20241222,2024-12-22,334,1069,1,5,901.83,Shipping Damage
2417,54861,20251216,2025-12-16,14,1134,3,20,2448.42,Defect
2418,37633,20250121,2025-01-21,998,1015,5,1,809.99,Defect
2419,98344,20251202,2025-12-02,1020,1092,5,4,2818.28,Defect
2420,17694,20251202,2025-12-02,429,1052,1,2,799.14,Customer Cancellation
2421,113434,20240523,2024-05-23,864,1094,6,3,2508.46,Wrong Configuration
2422,72358,20250418,2025-04-18,1030,1166,10,13,450.82,Shipping Damage
2423,83511,20241116,2024-11-16,733,1154,8,1,737.34,Defect
2424,81688,20251231,2025-12-31,534,1093,5,12,8998.33,Defect
2425,24812,20250818,2025-08-18,769,1171,5,22,925.22,Customer Cancellation
2426,110081,20241010,2024-10-10,303,1087,1,9,4226.3,Wrong Configuration
2427,45057,20241115,2024-11-15,2,1108,6,29,35613.47,Wrong Configuration
2428,18207,20250914,2025-09-14,1034,1109,5,20,28512.46,Other
2429,114523,20240817,2024-08-17,475,1054,1,5,2167.2,Customer Cancellation
2430,61204,20240220,2024-02-20,209,1059,7,3,1251.83,Wrong Configuration
2431,92746,20250611,2025-06-11,988,1000,4,17,17375.12,Defect
2432,104822,20240829,2024-08-29,808,1172,2,6,319.58,Customer Cancellation
2433,102567,20240816,2024-08-16,1092,1010,9,21,13190.72,Wrong Configuration
2434,117566,20240220,2024-02-20,219,1152,1,17,11537.32,Customer Cancellation
2435,45007,20221129,2022-11-29,888,1101,6,2,2530.17,Shipping Damage
2436,68515,20250814,2025-08-14,362,1045,5,1,504.36,Wrong Configuration
2437,84385,20240519,2024-05-19,904,1147,3,3,2208.43,Customer Cancellation
2438,43002,20251202,2025-12-02,702,1163,7,8,399.46,Customer Cancellation
2439,4343,20230624,2023-06-24,683,1147,10,5,3535.08,Wrong Configuration
2440,8107,20240127,2024-01-27,51,1160,5,3,179.52,Defect
2441,37708,20240614,2024-06-14,472,1128,6,7,710.78,Shipping Damage
2442,81740,20230110,2023-01-10,157,1017,1,4,3789.79,Customer Cancellation
2443,19912,20221126,2022-11-26,192,1157,1,9,4914.65,Wrong Configuration
2444,16788,20240911,2024-09-11,863,1128,5,3,292.44,Defect
2445,30400,20231011,2023-10-11,291,1091,6,1,777.91,Wrong Configuration
2446,69566,20240509,2024-05-09,990,1111,2,2,3722.59,Shipping Damage
2447,106289,20230314,2023-03-14,1184,1187,7,17,4545.85,Shipping Damage
2448,95804,20250129,2025-01-29,1096,1117,10,2,3500.3,Defect
2449,71885,20250228,2025-02-28,197,1125,1,6,602.94,Wrong Configuration
2450,70981,20251005,2025-10-05,783,1089,9,1,677.39,Customer Cancellation
2451,75629,20240630,2024-06-30,176,1198,1,1,288.65,Wrong Configuration
2452,19408,20230805,2023-08-05,910,1196,1,9,2265.28,Defect
2453,117903,20211230,2021-12-30,316,1022,7,5,3066.43,Wrong Configuration
2454,81990,20251028,2025-10-28,950,1083,5,8,7808.0,Defect
2455,32787,20230102,2023-01-02,769,1054,5,13,5315.67,Defect
2456,101760,20220803,2022-08-03,909,1076,10,33,5734.08,Customer Cancellation
2457,114168,20230221,2023-02-21,473,1037,6,30,16218.38,Defect
2458,61310,20251226,2025-12-26,601,1017,4,1,1203.0,Customer Cancellation
2459,32503,20250704,2025-07-04,164,1162,4,4,207.31,Defect
2460,58896,20250210,2025-02-10,403,1144,6,2,1528.21,Other
2461,16189,20240714,2024-07-14,437,1083,3,3,3213.23,Shipping Damage
2462,11330,20230903,2023-09-03,897,1106,6,19,23364.18,Customer Cancellation
2463,1706,20250121,2025-01-21,542,1122,7,1,89.33,Wrong Configuration
2464,40262,20240105,2024-01-05,312,1085,6,1,719.48,Shipping Damage
2465,97933,20230305,2023-03-05,772,1056,8,10,3396.15,Other
2466,51157,20250504,2025-05-04,1180,1105,1,23,22167.15,Shipping Damage
2467,86449,20230412,2023-04-12,866,1180,6,3,779.62,Defect
2468,92799,20240317,2024-03-17,33,1038,5,2,906.55,Shipping Damage
2469,78084,20240223,2024-02-23,2,1076,6,14,2119.15,Defect
2470,107960,20251223,2025-12-23,1052,1078,3,2,339.94,Wrong Configuration
2471,54725,20240424,2024-04-24,355,1130,1,39,2693.1,Shipping Damage
2472,50999,20240811,2024-08-11,442,1120,1,18,1405.14,Defect
2473,26027,20250726,2025-07-26,805,1089,4,1,734.98,Customer Cancellation
2474,95535,20251009,2025-10-09,928,1084,6,24,18119.57,Defect
2475,64828,20231030,2023-10-30,955,1013,4,32,19721.75,Wrong Configuration
2476,112511,20250613,2025-06-13,720,1197,5,5,1141.6,Other
2477,79539,20250325,2025-03-25,307,1168,1,12,797.83,Wrong Configuration
2478,29821,20231031,2023-10-31,137,1057,4,11,4273.64,Defect
2479,54919,20251220,2025-12-20,669,1067,5,13,2659.59,Wrong Configuration
2480,59306,20250131,2025-01-31,15,1010,6,5,3624.51,Other
2481,2805,20240408,2024-04-08,425,1052,5,2,753.49,Defect
2482,71325,20250702,2025-07-02,838,1020,2,1,784.24,Defect
2483,59962,20220924,2022-09-24,984,1173,6,30,1467.01,Defect
2484,39919,20221201,2022-12-01,932,1024,1,7,3093.08,Other
2485,24078,20240619,2024-06-19,518,1198,6,2,634.66,Shipping Damage
2486,113813,20250512,2025-05-12,945,1012,6,7,6804.91,Wrong Configuration
2487,88607,20240817,2024-08-17,195,1105,4,2,2275.7,Customer Cancellation
2488,65317,20230424,2023-04-24,1128,1076,7,24,4470.12,Customer Cancellation
2489,1807,20230520,2023-05-20,831,1020,4,1,732.79,Shipping Damage
2490,77898,20230916,2023-09-16,765,1029,2,7,4106.29,Defect
2491,119946,20240229,2024-02-29,472,1068,6,9,1675.8,Defect
2492,63391,20250115,2025-01-15,866,1059,6,6,2507.95,Customer Cancellation
2493,49833,20250501,2025-05-01,403,1047,6,7,2639.18,Wrong Configuration
2494,116705,20240705,2024-07-05,414,1008,4,4,4338.83,Shipping Damage
2495,99877,20241214,2024-12-14,418,1184,2,3,464.84,Wrong Configuration
2496,60945,20230415,2023-04-15,1040,1052,1,1,317.87,Defect
2497,28062,20240102,2024-01-02,232,1136,6,1,86.78,Wrong Configuration
2498,67836,20220324,2022-03-24,951,1189,6,44,8267.18,Customer Cancellation
2499,39190,20241005,2024-10-05,480,1087,1,25,11295.34,Defect
2500,28574,20250618,2025-06-18,738,1094,3,1,808.15,Defect
2501,24935,20240601,2024-06-01,228,1176,8,1,47.0,Shipping Damage
2502,13821,20251121,2025-11-21,301,1062,10,10,1500.14,Customer Cancellation
2503,40405,20240415,2024-04-15,894,1129,3,1,55.67,Shipping Damage
2504,36575,20241225,2024-12-25,565,1068,8,9,1669.17,Shipping Damage
2505,15589,20250109,2025-01-09,957,1175,6,22,1280.11,Shipping Damage
2506,20944,20250502,2025-05-02,1106,1118,8,4,4763.11,Defect
2507,8618,20251226,2025-12-26,311,1052,8,1,383.64,Other
2508,102826,20251224,2025-12-24,772,1001,8,12,10594.23,Defect
2509,74324,20251222,2025-12-22,1160,1060,1,2,248.75,Defect
2510,62447,20230509,2023-05-09,677,1181,2,14,3021.84,Shipping Damage
2511,6741,20240412,2024-04-12,845,1110,10,1,1299.16,Customer Cancellation
2512,73047,20240119,2024-01-19,256,1166,6,1,37.46,Wrong Configuration
2513,34131,20220401,2022-04-01,362,1186,5,9,1667.78,Defect
2514,10901,20220806,2022-08-06,739,1002,1,2,1883.72,Wrong Configuration
2515,67075,20251115,2025-11-15,784,1076,6,3,596.92,Customer Cancellation
2516,24709,20240520,2024-05-20,1005,1039,7,20,15591.94,Defect
2517,45979,20251206,2025-12-06,33,1081,5,1,817.44,Defect
2518,13102,20241112,2024-11-12,784,1083,6,1,1027.58,Wrong Configuration
2519,70212,20250117,2025-01-17,375,1013,8,12,9975.68,Defect
2520,61435,20250927,2025-09-27,480,1040,1,13,3821.27,Wrong Configuration
2521,39415,20230925,2023-09-25,465,1162,6,7,306.81,Shipping Damage
2522,40737,20250226,2025-02-26,1172,1191,3,2,311.74,Defect
2523,6568,20241115,2024-11-15,1025,1091,6,3,2106.14,Defect
2524,13011,20240625,2024-06-25,761,1193,1,4,790.52,Shipping Damage
2525,25654,20250828,2025-08-28,307,1122,1,3,246.19,Defect
2526,47191,20250428,2025-04-28,495,1135,2,2,159.06,Wrong Configuration
2527,80354,20250322,2025-03-22,1051,1198,1,1,324.6,Defect
2528,63737,20220729,2022-07-29,97,1023,5,1,617.17,Defect
2529,25902,20231207,2023-12-07,37,1167,3,8,499.24,Defect
2530,42953,20220606,2022-06-06,237,1189,1,17,3393.89,Wrong Configuration
2531,72096,20240610,2024-06-10,495,1199,2,6,1409.81,Defect
2532,19694,20221201,2022-12-01,211,1061,2,4,959.03,Customer Cancellation
2533,37131,20251006,2025-10-06,340,1039,1,1,824.81,Other
2534,107806,20240922,2024-09-22,310,1139,7,1,91.01,Defect
2535,72698,20231226,2023-12-26,1111,1156,2,27,16102.74,Wrong Configuration
2536,119882,20250210,2025-02-10,898,1041,4,7,2716.12,Defect
2537,39878,20230912,2023-09-12,354,1020,6,1,761.25,Defect
2538,33759,20230423,2023-04-23,911,1136,6,1,77.88,Wrong Configuration
2539,22109,20250310,2025-03-10,608,1003,4,1,1038.36,Customer Cancellation
2540,23350,20250902,2025-09-02,568,1082,2,7,6273.22,Other
2541,53405,20251210,2025-12-10,950,1186,5,7,1437.05,Other
2542,116894,20230613,2023-06-13,601,1063,4,15,2077.1,Wrong Configuration
2543,71363,20240214,2024-02-14,1061,1117,2,1,1441.13,Defect
2544,107940,20250107,2025-01-07,127,1064,10,34,4147.49,Wrong Configuration
2545,29035,20240710,2024-07-10,506,1121,5,3,262.32,Wrong Configuration
2546,60739,20241123,2024-11-23,130,1034,3,6,4245.88,Wrong Configuration
2547,5616,20231230,2023-12-30,897,1052,6,5,1507.37,Wrong Configuration
2548,104768,20221225,2022-12-25,407,1196,4,1,243.14,Defect
2549,80999,20210612,2021-06-12,799,1037,4,10,5866.21,Wrong Configuration
2550,17659,20251124,2025-11-24,451,1150,3,16,9184.54,Defect
2551,63637,20251106,2025-11-06,580,1195,7,1,246.73,Wrong Configuration
2552,57404,20250528,2025-05-28,507,1159,5,7,4684.24,Wrong Configuration
2553,12593,20230913,2023-09-13,548,1152,8,7,4692.21,Wrong Configuration
2554,36223,20250411,2025-04-11,392,1100,4,11,14900.12,Defect
2555,42806,20250523,2025-05-23,888,1113,6,1,1645.94,Wrong Configuration
2556,57132,20250519,2025-05-19,276,1176,1,8,466.48,Defect
2557,75451,20241121,2024-11-21,692,1006,4,8,8587.57,Other
2558,103287,20250411,2025-04-11,998,1093,5,1,945.26,Other
2559,7353,20240629,2024-06-29,1126,1077,5,33,7876.76,Customer Cancellation
2560,15917,20250326,2025-03-26,232,1177,6,2,134.41,Defect
2561,99435,20211121,2021-11-21,672,1154,5,2,1410.49,Customer Cancellation
2562,72035,20250810,2025-08-10,362,1169,5,2,139.12,Shipping Damage
2563,85354,20240703,2024-07-03,784,1026,6,7,3406.21,Wrong Configuration
2564,4712,20251205,2025-12-05,694,1176,9,1,49.33,Wrong Configuration
2565,14615,20230920,2023-09-20,1158,1102,6,13,14715.77,Defect
2566,36866,20240829,2024-08-29,682,1104,8,1,1693.12,Defect
2567,91587,20230606,2023-06-06,889,1127,1,10,583.42,Customer Cancellation
2568,58469,20240512,2024-05-12,857,1029,4,2,1303.59,Wrong Configuration
2569,115196,20240922,2024-09-22,751,1070,8,6,1847.75,Defect
2570,52014,20240530,2024-05-30,351,1043,6,14,5667.78,Shipping Damage
2571,104697,20220911,2022-09-11,1044,1107,2,5,6697.11,Customer Cancellation
2572,116522,20250922,2025-09-22,1048,1157,2,17,9820.7,Wrong Configuration
2573,54189,20250201,2025-02-01,197,1005,1,3,3748.62,Defect
2574,15457,20250415,2025-04-15,699,1188,7,1,231.6,Customer Cancellation
2575,65831,20250824,2025-08-24,232,1153,6,5,3623.59,Wrong Configuration
2576,119408,20220622,2022-06-22,662,1020,3,11,6353.48,Defect
2577,57370,20241017,2024-10-17,915,1174,4,1,60.76,Wrong Configuration
2578,21231,20250211,2025-02-11,88,1018,3,37,29946.59,Customer Cancellation
2579,22047,20251227,2025-12-27,139,1083,6,7,7759.04,Defect
2580,67564,20250707,2025-07-07,39,1033,10,5,3688.23,Shipping Damage
2581,8598,20231230,2023-12-30,301,1088,10,7,6366.48,Wrong Configuration
2582,96709,20240206,2024-02-06,192,1111,1,2,2926.63,Customer Cancellation
2583,101223,20230712,2023-07-12,723,1114,5,1,1644.46,Wrong Configuration
2584,17269,20230622,2023-06-22,599,1181,6,6,1597.96,Customer Cancellation
2585,6557,20251209,2025-12-09,371,1018,8,11,9413.22,Wrong Configuration
2586,21632,20220521,2022-05-21,485,1189,1,7,1431.23,Customer Cancellation
2587,52008,20220626,2022-06-26,1182,1135,6,24,2010.84,Defect
2588,55256,20250204,2025-02-04,977,1180,6,10,2178.49,Defect
2589,25956,20251230,2025-12-30,980,1125,8,23,2125.53,Other
2590,19297,20250210,2025-02-10,588,1017,5,4,4306.42,Defect
2591,112891,20230205,2023-02-05,929,1057,8,10,3591.73,Wrong Configuration
2592,63165,20251222,2025-12-22,935,1088,2,9,9984.5,Defect
2593,109348,20241116,2024-11-16,307,1031,1,11,7960.96,Defect
2594,99665,20250212,2025-02-12,1057,1077,4,23,4678.53,Wrong Configuration
2595,106571,20230910,2023-09-10,248,1189,10,27,5526.2,Defect
2596,29710,20241228,2024-12-28,108,1065,10,1,152.94,Customer Cancellation
2597,28263,20251002,2025-10-02,1178,1192,1,4,1105.11,Customer Cancellation
2598,60017,20241203,2024-12-03,265,1102,2,31,51295.75,Shipping Damage
2599,89337,20240817,2024-08-17,424,1103,6,2,3391.76,Wrong Configuration
2600,37152,20250116,2025-01-16,37,1054,3,17,7478.82,Shipping Damage
2601,23428,20241124,2024-11-24,779,1032,5,33,16983.27,Shipping Damage
2602,12129,20221218,2022-12-18,446,1104,2,4,6297.05,Defect
2603,59879,20230323,2023-03-23,731,1109,5,22,29820.93,Defect
2604,98442,20251119,2025-11-19,950,1120,5,32,2836.18,Defect
2605,55696,20240811,2024-08-11,1155,1160,2,2,128.02,Defect
2606,71591,20240810,2024-08-10,538,1019,8,12,11671.81,Wrong Configuration
2607,28907,20241218,2024-12-18,271,1194,4,2,489.34,Wrong Configuration
2608,66190,20241112,2024-11-12,521,1013,3,5,3886.85,Wrong Configuration
2609,46730,20230426,2023-04-26,553,1068,3,1,210.12,Customer Cancellation
2610,29503,20251229,2025-12-29,84,1090,1,1,811.85,Customer Cancellation
2611,11824,20251216,2025-12-16,1076,1100,7,11,14928.49,Customer Cancellation
2612,101698,20230621,2023-06-21,802,1016,9,8,8667.71,Defect
2613,116529,20250930,2025-09-30,803,1110,3,1,1431.08,Customer Cancellation
2614,18986,20250225,2025-02-25,928,1046,6,7,3183.62,Defect
2615,38552,20210227,2021-02-27,955,1159,4,33,17482.79,Other
2616,29299,20240318,2024-03-18,692,1125,4,26,2317.39,Defect
2617,92671,20251123,2025-11-23,429,1095,1,1,872.88,Defect
2618,10946,20241123,2024-11-23,1084,1114,2,2,3357.58,Other
2619,19772,20251228,2025-12-28,954,1035,6,5,3230.56,Customer Cancellation
2620,105383,20230823,2023-08-23,720,1126,5,3,246.57,Wrong Configuration
2621,3268,20240403,2024-04-03,380,1098,4,1,665.29,Wrong Configuration
2622,68521,20211117,2021-11-17,834,1109,1,4,5464.9,Other
2623,24242,20240323,2024-03-23,425,1021,5,4,2124.25,Defect
