opportunity_id,created_date,customer_id,product_group,sales_rep_id,stage,expected_value_eur,win_probability,expected_close_date,created_date_id,weighted_pipeline_eur,days_to_close,is_closed_won,is_closed_lost
5421,2021-05-14,355,Tablet Enterprise,2,Qualified,174566.56,0.177,2021-10-02,20210514,30898.28,141,0,0
5422,2024-09-05,673,Medical Sensor,22,Closed Lost,55742.39,0.0,2024-12-29,20240905,0.0,115,0,1
5423,2025-05-10,564,Laptop Standard,77,Proposal,10264.13,0.328,2025-07-06,20250510,3366.63,57,0,0
5424,2024-02-15,324,Accessory Kit,22,Lead,24515.85,0.159,2024-04-15,20240215,3898.02,60,0,0
5425,2022-11-03,1020,Accessory Kit,7,Lead,46939.72,0.0,2023-04-13,20221103,0.0,161,0,0
5426,2025-04-01,708,Medical Sensor,71,Proposal,28098.78,0.403,2025-10-23,20250401,11323.81,205,0,0
5427,2023-08-22,552,Tablet Enterprise,6,Negotiation,9819.49,0.733,2024-03-04,20230822,7197.69,195,0,0
5428,2023-04-08,40,Service Contract,37,Lead,14848.4,0.11,2023-10-22,20230408,1633.32,197,0,0
5429,2023-09-22,6,Monitoring Device,68,Qualified,29859.86,0.424,2024-01-20,20230922,12660.58,120,0,0
5430,2024-06-18,1146,Industrial Scanner,44,Closed Won,35438.46,1.0,2024-12-08,20240618,35438.46,173,1,0
5431,2024-05-24,446,Accessory Kit,12,Negotiation,17953.26,0.715,2024-09-22,20240524,12836.58,121,0,0
5432,2023-02-13,1158,Laptop Standard,70,Proposal,69823.7,0.54,2023-03-26,20230213,37704.8,41,0,0
5433,2021-05-14,130,Tablet Enterprise,52,Closed Lost,12351.39,0.083,2021-08-11,20210514,1025.17,89,0,1
5434,2025-09-12,100,Medical Sensor,20,Lead,77406.33,0.0,2026-02-20,20250912,0.0,161,0,0
5435,2024-09-11,264,Laptop Standard,84,Qualified,58100.85,0.185,2024-10-16,20240911,10748.66,35,0,0
5436,2022-12-24,380,Laptop Pro,66,Qualified,17700.2,0.336,2023-05-28,20221224,5947.27,155,0,0
5437,2024-12-31,268,Tablet Enterprise,17,Qualified,9899.47,0.278,2025-02-11,20241231,2752.05,42,0,0
5438,2025-11-20,338,Service Contract,40,Proposal,19337.71,0.432,2026-04-29,20251120,8353.89,160,0,0
5439,2023-06-25,456,Tablet Enterprise,81,Negotiation,15884.22,0.661,2023-10-11,20230625,10499.47,108,0,0
5440,2023-02-19,548,Service Contract,3,Negotiation,31262.48,0.609,2023-07-01,20230219,19038.85,132,0,0
5441,2024-10-16,761,Service Contract,2,Negotiation,39449.96,0.676,2025-01-31,20241016,26668.17,107,0,0
5442,2025-11-18,1006,Accessory Kit,69,Qualified,29628.36,0.317,2026-05-07,20251118,9392.19,170,0,0
5443,2023-02-17,769,Legacy Workstation,76,Lead,119053.3,0.0,2023-04-13,20230217,0.0,55,0,0
5444,2022-05-04,1154,Legacy Workstation,19,Lead,11426.99,0.064,2022-07-04,20220504,731.33,61,0,0
5445,2024-05-30,578,Monitoring Device,82,Negotiation,7494.93,0.647,2024-12-31,20240530,4849.22,215,0,0
5446,2021-07-24,117,Monitoring Device,42,Proposal,56785.05,0.384,2021-12-01,20210724,21805.46,130,0,0
5447,2023-04-02,95,Accessory Kit,46,Closed Won,56723.06,0.946,2023-04-25,20230402,53660.01,23,1,0
5448,2022-10-01,317,Medical Sensor,46,Proposal,106048.96,0.454,2022-11-04,20221001,48146.23,34,0,0
5449,2022-11-25,131,Monitoring Device,84,Proposal,3649.01,0.464,2023-05-08,20221125,1693.14,164,0,0
5450,2025-01-27,88,Connectivity Module,67,Closed Won,77750.07,1.0,2025-05-31,20250127,77750.07,124,1,0
5451,2023-11-23,1038,Industrial Scanner,53,Lead,64270.75,0.145,2024-03-19,20231123,9319.26,117,0,0
5452,2024-09-17,557,Accessory Kit,37,Closed Lost,45352.46,0.0,2025-02-17,20240917,0.0,153,0,1
5453,2024-10-08,52,Industrial Scanner,80,Qualified,16650.4,0.266,2024-11-03,20241008,4429.01,26,0,0
5454,2023-11-02,583,Accessory Kit,5,Lead,132472.26,0.034,2024-03-10,20231102,4504.06,129,0,0
5455,2025-07-29,124,Industrial Scanner,21,Qualified,42960.5,0.253,2025-10-29,20250729,10869.01,92,0,0
5456,2021-09-20,208,Laptop Pro,53,Qualified,95479.05,0.14,2022-04-23,20210920,13367.07,215,0,0
5457,2023-09-12,539,Medical Sensor,22,Proposal,76847.26,0.526,2023-12-05,20230912,40421.66,84,0,0
5458,2021-05-17,695,Laptop Standard,64,Closed Won,15970.97,0.817,2021-06-13,20210517,13048.28,27,1,0
5459,2024-12-31,518,Tablet Enterprise,80,Negotiation,27772.01,0.662,2025-04-21,20241231,18385.07,111,0,0
5460,2023-12-18,124,Industrial Scanner,67,Qualified,26669.02,0.228,2024-02-28,20231218,6080.54,72,0,0
5461,2024-05-31,694,Tablet Enterprise,59,Qualified,1841.35,0.26,2024-12-25,20240531,478.75,208,0,0
5462,2021-06-03,873,Accessory Kit,10,Qualified,18949.49,0.425,2021-11-17,20210603,8053.53,167,0,0
5463,2023-04-26,67,Legacy Workstation,22,Qualified,30305.0,0.284,2023-08-04,20230426,8606.62,100,0,0
5464,2021-11-22,385,Connectivity Module,67,Lead,42494.84,0.142,2022-02-01,20211122,6034.27,71,0,0
5465,2023-01-31,642,Industrial Scanner,59,Closed Won,11559.0,1.0,2023-08-25,20230131,11559.0,206,1,0
5466,2024-11-26,467,Laptop Standard,49,Closed Won,32072.08,0.924,2025-02-12,20241126,29634.6,78,1,0
5467,2025-06-05,742,Connectivity Module,39,Qualified,7119.49,0.248,2025-10-14,20250605,1765.63,131,0,0
5468,2023-12-13,924,Connectivity Module,69,Lead,13671.28,0.097,2024-05-20,20231213,1326.11,159,0,0
5469,2022-11-02,636,Accessory Kit,21,Negotiation,40956.35,0.698,2023-02-26,20221102,28587.53,116,0,0
5470,2023-10-26,79,Laptop Pro,75,Qualified,42713.54,0.226,2023-12-26,20231026,9653.26,61,0,0
5471,2024-09-18,807,Accessory Kit,37,Proposal,13245.89,0.35,2025-01-09,20240918,4636.06,113,0,0
5472,2024-03-21,707,Connectivity Module,75,Lead,33483.17,0.021,2024-05-01,20240321,703.15,41,0,0
5473,2024-08-15,1115,Tablet Enterprise,33,Qualified,10341.91,0.117,2024-09-12,20240815,1210.0,28,0,0
5474,2021-12-20,882,Tablet Enterprise,19,Lead,14321.71,0.0,2022-05-17,20211220,0.0,148,0,0
5475,2023-03-05,105,Connectivity Module,50,Closed Won,96294.51,1.0,2023-05-16,20230305,96294.51,72,1,0
5476,2025-07-23,474,Service Contract,79,Closed Won,13679.93,0.921,2026-02-13,20250723,12599.22,205,1,0
5477,2024-02-08,43,Legacy Workstation,42,Lead,19988.18,0.0,2024-05-03,20240208,0.0,85,0,0
5478,2023-12-09,101,Laptop Standard,18,Lead,49384.73,0.126,2024-06-18,20231209,6222.48,192,0,0
5479,2023-02-09,661,Accessory Kit,67,Qualified,264527.28,0.231,2023-05-23,20230209,61105.8,103,0,0
5480,2024-11-26,465,Accessory Kit,14,Closed Won,7226.56,1.0,2025-03-07,20241126,7226.56,101,1,0
5481,2021-10-09,1111,Legacy Workstation,26,Proposal,32638.33,0.48,2022-04-25,20211009,15666.4,198,0,0
5482,2025-03-14,579,Laptop Standard,16,Negotiation,4745.34,0.679,2025-09-30,20250314,3222.09,200,0,0
5483,2023-10-06,575,Accessory Kit,71,Lead,92444.45,0.054,2024-04-11,20231006,4992.0,188,0,0
5484,2025-02-15,570,Connectivity Module,18,Lead,43053.8,0.175,2025-04-16,20250215,7534.42,60,0,0
5485,2024-09-20,441,Monitoring Device,47,Qualified,17245.29,0.273,2024-12-21,20240920,4707.96,92,0,0
5486,2024-02-03,765,Accessory Kit,12,Closed Won,38281.42,1.0,2024-07-21,20240203,38281.42,169,1,0
5487,2021-08-27,98,Legacy Workstation,71,Lead,47529.38,0.0,2022-01-10,20210827,0.0,136,0,0
5488,2023-02-23,116,Service Contract,54,Closed Lost,14898.76,0.0,2023-06-23,20230223,0.0,120,0,1
5489,2024-03-17,7,Monitoring Device,30,Negotiation,156531.52,0.615,2024-08-21,20240317,96266.88,157,0,0
5490,2023-12-03,383,Laptop Pro,19,Proposal,3144.48,0.403,2024-05-19,20231203,1267.23,168,0,0
5491,2024-09-24,269,Service Contract,68,Closed Won,49813.25,0.964,2025-04-24,20240924,48019.97,212,1,0
5492,2023-09-18,416,Laptop Pro,78,Lead,4875.81,0.204,2024-04-06,20230918,994.67,201,0,0
5493,2025-06-27,284,Medical Sensor,11,Proposal,385615.87,0.581,2025-09-03,20250627,224042.82,68,0,0
5494,2025-05-10,1079,Legacy Workstation,40,Lead,12461.31,0.161,2025-09-02,20250510,2006.27,115,0,0
5495,2024-12-23,419,Connectivity Module,34,Closed Lost,27862.97,0.017,2025-06-03,20241223,473.67,162,0,1
5496,2023-12-10,718,Monitoring Device,3,Lead,55136.45,0.053,2024-04-07,20231210,2922.23,119,0,0
5497,2024-09-22,988,Tablet Enterprise,35,Closed Won,127733.15,0.933,2024-10-27,20240922,119175.03,35,1,0
5498,2025-06-03,179,Legacy Workstation,46,Negotiation,15606.25,0.494,2025-12-28,20250603,7709.49,208,0,0
5499,2025-06-12,1067,Medical Sensor,22,Proposal,17112.09,0.727,2025-09-01,20250612,12440.49,81,0,0
5500,2024-08-06,1085,Industrial Scanner,14,Negotiation,33810.27,0.633,2025-03-04,20240806,21401.9,210,0,0
5501,2023-04-20,465,Legacy Workstation,61,Lead,6782.12,0.045,2023-11-13,20230420,305.2,207,0,0
5502,2025-05-17,127,Tablet Enterprise,83,Proposal,17082.05,0.423,2025-08-23,20250517,7225.71,98,0,0
5503,2022-01-06,192,Industrial Scanner,50,Proposal,87636.93,0.547,2022-04-13,20220106,47937.4,97,0,0
5504,2025-03-07,1047,Laptop Standard,8,Closed Won,23821.38,1.0,2025-05-24,20250307,23821.38,78,1,0
5505,2024-09-28,351,Connectivity Module,61,Lead,25896.2,0.031,2025-02-05,20240928,802.78,130,0,0
5506,2024-08-31,777,Legacy Workstation,37,Qualified,105224.17,0.165,2025-01-27,20240831,17361.99,149,0,0
5507,2025-12-03,179,Accessory Kit,70,Closed Lost,13125.47,0.0,2026-03-17,20251203,0.0,104,0,1
5508,2023-07-05,924,Laptop Pro,34,Proposal,8883.59,0.503,2023-09-29,20230705,4468.45,86,0,0
5509,2024-07-10,530,Connectivity Module,55,Closed Lost,42295.43,0.0,2025-01-24,20240710,0.0,198,0,1
5510,2022-11-11,686,Legacy Workstation,19,Proposal,86675.93,0.545,2023-01-08,20221111,47238.38,58,0,0
5511,2025-12-28,436,Medical Sensor,39,Closed Lost,71176.15,0.0,2026-06-14,20251228,0.0,168,0,1
5512,2022-09-13,450,Monitoring Device,28,Qualified,91052.86,0.25,2022-12-12,20220913,22763.22,90,0,0
5513,2023-10-15,78,Monitoring Device,20,Lead,33655.43,0.218,2024-05-15,20231015,7336.88,213,0,0
5514,2025-04-18,913,Laptop Pro,32,Proposal,9547.55,0.417,2025-11-17,20250418,3981.33,213,0,0
5515,2023-02-28,85,Industrial Scanner,42,Proposal,26031.05,0.373,2023-08-19,20230228,9709.58,172,0,0
5516,2021-04-26,188,Connectivity Module,61,Qualified,9634.52,0.18,2021-05-20,20210426,1734.21,24,0,0
5517,2023-03-28,414,Service Contract,85,Lead,117236.45,0.0,2023-06-10,20230328,0.0,74,0,0
5518,2021-04-10,552,Accessory Kit,16,Negotiation,29975.65,0.685,2021-09-10,20210410,20533.32,153,0,0
5519,2025-06-29,465,Accessory Kit,61,Qualified,47739.44,0.203,2026-01-16,20250629,9691.11,201,0,0
5520,2024-11-02,657,Industrial Scanner,46,Lead,42641.44,0.182,2025-06-09,20241102,7760.74,219,0,0
5521,2024-02-19,878,Connectivity Module,8,Qualified,8445.84,0.246,2024-05-01,20240219,2077.68,72,0,0
5522,2025-09-14,1069,Laptop Standard,68,Lead,20691.93,0.016,2026-03-17,20250914,331.07,184,0,0
5523,2023-09-19,6,Monitoring Device,22,Proposal,16105.97,0.29,2024-03-25,20230919,4670.73,188,0,0
5524,2024-10-25,263,Legacy Workstation,26,Lead,37311.04,0.177,2025-04-09,20241025,6604.05,166,0,0
5525,2023-04-12,502,Medical Sensor,41,Lead,68496.49,0.325,2023-10-02,20230412,22261.36,173,0,0
5526,2025-02-27,356,Monitoring Device,66,Negotiation,36965.37,0.809,2025-10-04,20250227,29904.98,219,0,0
5527,2025-02-22,984,Tablet Enterprise,75,Proposal,10903.29,0.459,2025-05-12,20250222,5004.61,79,0,0
5528,2025-06-30,847,Monitoring Device,36,Closed Won,30393.03,0.982,2025-11-22,20250630,29845.96,145,1,0
5529,2025-05-18,575,Accessory Kit,52,Qualified,2513.44,0.261,2025-07-08,20250518,656.01,51,0,0
5530,2022-07-03,1002,Tablet Enterprise,76,Closed Won,55561.23,1.0,2023-01-14,20220703,55561.23,195,1,0
5531,2022-02-13,769,Legacy Workstation,44,Lead,152753.76,0.154,2022-04-14,20220213,23524.08,60,0,0
5532,2021-02-07,401,Monitoring Device,10,Proposal,5561.05,0.515,2021-03-11,20210207,2863.94,32,0,0
5533,2023-10-21,703,Service Contract,42,Qualified,15155.2,0.264,2024-03-06,20231021,4000.97,137,0,0
5534,2023-05-01,588,Connectivity Module,40,Qualified,24200.54,0.323,2023-09-18,20230501,7816.77,140,0,0
5535,2023-07-23,980,Industrial Scanner,10,Proposal,17938.68,0.439,2023-11-15,20230723,7875.08,115,0,0
5536,2023-06-09,389,Industrial Scanner,70,Proposal,17762.05,0.401,2023-10-01,20230609,7122.58,114,0,0
5537,2022-09-27,1178,Service Contract,64,Lead,66860.2,0.0,2022-10-20,20220927,0.0,23,0,0
5538,2025-02-26,410,Legacy Workstation,14,Proposal,13123.63,0.357,2025-05-07,20250226,4685.14,70,0,0
5539,2022-04-25,274,Connectivity Module,39,Qualified,8448.32,0.138,2022-11-12,20220425,1165.87,201,0,0
5540,2022-09-18,290,Laptop Standard,44,Closed Won,38066.57,0.976,2022-11-20,20220918,37152.97,63,1,0
5541,2025-04-21,341,Monitoring Device,30,Lead,71317.85,0.118,2025-11-15,20250421,8415.51,208,0,0
5542,2024-09-09,138,Tablet Enterprise,73,Closed Lost,62271.53,0.043,2024-10-11,20240909,2677.68,32,0,1
5543,2021-05-05,305,Legacy Workstation,70,Closed Lost,135958.96,0.051,2021-11-26,20210505,6933.91,205,0,1
5544,2022-01-25,1099,Laptop Pro,40,Proposal,62851.0,0.46,2022-04-19,20220125,28911.46,84,0,0
5545,2025-05-30,458,Monitoring Device,50,Lead,8642.76,0.172,2025-07-24,20250530,1486.55,55,0,0
5546,2022-09-16,204,Medical Sensor,14,Qualified,56807.14,0.286,2023-03-26,20220916,16246.84,191,0,0
5547,2024-08-02,882,Monitoring Device,3,Lead,68604.63,0.079,2025-02-07,20240802,5419.77,189,0,0
5548,2024-08-30,947,Connectivity Module,71,Negotiation,6579.4,0.638,2025-02-05,20240830,4197.66,159,0,0
5549,2024-04-01,878,Monitoring Device,48,Negotiation,68155.51,0.709,2024-08-23,20240401,48322.26,144,0,0
5550,2025-04-11,756,Accessory Kit,35,Negotiation,6349.4,0.54,2025-10-25,20250411,3428.68,197,0,0
5551,2024-06-22,517,Laptop Standard,47,Qualified,116637.32,0.105,2024-12-19,20240622,12246.92,180,0,0
5552,2021-04-19,713,Accessory Kit,66,Qualified,38339.7,0.239,2021-09-02,20210419,9163.19,136,0,0
5553,2025-10-25,293,Laptop Pro,14,Negotiation,50146.17,0.483,2026-03-04,20251025,24220.6,130,0,0
5554,2023-10-29,569,Medical Sensor,50,Lead,70926.47,0.083,2024-02-13,20231029,5886.9,107,0,0
5555,2023-01-01,6,Industrial Scanner,75,Negotiation,21553.25,0.612,2023-03-08,20230101,13190.59,66,0,0
5556,2025-10-22,527,Accessory Kit,49,Negotiation,29698.79,0.515,2026-03-14,20251022,15294.88,143,0,0
5557,2024-09-24,1055,Monitoring Device,63,Negotiation,4357.25,0.633,2025-02-24,20240924,2758.14,153,0,0
5558,2023-04-11,788,Legacy Workstation,57,Proposal,54878.53,0.52,2023-08-17,20230411,28536.84,128,0,0
5559,2024-12-18,224,Laptop Pro,28,Closed Won,48511.24,1.0,2025-03-25,20241218,48511.24,97,1,0
5560,2024-12-18,507,Connectivity Module,29,Lead,14874.36,0.123,2025-06-20,20241218,1829.55,184,0,0
5561,2025-03-29,75,Laptop Standard,82,Negotiation,15185.54,0.727,2025-07-18,20250329,11039.89,111,0,0
5562,2022-02-03,128,Laptop Pro,33,Negotiation,28324.45,0.522,2022-07-24,20220203,14785.36,171,0,0
5563,2023-12-14,7,Tablet Enterprise,48,Lead,58028.25,0.189,2024-05-07,20231214,10967.34,145,0,0
5564,2024-11-19,7,Tablet Enterprise,63,Lead,115522.75,0.0,2025-02-09,20241119,0.0,82,0,0
5565,2024-05-23,871,Tablet Enterprise,27,Lead,29268.75,0.187,2024-10-24,20240523,5473.26,154,0,0
5566,2023-07-17,415,Accessory Kit,76,Lead,45586.86,0.0,2023-08-29,20230717,0.0,43,0,0
5567,2025-08-10,29,Laptop Pro,49,Qualified,20572.54,0.198,2026-03-06,20250810,4073.36,208,0,0
5568,2025-09-21,259,Medical Sensor,26,Closed Won,41100.52,0.878,2025-12-15,20250921,36086.26,85,1,0
5569,2023-02-15,564,Laptop Standard,13,Proposal,59632.55,0.492,2023-08-10,20230215,29339.21,176,0,0
5570,2024-11-24,1162,Laptop Pro,2,Lead,20334.69,0.137,2025-01-26,20241124,2785.85,63,0,0
5571,2023-03-21,1158,Industrial Scanner,14,Closed Won,50100.05,1.0,2023-08-01,20230321,50100.05,133,1,0
5572,2023-02-04,1017,Accessory Kit,2,Negotiation,44087.14,0.626,2023-08-03,20230204,27598.55,180,0,0
5573,2023-02-23,236,Service Contract,14,Negotiation,15441.75,0.655,2023-06-03,20230223,10114.35,100,0,0
5574,2023-03-22,401,Industrial Scanner,72,Lead,41090.77,0.075,2023-10-09,20230322,3081.81,201,0,0
5575,2024-02-08,954,Connectivity Module,61,Closed Lost,19618.59,0.1,2024-05-01,20240208,1961.86,83,0,1
5576,2021-12-14,700,Industrial Scanner,56,Lead,6958.28,0.172,2022-03-18,20211214,1196.82,94,0,0
5577,2024-11-20,761,Tablet Enterprise,64,Qualified,120442.56,0.367,2025-03-27,20241120,44202.42,127,0,0
5578,2023-08-20,137,Medical Sensor,35,Qualified,26286.54,0.412,2023-11-07,20230820,10830.05,79,0,0
5579,2022-08-17,811,Tablet Enterprise,40,Qualified,23307.37,0.254,2022-11-19,20220817,5920.07,94,0,0
5580,2024-10-23,385,Tablet Enterprise,71,Negotiation,65596.92,0.678,2025-02-28,20241023,44474.71,128,0,0
5581,2022-08-08,126,Accessory Kit,28,Closed Won,9751.17,1.0,2022-11-14,20220808,9751.17,98,1,0
5582,2024-03-05,1122,Medical Sensor,82,Qualified,61816.21,0.342,2024-10-09,20240305,21141.14,218,0,0
5583,2025-01-23,11,Accessory Kit,4,Proposal,10966.22,0.306,2025-07-21,20250123,3355.66,179,0,0
5584,2024-12-22,1164,Service Contract,22,Qualified,39463.98,0.353,2025-03-24,20241222,13930.78,92,0,0
5585,2024-07-27,662,Monitoring Device,67,Closed Won,49147.0,0.889,2025-01-16,20240727,43691.68,173,1,0
5586,2024-12-10,878,Legacy Workstation,30,Closed Lost,18608.96,0.0,2025-06-01,20241210,0.0,173,0,1
5587,2021-11-02,1044,Legacy Workstation,12,Lead,145559.21,0.054,2022-04-18,20211102,7860.2,167,0,0
5588,2023-12-30,88,Laptop Standard,84,Closed Won,81485.5,0.95,2024-06-05,20231230,77411.22,158,1,0
5589,2025-09-25,359,Accessory Kit,30,Qualified,103513.62,0.18,2025-12-21,20250925,18632.45,87,0,0
5590,2024-09-09,5,Laptop Pro,72,Lead,3134.02,0.215,2025-02-24,20240909,673.81,168,0,0
5591,2024-01-30,191,Industrial Scanner,57,Lead,24367.64,0.169,2024-08-13,20240130,4118.13,196,0,0
5592,2023-05-06,130,Service Contract,16,Qualified,60035.52,0.177,2023-11-20,20230506,10626.29,198,0,0
5593,2024-12-01,518,Connectivity Module,68,Lead,42833.89,0.116,2025-01-18,20241201,4968.73,48,0,0
5594,2024-04-01,544,Connectivity Module,58,Lead,69166.07,0.093,2024-07-20,20240401,6432.44,110,0,0
5595,2025-06-26,1092,Legacy Workstation,18,Qualified,27504.5,0.308,2025-11-24,20250626,8471.39,151,0,0
5596,2024-04-07,720,Connectivity Module,40,Negotiation,27828.83,0.601,2024-10-11,20240407,16725.13,187,0,0
5597,2024-12-15,684,Service Contract,2,Qualified,8955.45,0.338,2025-05-18,20241215,3026.94,154,0,0
5598,2023-12-10,436,Laptop Pro,58,Closed Won,69206.99,0.916,2024-04-25,20231210,63393.6,137,1,0
5599,2024-09-20,307,Accessory Kit,42,Lead,28226.74,0.225,2024-12-16,20240920,6351.02,87,0,0
5600,2024-07-13,545,Connectivity Module,70,Proposal,52210.27,0.448,2024-09-03,20240713,23390.2,52,0,0
5601,2025-11-11,786,Accessory Kit,27,Qualified,11068.03,0.067,2026-03-17,20251111,741.56,126,0,0
5602,2025-03-20,640,Medical Sensor,69,Qualified,14319.46,0.184,2025-08-04,20250320,2634.78,137,0,0
5603,2025-09-16,765,Industrial Scanner,36,Lead,53509.52,0.163,2025-11-28,20250916,8722.05,73,0,0
5604,2025-10-20,495,Laptop Pro,82,Closed Won,8421.11,1.0,2026-04-28,20251020,8421.11,190,1,0
5605,2023-06-11,252,Legacy Workstation,30,Closed Won,6927.95,1.0,2024-01-06,20230611,6927.95,209,1,0
5606,2025-07-12,37,Connectivity Module,16,Closed Won,27833.28,1.0,2026-01-19,20250712,27833.28,191,1,0
5607,2025-04-25,16,Industrial Scanner,38,Closed Won,141005.75,1.0,2025-08-20,20250425,141005.75,117,1,0
5608,2025-12-31,1017,Monitoring Device,37,Closed Lost,19343.52,0.0,2026-07-28,20251231,0.0,209,0,1
5609,2025-03-29,401,Laptop Standard,72,Lead,9512.9,0.07,2025-11-02,20250329,665.9,218,0,0
5610,2022-10-04,252,Monitoring Device,85,Closed Lost,68740.02,0.0,2023-04-17,20221004,0.0,195,0,1
5611,2021-11-24,37,Connectivity Module,6,Qualified,4099.17,0.24,2022-01-15,20211124,983.8,52,0,0
5612,2024-11-12,665,Legacy Workstation,46,Closed Won,28482.24,0.815,2025-02-28,20241112,23213.03,108,1,0
5613,2025-05-26,358,Connectivity Module,57,Lead,20223.04,0.102,2025-08-25,20250526,2062.75,91,0,0
5614,2023-07-06,1018,Laptop Standard,82,Proposal,13599.15,0.411,2023-08-01,20230706,5589.25,26,0,0
5615,2024-10-03,1006,Accessory Kit,37,Proposal,43915.85,0.411,2024-12-28,20241003,18049.41,86,0,0
5616,2021-09-17,636,Medical Sensor,16,Lead,30860.36,0.125,2022-01-08,20210917,3857.54,113,0,0
5617,2023-03-10,214,Legacy Workstation,17,Qualified,80500.92,0.159,2023-09-04,20230310,12799.65,178,0,0
5618,2023-08-15,257,Legacy Workstation,66,Qualified,52072.53,0.205,2023-11-30,20230815,10674.87,107,0,0
5619,2025-04-13,1047,Medical Sensor,85,Proposal,43121.44,0.502,2025-07-31,20250413,21646.96,109,0,0
5620,2024-04-22,684,Connectivity Module,53,Lead,22398.3,0.207,2024-10-13,20240422,4636.45,174,0,0
5621,2023-08-14,672,Connectivity Module,39,Lead,12470.46,0.0,2023-10-22,20230814,0.0,69,0,0
5622,2023-09-14,684,Medical Sensor,69,Lead,9419.04,0.123,2024-02-25,20230914,1158.54,164,0,0
5623,2024-05-31,1116,Connectivity Module,29,Closed Lost,9397.91,0.0,2024-12-21,20240531,0.0,204,0,1
5624,2025-11-05,100,Connectivity Module,19,Qualified,10703.53,0.255,2026-04-02,20251105,2729.4,148,0,0
5625,2022-01-30,32,Tablet Enterprise,69,Proposal,72847.68,0.387,2022-06-24,20220130,28192.05,145,0,0
5626,2025-04-01,1185,Medical Sensor,46,Qualified,68088.89,0.306,2025-05-28,20250401,20835.2,57,0,0
5627,2024-12-03,729,Legacy Workstation,34,Lead,26834.1,0.151,2025-05-11,20241203,4051.95,159,0,0
5628,2025-02-09,1132,Laptop Standard,66,Lead,13279.16,0.061,2025-03-24,20250209,810.03,43,0,0
5629,2025-01-12,147,Legacy Workstation,63,Proposal,193733.17,0.539,2025-04-02,20250112,104422.18,80,0,0
5630,2024-05-22,480,Service Contract,53,Closed Lost,8947.98,0.0,2024-12-21,20240522,0.0,213,0,1
5631,2023-06-21,753,Accessory Kit,14,Proposal,114412.87,0.4,2023-11-10,20230621,45765.15,142,0,0
5632,2023-08-02,932,Service Contract,53,Qualified,9221.17,0.247,2024-02-05,20230802,2277.63,187,0,0
5633,2024-06-07,934,Industrial Scanner,21,Proposal,22491.22,0.245,2024-08-05,20240607,5510.35,59,0,0
5634,2024-09-21,890,Tablet Enterprise,13,Negotiation,114543.72,0.805,2024-10-18,20240921,92207.69,27,0,0
5635,2025-07-31,228,Laptop Standard,19,Qualified,54417.54,0.191,2025-11-11,20250731,10393.75,103,0,0
5636,2024-01-10,171,Accessory Kit,34,Negotiation,38044.21,0.644,2024-02-19,20240110,24500.47,40,0,0
5637,2023-11-18,970,Laptop Pro,58,Negotiation,3237.6,0.544,2024-04-14,20231118,1761.25,148,0,0
5638,2025-02-07,994,Connectivity Module,56,Closed Lost,10011.72,0.133,2025-05-10,20250207,1331.56,92,0,1
5639,2024-11-01,232,Laptop Standard,70,Lead,227714.97,0.023,2025-02-16,20241101,5237.44,107,0,0
5640,2025-11-17,655,Legacy Workstation,42,Proposal,47619.93,0.489,2026-01-27,20251117,23286.15,71,0,0
5641,2025-12-12,526,Tablet Enterprise,68,Closed Won,23656.38,1.0,2026-03-03,20251212,23656.38,81,1,0
5642,2022-12-03,550,Service Contract,40,Qualified,15286.76,0.365,2023-03-14,20221203,5579.67,101,0,0
5643,2024-01-24,332,Accessory Kit,80,Qualified,15299.7,0.156,2024-02-28,20240124,2386.75,35,0,0
5644,2025-10-30,1133,Monitoring Device,6,Qualified,89116.43,0.241,2026-01-28,20251030,21477.06,90,0,0
5645,2023-11-14,232,Monitoring Device,75,Qualified,78015.42,0.196,2024-02-28,20231114,15291.02,106,0,0
5646,2024-04-23,576,Industrial Scanner,46,Qualified,134294.86,0.17,2024-11-16,20240423,22830.13,207,0,0
5647,2023-09-26,1069,Medical Sensor,14,Qualified,35064.41,0.204,2024-01-03,20230926,7153.14,99,0,0
5648,2023-10-20,783,Legacy Workstation,57,Lead,7193.99,0.156,2023-12-28,20231020,1122.26,69,0,0
5649,2022-11-21,302,Medical Sensor,28,Closed Lost,29071.36,0.048,2023-04-14,20221121,1395.43,144,0,1
5650,2023-08-07,385,Service Contract,71,Negotiation,4728.97,0.726,2023-11-16,20230807,3433.23,101,0,0
5651,2023-01-13,1030,Laptop Pro,5,Lead,2951.1,0.079,2023-03-01,20230113,233.14,47,0,0
5652,2022-08-11,879,Connectivity Module,35,Closed Won,137448.48,0.996,2023-03-17,20220811,136898.69,218,1,0
5653,2025-04-28,291,Laptop Pro,70,Closed Won,144983.97,0.986,2025-06-21,20250428,142954.19,54,1,0
5654,2024-09-26,37,Legacy Workstation,4,Lead,64350.01,0.012,2024-12-27,20240926,772.2,92,0,0
5655,2024-09-29,1144,Legacy Workstation,31,Qualified,11537.3,0.283,2025-05-06,20240929,3265.06,219,0,0
5656,2022-08-09,1158,Monitoring Device,22,Qualified,76303.63,0.208,2022-11-10,20220809,15871.16,93,0,0
5657,2023-08-13,421,Tablet Enterprise,7,Negotiation,23057.4,0.623,2023-10-22,20230813,14364.76,70,0,0
5658,2021-04-18,215,Tablet Enterprise,40,Proposal,49196.12,0.591,2021-07-30,20210418,29074.91,103,0,0
