activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
18328,20240702,2024-07-02,1184,60,Demo,14,-0.419,41.7,At Risk
18329,20221229,2022-12-29,41,80,Demo,5,-0.645,31.7,At Risk
18330,20220923,2022-09-23,394,46,Email,29,0.303,76.5,Healthy
18331,20250525,2025-05-25,475,64,Demo,5,-0.308,65.4,Neutral
18332,20240219,2024-02-19,25,68,Visit,41,1.0,89.5,Healthy
18333,20230903,2023-09-03,878,8,Email,46,-0.457,42.7,At Risk
18334,20231214,2023-12-14,91,5,Business Review,20,-0.377,75.8,Healthy
18335,20250816,2025-08-16,904,84,Demo,47,0.476,58.1,Neutral
18336,20251225,2025-12-25,37,71,Call,5,1.0,75.0,Healthy
18337,20230318,2023-03-18,170,25,Email,23,0.383,79.8,Healthy
18338,20241213,2024-12-13,494,37,Email,34,-0.592,50.1,Neutral
18339,20250101,2025-01-01,913,55,Call,5,-0.642,62.0,Neutral
18340,20241210,2024-12-10,290,58,Email,76,-0.698,52.1,Neutral
18341,20220505,2022-05-05,1131,70,Call,5,0.184,72.0,Neutral
18342,20241003,2024-10-03,465,68,Email,66,0.968,96.0,Healthy
18343,20230822,2023-08-22,418,36,Email,34,0.548,77.4,Healthy
18344,20250502,2025-05-02,848,2,Training,82,0.382,62.8,Neutral
18345,20250910,2025-09-10,143,23,Email,47,-0.019,69.9,Neutral
18346,20221005,2022-10-05,680,28,Email,47,0.407,87.6,Healthy
18347,20220728,2022-07-28,678,56,Visit,25,-0.707,52.8,Neutral
18348,20251227,2025-12-27,679,61,Training,33,0.892,84.0,Healthy
18349,20211221,2021-12-21,783,59,Call,22,-0.428,44.3,At Risk
18350,20240422,2024-04-22,487,27,Email,27,-0.249,56.7,Neutral
18351,20240910,2024-09-10,385,71,Visit,5,-0.041,58.1,Neutral
18352,20221107,2022-11-07,170,17,Email,14,0.624,81.2,Healthy
18353,20250809,2025-08-09,907,18,Call,41,0.01,58.4,Neutral
18354,20231221,2023-12-21,301,77,Visit,63,0.972,86.7,Healthy
18355,20220903,2022-09-03,576,14,Demo,15,0.015,73.2,Neutral
18356,20230218,2023-02-18,855,39,Email,52,-0.536,51.9,Neutral
18357,20250207,2025-02-07,581,46,Call,53,0.189,77.5,Healthy
18358,20240205,2024-02-05,1070,40,Call,47,-0.933,39.4,At Risk
18359,20231223,2023-12-23,1159,27,Visit,17,0.097,69.3,Neutral
18360,20241228,2024-12-28,362,29,Business Review,60,0.436,76.8,Healthy
18361,20240915,2024-09-15,401,31,Visit,19,-0.778,61.6,Neutral
18362,20220907,2022-09-07,559,64,Email,14,0.261,55.1,Neutral
18363,20240622,2024-06-22,840,17,Visit,48,-0.409,65.3,Neutral
18364,20221002,2022-10-02,1035,49,Call,40,0.043,74.8,Neutral
18365,20241005,2024-10-05,74,76,Demo,22,0.157,67.6,Neutral
18366,20231028,2023-10-28,1076,47,Business Review,43,-0.199,74.4,Neutral
18367,20240809,2024-08-09,966,11,Email,42,0.071,63.6,Neutral
18368,20240223,2024-02-23,281,5,Email,16,0.231,65.5,Neutral
18369,20240615,2024-06-15,818,26,Call,54,0.646,62.6,Neutral
18370,20230220,2023-02-20,1083,57,Demo,28,-0.275,81.3,Healthy
18371,20240217,2024-02-17,988,30,Training,45,-0.004,56.0,Neutral
18372,20240203,2024-02-03,343,2,Email,35,-0.206,65.3,Neutral
18373,20240413,2024-04-13,968,26,Visit,56,-0.472,52.6,Neutral
18374,20250709,2025-07-09,1054,2,Email,55,0.966,87.7,Healthy
18375,20230925,2023-09-25,640,53,Visit,17,0.004,69.1,Neutral
18376,20250330,2025-03-30,487,53,Call,14,0.082,85.9,Healthy
18377,20250319,2025-03-19,1069,22,Call,48,0.381,78.0,Healthy
18378,20250830,2025-08-30,34,17,Call,11,0.865,81.1,Healthy
18379,20250816,2025-08-16,666,52,Visit,5,1.0,83.8,Healthy
18380,20220704,2022-07-04,268,59,Email,18,0.385,63.3,Neutral
18381,20230606,2023-06-06,435,37,Training,14,-0.257,78.0,Healthy
18382,20240207,2024-02-07,1,58,Visit,59,-0.07,55.6,Neutral
18383,20251114,2025-11-14,744,6,Email,40,0.382,62.5,Neutral
18384,20240903,2024-09-03,905,69,Training,35,-0.306,57.4,Neutral
18385,20250830,2025-08-30,251,2,Email,50,0.439,61.6,Neutral
18386,20230825,2023-08-25,614,38,Visit,65,-0.15,70.2,Neutral
18387,20241026,2024-10-26,772,62,Demo,28,0.172,77.4,Healthy
18388,20240625,2024-06-25,823,27,Demo,56,0.181,59.7,Neutral
18389,20241205,2024-12-05,39,51,Demo,54,0.444,74.5,Neutral
18390,20241014,2024-10-14,684,34,Training,18,-0.378,71.9,Neutral
18391,20241006,2024-10-06,676,7,Email,37,-0.235,56.9,Neutral
18392,20250915,2025-09-15,301,13,Call,59,0.174,69.1,Neutral
18393,20210905,2021-09-05,685,72,Visit,27,-0.462,53.4,Neutral
18394,20250526,2025-05-26,519,10,Demo,14,-0.87,54.9,Neutral
18395,20240115,2024-01-15,583,13,Email,59,0.093,77.2,Healthy
18396,20231126,2023-11-26,718,19,Call,54,1.0,82.5,Healthy
18397,20250922,2025-09-22,794,22,Demo,27,-0.189,54.9,Neutral
18398,20241004,2024-10-04,930,70,Demo,45,0.618,76.3,Healthy
18399,20241203,2024-12-03,957,75,Call,13,-0.367,59.6,Neutral
18400,20250718,2025-07-18,987,64,Call,67,0.631,81.9,Healthy
18401,20230418,2023-04-18,720,44,Call,5,0.207,65.1,Neutral
18402,20230826,2023-08-26,708,41,Email,5,-0.668,50.2,Neutral
18403,20241230,2024-12-30,138,63,Call,5,0.573,82.8,Healthy
18404,20230411,2023-04-11,945,80,Training,47,-1.0,50.2,Neutral
18405,20250318,2025-03-18,492,69,Email,36,0.037,63.5,Neutral
18406,20241101,2024-11-01,849,58,Email,40,0.243,74.3,Neutral
18407,20241004,2024-10-04,1079,58,Visit,25,-0.176,73.1,Neutral
18408,20240126,2024-01-26,30,50,Call,53,0.261,74.8,Neutral
18409,20251122,2025-11-22,75,26,Business Review,47,-0.456,75.7,Healthy
18410,20250803,2025-08-03,1102,36,Call,43,0.485,68.0,Neutral
18411,20240107,2024-01-07,842,64,Business Review,64,-0.36,67.9,Neutral
18412,20230829,2023-08-29,300,6,Visit,5,0.43,74.6,Neutral
18413,20221231,2022-12-31,1128,55,Visit,14,0.999,67.6,Neutral
18414,20230805,2023-08-05,113,16,Call,45,-0.298,65.7,Neutral
18415,20221221,2022-12-21,283,67,Call,36,0.216,65.6,Neutral
18416,20250624,2025-06-24,951,75,Email,61,0.274,73.8,Neutral
18417,20230827,2023-08-27,1049,36,Call,44,0.309,82.9,Healthy
18418,20220531,2022-05-31,825,19,Email,42,0.051,69.8,Neutral
18419,20240325,2024-03-25,644,76,Email,5,-0.292,78.1,Healthy
18420,20240220,2024-02-20,39,77,Call,63,-0.41,53.3,Neutral
18421,20240610,2024-06-10,758,13,Email,26,0.21,71.4,Neutral
18422,20240107,2024-01-07,1144,72,Call,61,0.241,70.7,Neutral
18423,20240217,2024-02-17,323,37,Call,8,0.247,75.2,Healthy
18424,20231111,2023-11-11,1024,53,Business Review,50,0.028,60.8,Neutral
18425,20241225,2024-12-25,1173,68,Call,9,-0.289,69.2,Neutral
18426,20230401,2023-04-01,252,63,Call,28,-0.276,58.3,Neutral
18427,20211002,2021-10-02,656,28,Call,50,-0.069,62.0,Neutral
18428,20230622,2023-06-22,951,14,Training,37,0.28,75.6,Healthy
18429,20240601,2024-06-01,427,62,Email,36,0.374,82.9,Healthy
18430,20251113,2025-11-13,658,16,Demo,25,-0.08,72.0,Neutral
18431,20220228,2022-02-28,534,39,Training,18,0.896,86.9,Healthy
18432,20250821,2025-08-21,1059,53,Call,60,-0.098,69.7,Neutral
18433,20230720,2023-07-20,131,21,Email,34,0.324,91.7,Healthy
18434,20250213,2025-02-13,928,70,Call,28,0.499,78.2,Healthy
18435,20230409,2023-04-09,1130,45,Email,11,0.082,69.8,Neutral
18436,20250703,2025-07-03,321,14,Demo,34,0.591,75.4,Healthy
18437,20230416,2023-04-16,485,53,Visit,7,0.075,73.1,Neutral
18438,20251004,2025-10-04,105,42,Email,14,-0.248,57.6,Neutral
18439,20240930,2024-09-30,594,49,Call,21,0.87,64.7,Neutral
18440,20220429,2022-04-29,465,80,Call,34,0.153,62.5,Neutral
18441,20251216,2025-12-16,128,82,Email,31,0.074,66.9,Neutral
18442,20251111,2025-11-11,599,22,Email,46,0.897,75.5,Healthy
18443,20250917,2025-09-17,575,41,Visit,30,0.538,67.8,Neutral
18444,20240921,2024-09-21,666,71,Email,20,-1.0,50.9,Neutral
18445,20251012,2025-10-12,1045,82,Visit,36,0.365,62.4,Neutral
18446,20251026,2025-10-26,772,10,Email,5,-0.706,48.0,At Risk
18447,20251002,2025-10-02,307,27,Visit,5,-0.07,57.3,Neutral
18448,20240526,2024-05-26,238,73,Email,54,0.113,68.4,Neutral
18449,20250526,2025-05-26,192,27,Call,36,-0.357,50.3,Neutral
18450,20230709,2023-07-09,252,73,Call,5,-0.2,74.9,Neutral
18451,20240926,2024-09-26,354,68,Email,35,-1.0,26.6,At Risk
18452,20250120,2025-01-20,758,54,Call,40,-0.021,80.6,Healthy
18453,20240106,2024-01-06,75,12,Call,5,0.123,63.4,Neutral
18454,20250227,2025-02-27,707,61,Call,39,-0.176,59.4,Neutral
18455,20230830,2023-08-30,584,57,Visit,22,0.455,82.7,Healthy
18456,20230412,2023-04-12,1167,84,Training,38,0.405,76.5,Healthy
18457,20230511,2023-05-11,713,30,Call,66,0.104,65.8,Neutral
18458,20220826,2022-08-26,1042,78,Email,39,0.067,71.5,Neutral
18459,20221221,2022-12-21,772,19,Visit,60,-0.084,67.3,Neutral
18460,20250222,2025-02-22,420,64,Training,25,0.522,82.0,Healthy
18461,20230405,2023-04-05,974,60,Email,25,-0.393,60.5,Neutral
18462,20250220,2025-02-20,417,61,Call,21,1.0,88.6,Healthy
18463,20251209,2025-12-09,693,41,Call,70,0.398,83.4,Healthy
18464,20230405,2023-04-05,769,76,Call,56,0.003,60.8,Neutral
18465,20250706,2025-07-06,905,27,Demo,25,0.322,79.5,Healthy
18466,20241225,2024-12-25,841,22,Email,34,-0.549,53.0,Neutral
18467,20230531,2023-05-31,975,27,Email,54,-0.412,71.5,Neutral
18468,20251013,2025-10-13,1128,55,Email,75,0.528,82.8,Healthy
18469,20240820,2024-08-20,1079,76,Call,12,-0.982,67.9,Neutral
18470,20240626,2024-06-26,548,3,Email,35,-0.09,60.6,Neutral
18471,20230606,2023-06-06,107,4,Call,42,0.203,72.1,Neutral
18472,20250612,2025-06-12,1026,35,Email,61,0.248,64.5,Neutral
18473,20230906,2023-09-06,1128,43,Training,75,0.499,78.5,Healthy
18474,20241218,2024-12-18,179,14,Email,30,-1.0,60.1,Neutral
18475,20230508,2023-05-08,307,37,Call,27,-0.165,47.6,At Risk
18476,20240526,2024-05-26,724,71,Call,57,-0.457,48.1,At Risk
18477,20240304,2024-03-04,569,53,Call,29,-0.581,50.3,Neutral
18478,20230904,2023-09-04,151,62,Demo,64,-0.401,59.3,Neutral
18479,20240229,2024-02-29,1051,53,Demo,31,-0.004,58.1,Neutral
18480,20230912,2023-09-12,87,37,Call,49,-0.266,64.8,Neutral
18481,20210413,2021-04-13,290,79,Business Review,47,-0.033,63.9,Neutral
18482,20230919,2023-09-19,905,69,Call,50,-0.116,67.4,Neutral
18483,20221030,2022-10-30,1024,64,Email,48,0.429,64.5,Neutral
18484,20250111,2025-01-11,478,17,Email,31,-1.0,47.8,At Risk
18485,20230812,2023-08-12,588,65,Call,44,0.419,68.9,Neutral
18486,20221208,2022-12-08,696,85,Training,30,0.097,66.1,Neutral
18487,20251223,2025-12-23,538,62,Email,42,0.006,63.8,Neutral
18488,20250816,2025-08-16,42,74,Call,11,0.338,66.2,Neutral
18489,20230105,2023-01-05,252,63,Call,5,1.0,86.3,Healthy
18490,20230207,2023-02-07,480,27,Email,5,0.554,55.7,Neutral
18491,20220328,2022-03-28,713,48,Email,6,0.199,75.8,Healthy
18492,20250217,2025-02-17,1000,16,Email,29,0.157,74.3,Neutral
18493,20231030,2023-10-30,19,12,Visit,21,0.167,73.2,Neutral
18494,20230213,2023-02-13,619,40,Business Review,56,-1.0,42.6,At Risk
18495,20251114,2025-11-14,538,20,Visit,46,0.459,64.8,Neutral
18496,20250325,2025-03-25,1156,38,Visit,73,0.152,71.4,Neutral
18497,20211023,2021-10-23,693,71,Call,9,-0.857,58.6,Neutral
18498,20240123,2024-01-23,265,23,Training,50,0.092,73.8,Neutral
18499,20240830,2024-08-30,672,79,Call,16,0.189,75.7,Healthy
18500,20240418,2024-04-18,1047,38,Training,13,-0.023,61.9,Neutral
18501,20250120,2025-01-20,1185,61,Email,5,0.774,53.3,Neutral
18502,20250106,2025-01-06,1081,38,Email,20,0.181,68.7,Neutral
18503,20250515,2025-05-15,873,20,Call,31,0.32,78.2,Healthy
18504,20250701,2025-07-01,191,59,Call,33,0.99,87.9,Healthy
18505,20240912,2024-09-12,1077,7,Call,5,0.107,60.3,Neutral
18506,20250402,2025-04-02,408,82,Call,16,0.381,69.3,Neutral
18507,20251130,2025-11-30,460,81,Demo,42,1.0,94.1,Healthy
18508,20250613,2025-06-13,529,13,Email,31,0.248,76.6,Healthy
18509,20251201,2025-12-01,258,78,Call,56,0.563,75.5,Healthy
18510,20240525,2024-05-25,627,10,Call,59,0.254,76.6,Healthy
18511,20230720,2023-07-20,359,85,Email,47,-0.035,61.5,Neutral
18512,20240327,2024-03-27,1181,71,Call,27,-1.0,65.6,Neutral
18513,20230612,2023-06-12,317,70,Call,48,-0.809,59.5,Neutral
18514,20230426,2023-04-26,924,69,Email,48,0.628,66.9,Neutral
18515,20230517,2023-05-17,584,81,Call,45,0.838,77.8,Healthy
18516,20250807,2025-08-07,310,32,Email,56,-0.738,53.9,Neutral
18517,20251010,2025-10-10,8,8,Call,30,0.466,78.7,Healthy
18518,20240930,2024-09-30,387,20,Email,18,-0.538,54.9,Neutral
18519,20230221,2023-02-21,528,49,Call,55,-0.453,56.7,Neutral
18520,20250511,2025-05-11,1048,36,Email,5,-0.137,64.7,Neutral
18521,20230308,2023-03-08,832,81,Call,52,0.325,60.6,Neutral
18522,20230921,2023-09-21,456,17,Call,57,0.181,62.2,Neutral
18523,20231211,2023-12-11,149,26,Call,54,-0.144,52.7,Neutral
18524,20230128,2023-01-28,906,17,Demo,90,-0.868,47.0,At Risk
18525,20240114,2024-01-14,974,55,Email,47,0.046,64.9,Neutral
18526,20230516,2023-05-16,265,23,Call,38,-0.048,63.0,Neutral
18527,20250913,2025-09-13,67,46,Call,29,0.002,61.3,Neutral
18528,20240322,2024-03-22,988,35,Email,38,-0.152,56.2,Neutral
18529,20230920,2023-09-20,1070,40,Demo,55,-0.267,52.8,Neutral
18530,20230514,2023-05-14,980,20,Email,5,0.612,76.0,Healthy
18531,20240212,2024-02-12,1052,67,Email,5,0.763,75.5,Healthy
18532,20240506,2024-05-06,700,47,Call,66,0.641,69.3,Neutral
18533,20250805,2025-08-05,757,68,Call,35,0.525,64.9,Neutral
18534,20240210,2024-02-10,232,14,Call,29,-0.49,53.2,Neutral
18535,20211219,2021-12-19,1200,50,Training,12,-0.098,66.5,Neutral
18536,20220908,2022-09-08,576,68,Email,32,-0.353,45.5,At Risk
18537,20250628,2025-06-28,1100,47,Training,19,0.82,69.5,Neutral
18538,20231218,2023-12-18,553,6,Call,5,-0.062,63.4,Neutral
18539,20221030,2022-10-30,465,80,Business Review,12,-0.183,69.9,Neutral
18540,20250404,2025-04-04,936,53,Email,43,-0.616,49.0,At Risk
18541,20240127,2024-01-27,674,3,Call,47,0.883,82.5,Healthy
18542,20220218,2022-02-18,684,2,Visit,47,0.789,63.8,Neutral
18543,20230320,2023-03-20,570,9,Email,45,-0.427,58.7,Neutral
18544,20240329,2024-03-29,118,49,Training,27,-0.308,51.1,Neutral
18545,20240113,2024-01-13,502,41,Demo,10,0.728,82.7,Healthy
18546,20240212,2024-02-12,720,39,Demo,10,0.617,72.4,Neutral
18547,20210125,2021-01-25,1034,29,Email,15,0.803,67.6,Neutral
18548,20241231,2024-12-31,403,61,Email,26,0.894,77.0,Healthy
18549,20250805,2025-08-05,57,29,Call,19,-0.158,60.6,Neutral
18550,20251015,2025-10-15,367,14,Training,28,0.012,71.2,Neutral
18551,20230627,2023-06-27,95,46,Email,34,0.41,77.2,Healthy
18552,20240909,2024-09-09,935,36,Visit,12,0.545,70.2,Neutral
18553,20250311,2025-03-11,940,73,Email,40,-0.31,62.3,Neutral
18554,20251217,2025-12-17,232,22,Call,51,-0.047,63.5,Neutral
18555,20210805,2021-08-05,866,14,Visit,57,0.58,85.0,Healthy
18556,20240717,2024-07-17,694,81,Call,41,-0.164,70.2,Neutral
18557,20230705,2023-07-05,659,18,Call,17,0.377,57.7,Neutral
18558,20240725,2024-07-25,988,63,Call,27,-0.067,68.6,Neutral
18559,20220707,2022-07-07,557,50,Email,9,0.649,64.9,Neutral
18560,20210429,2021-04-29,423,34,Email,5,-0.112,59.5,Neutral
18561,20221113,2022-11-13,406,46,Business Review,33,0.76,73.7,Neutral
18562,20241226,2024-12-26,446,12,Email,51,0.133,79.3,Healthy
18563,20240922,2024-09-22,299,59,Call,41,0.558,62.8,Neutral
18564,20241016,2024-10-16,495,33,Demo,21,0.567,77.8,Healthy
18565,20240617,2024-06-17,343,69,Call,43,-0.101,71.1,Neutral
18566,20251127,2025-11-27,627,10,Call,11,0.499,67.3,Neutral
18567,20240504,2024-05-04,102,42,Demo,41,-0.443,49.3,At Risk
18568,20220902,2022-09-02,375,3,Call,6,0.516,68.9,Neutral
18569,20251029,2025-10-29,1137,73,Training,46,-0.299,66.5,Neutral
18570,20240926,2024-09-26,100,20,Call,30,-0.156,64.1,Neutral
18571,20221010,2022-10-10,169,72,Visit,52,-0.78,44.9,At Risk
18572,20240428,2024-04-28,475,2,Visit,47,-0.92,62.9,Neutral
18573,20241119,2024-11-19,1024,2,Call,29,-0.484,68.2,Neutral
18574,20240203,2024-02-03,303,64,Call,59,-0.423,57.5,Neutral
18575,20221013,2022-10-13,677,36,Email,23,0.037,63.6,Neutral
18576,20221222,2022-12-22,1157,28,Call,68,0.019,66.9,Neutral
18577,20230520,2023-05-20,355,37,Email,24,0.115,62.9,Neutral
18578,20240329,2024-03-29,196,33,Email,68,-1.0,42.9,At Risk
18579,20250705,2025-07-05,281,5,Call,33,-0.954,46.4,At Risk
18580,20230331,2023-03-31,133,34,Email,61,0.01,81.8,Healthy
18581,20251228,2025-12-28,612,37,Email,32,0.349,79.5,Healthy
18582,20240530,2024-05-30,585,12,Visit,50,-0.745,41.7,At Risk
18583,20220731,2022-07-31,170,17,Demo,20,1.0,86.3,Healthy
18584,20210620,2021-06-20,819,67,Email,5,-0.71,47.8,At Risk
18585,20231029,2023-10-29,363,62,Demo,14,-0.112,59.2,Neutral
18586,20250209,2025-02-09,1083,25,Call,50,-0.748,54.1,Neutral
18587,20251017,2025-10-17,1185,80,Visit,32,0.052,65.5,Neutral
18588,20241117,2024-11-17,876,23,Email,17,1.0,78.6,Healthy
18589,20240620,2024-06-20,247,56,Call,45,1.0,75.2,Healthy
18590,20241009,2024-10-09,1161,19,Business Review,50,0.32,79.1,Healthy
18591,20250317,2025-03-17,957,70,Demo,41,-0.238,62.8,Neutral
18592,20241023,2024-10-23,1080,7,Email,43,0.606,68.7,Neutral
18593,20240825,2024-08-25,37,21,Visit,20,-0.171,40.9,At Risk
18594,20251122,2025-11-22,230,17,Call,49,-0.043,60.4,Neutral
18595,20230621,2023-06-21,446,45,Email,25,0.195,66.7,Neutral
18596,20230627,2023-06-27,1167,67,Call,43,0.411,70.4,Neutral
18597,20240519,2024-05-19,332,75,Call,18,-0.297,49.4,At Risk
18598,20231013,2023-10-13,988,63,Call,44,0.457,65.8,Neutral
18599,20230801,2023-08-01,961,56,Call,64,0.979,98.8,Healthy
18600,20250811,2025-08-11,868,5,Demo,23,0.34,67.9,Neutral
18601,20220712,2022-07-12,354,80,Training,23,0.398,77.8,Healthy
18602,20250712,2025-07-12,784,68,Call,22,-0.263,67.7,Neutral
18603,20240206,2024-02-06,398,61,Call,45,0.319,78.0,Healthy
18604,20230829,2023-08-29,12,58,Visit,27,0.389,70.4,Neutral
18605,20230603,2023-06-03,165,35,Demo,29,0.149,67.2,Neutral
18606,20230101,2023-01-01,365,64,Email,32,0.106,51.7,Neutral
18607,20231231,2023-12-31,621,70,Email,57,0.637,71.3,Neutral
18608,20240908,2024-09-08,224,23,Email,47,0.026,60.8,Neutral
18609,20210421,2021-04-21,769,65,Email,49,-0.239,59.9,Neutral
18610,20241215,2024-12-15,262,50,Training,24,-0.071,58.1,Neutral
18611,20251010,2025-10-10,1171,2,Demo,33,-0.523,58.0,Neutral
18612,20230907,2023-09-07,400,6,Call,53,-0.367,56.8,Neutral
18613,20231017,2023-10-17,932,69,Call,8,1.0,80.8,Healthy
18614,20220128,2022-01-28,239,44,Demo,46,-0.629,50.6,Neutral
18615,20221222,2022-12-22,792,70,Email,32,-0.297,62.7,Neutral
18616,20210704,2021-07-04,712,57,Call,50,0.515,85.5,Healthy
18617,20241102,2024-11-02,531,43,Visit,22,0.397,81.9,Healthy
18618,20251211,2025-12-11,627,19,Email,42,0.552,69.0,Neutral
18619,20240217,2024-02-17,1116,7,Call,18,0.12,70.3,Neutral
18620,20240612,2024-06-12,338,7,Call,53,0.337,67.6,Neutral
18621,20240715,2024-07-15,385,6,Email,22,0.379,75.7,Healthy
18622,20230818,2023-08-18,224,33,Email,26,0.251,70.5,Neutral
18623,20240330,2024-03-30,928,80,Demo,11,0.096,58.0,Neutral
18624,20241117,2024-11-17,642,57,Visit,40,0.775,59.9,Neutral
18625,20250604,2025-06-04,128,28,Email,53,0.395,71.8,Neutral
18626,20250817,2025-08-17,951,22,Visit,12,1.0,90.3,Healthy
18627,20250810,2025-08-10,390,19,Training,5,-0.246,60.0,Neutral
18628,20240505,2024-05-05,321,14,Call,17,0.529,78.8,Healthy
18629,20251223,2025-12-23,994,60,Demo,40,-0.486,69.9,Neutral
18630,20221007,2022-10-07,982,64,Email,66,0.306,66.3,Neutral
18631,20230922,2023-09-22,779,44,Demo,20,0.387,63.7,Neutral
18632,20240311,2024-03-11,311,49,Training,16,0.76,84.6,Healthy
18633,20251101,2025-11-01,223,13,Business Review,46,0.087,72.0,Neutral
18634,20251016,2025-10-16,868,74,Visit,36,0.204,62.3,Neutral
18635,20250711,2025-07-11,784,61,Call,12,0.6,65.7,Neutral
18636,20230911,2023-09-11,530,55,Email,21,-0.248,62.5,Neutral
18637,20230810,2023-08-10,101,57,Visit,38,0.654,49.8,At Risk
18638,20240601,2024-06-01,363,31,Email,26,0.854,80.4,Healthy
18639,20230401,2023-04-01,983,21,Call,69,0.498,64.3,Neutral
18640,20220410,2022-04-10,150,26,Visit,32,0.232,85.0,Healthy
18641,20250216,2025-02-16,982,34,Business Review,13,0.018,74.9,Neutral
18642,20230603,2023-06-03,897,68,Email,52,-0.397,56.3,Neutral
18643,20220306,2022-03-06,302,82,Email,64,-0.401,53.5,Neutral
18644,20231106,2023-11-06,1173,70,Call,56,0.389,75.3,Healthy
18645,20210918,2021-09-18,88,16,Visit,29,0.623,73.7,Neutral
18646,20250723,2025-07-23,1153,34,Call,41,-0.471,56.6,Neutral
18647,20221223,2022-12-23,988,66,Call,52,0.064,69.4,Neutral
18648,20250209,2025-02-09,250,6,Call,47,0.168,86.1,Healthy
18649,20210717,2021-07-17,126,82,Call,45,-0.502,53.1,Neutral
18650,20230710,2023-07-10,394,46,Email,21,-0.23,64.0,Neutral
18651,20230211,2023-02-11,1060,36,Business Review,11,-0.124,58.4,Neutral
18652,20231222,2023-12-22,416,25,Email,76,-0.131,68.1,Neutral
18653,20241119,2024-11-19,499,75,Call,30,-0.273,49.2,At Risk
18654,20250616,2025-06-16,569,64,Demo,41,-0.418,62.0,Neutral
18655,20250108,2025-01-08,19,82,Visit,22,-0.248,58.1,Neutral
18656,20251103,2025-11-03,71,24,Visit,12,0.255,59.6,Neutral
18657,20251115,2025-11-15,192,2,Email,34,-0.2,53.4,Neutral
18658,20250105,2025-01-05,627,49,Email,29,-0.091,46.9,At Risk
18659,20220709,2022-07-09,1069,68,Email,5,-0.091,63.9,Neutral
18660,20250203,2025-02-03,519,19,Email,5,-0.354,44.5,At Risk
18661,20250703,2025-07-03,744,41,Call,62,-0.328,59.1,Neutral
18662,20250717,2025-07-17,797,62,Training,24,-0.955,52.0,Neutral
18663,20221021,2022-10-21,955,35,Visit,10,0.561,75.4,Healthy
18664,20250226,2025-02-26,1081,63,Email,36,-0.398,61.2,Neutral
18665,20220610,2022-06-10,10,57,Visit,9,0.068,65.3,Neutral
18666,20251103,2025-11-03,59,10,Email,15,-0.12,64.6,Neutral
18667,20211226,2021-12-26,1132,73,Email,48,0.065,71.9,Neutral
18668,20241023,2024-10-23,987,53,Call,31,-0.312,56.7,Neutral
18669,20240424,2024-04-24,350,14,Email,13,0.112,74.6,Neutral
18670,20230824,2023-08-24,684,27,Email,25,-0.569,50.6,Neutral
18671,20250623,2025-06-23,1051,69,Call,70,0.638,80.3,Healthy
18672,20230429,2023-04-29,168,36,Business Review,74,0.578,81.2,Healthy
18673,20231124,2023-11-24,847,26,Demo,47,-0.173,63.0,Neutral
18674,20220318,2022-03-18,586,23,Email,13,0.789,82.9,Healthy
18675,20211123,2021-11-23,1154,19,Email,8,-0.57,73.1,Neutral
18676,20240830,2024-08-30,612,53,Call,11,0.341,59.6,Neutral
18677,20250814,2025-08-14,548,20,Email,27,0.015,73.2,Neutral
18678,20241114,2024-11-14,974,43,Email,60,-0.717,54.5,Neutral
18679,20240211,2024-02-11,282,64,Visit,31,-0.118,59.7,Neutral
18680,20240413,2024-04-13,256,70,Call,5,-0.476,55.1,Neutral
18681,20220420,2022-04-20,265,12,Email,11,0.01,64.9,Neutral
18682,20250828,2025-08-28,687,69,Email,5,-0.101,68.1,Neutral
18683,20240911,2024-09-11,1016,30,Visit,33,-0.291,61.4,Neutral
18684,20250711,2025-07-11,517,32,Training,42,-0.154,55.1,Neutral
18685,20211112,2021-11-12,401,3,Email,15,-0.518,53.6,Neutral
18686,20251229,2025-12-29,934,6,Email,41,-0.469,59.3,Neutral
18687,20240415,2024-04-15,141,32,Call,55,0.795,76.4,Healthy
18688,20241009,2024-10-09,269,70,Call,8,0.011,69.0,Neutral
18689,20231017,2023-10-17,541,78,Training,24,0.748,82.1,Healthy
18690,20240526,2024-05-26,578,45,Email,45,0.267,69.9,Neutral
18691,20240117,2024-01-17,575,67,Visit,46,0.144,60.0,Neutral
18692,20230115,2023-01-15,1069,80,Demo,30,-0.058,62.8,Neutral
18693,20241203,2024-12-03,120,82,Call,27,0.623,67.2,Neutral
18694,20220916,2022-09-16,256,75,Email,5,0.627,82.1,Healthy
18695,20220619,2022-06-19,1109,73,Email,34,-0.453,71.8,Neutral
18696,20231228,2023-12-28,174,60,Demo,15,-0.195,69.8,Neutral
18697,20231020,2023-10-20,1158,70,Business Review,22,0.638,64.3,Neutral
18698,20250205,2025-02-05,1038,69,Call,41,-0.398,53.1,Neutral
18699,20210314,2021-03-14,1191,21,Email,45,0.327,54.4,Neutral
18700,20241104,2024-11-04,552,84,Call,83,0.382,69.4,Neutral
18701,20251101,2025-11-01,39,54,Email,57,0.848,76.7,Healthy
18702,20240110,2024-01-10,707,61,Call,44,0.025,48.2,At Risk
18703,20251106,2025-11-06,718,20,Email,49,-0.151,66.3,Neutral
18704,20230422,2023-04-22,446,82,Call,5,-0.225,75.1,Healthy
