alert_queue_rank,product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
451,1049,2025-12-01,4,Southern EU,2026-01-01,,scoring,494,refit_model_current_scoring,,,1,Medium Risk,0.4137203454191275,0.5757843234847273,0.010495331096144945,1.0495331096144944,1.0,2.9838749283850863,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 10,Mature,56.0,30103.26,3.0,0.06,,,0,0.0,False,292,2,7830.379999999997,0.2601173427728425,0.0302539168017287,0.2991387803095306,0,1,0,0,10.0,2.0,10.0,,-0.0098826572271575,0,2.0,,602.0652,Medium Risk,0.5757843234847273,0.33333333333332965,0.3333333333333305,Customers Lag 1M,4.737236092364777,increases predicted class probability,Unit Share Lag 1M,4.326822111348522,increases predicted class probability,Revenue Lag 1M,3.755430021524333,increases predicted class probability,Units Lag 1M,3.2072892054628057,increases predicted class probability,Mom Units Growth Pct,2.8164423194119093,increases predicted class probability,High sales volatility; Supply pressure,High sales volatility; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,850
452,1055,2025-12-01,9,Western EU,2026-01-01,,scoring,559,refit_model_current_scoring,,,1,Medium Risk,0.1989058502946583,0.790604982614447,0.010489167090894487,1.0489167090894487,1.0,4.0579165839811795,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 16,Mature,132.0,59468.56,3.0,0.0973333333333333,,,0,0.0,False,286,2,20353.0,0.3422480719223738,0.0897348742352141,1.0773623385452076,0,1,0,0,10.0,2.0,10.0,,0.0722480719223737,0,2.0,,1189.3712,Medium Risk,0.790604982614447,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.7345607966757552,increases predicted class probability,Customers Lag 1M,3.6532886572216565,increases predicted class probability,Customer Count Growth Pct,3.4742044380139085,increases predicted class probability,Revenue Lag 1M,3.4623535469563773,increases predicted class probability,Units Lag 1M,3.1359539479181486,increases predicted class probability,High sales volatility; Supply pressure,High sales volatility; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,851
453,1186,2025-12-01,2,Western EU,2026-01-01,,scoring,1862,refit_model_current_scoring,,,1,Medium Risk,0.3636991780419851,0.625825428005185,0.01047539395283027,1.047539395283027,1.0,3.233881079554228,0.39,1,0,,,Services,Service Contract,Service Contract Model 07,Mature,118.0,23974.25,2.0,0.066,180.0,64.09,0,0.0,True,4487,142,14475.25,0.6037832257526304,0.0920436817472698,4.717753510140405,0,0,0,0,8.225999999999999,0.0,46.613,0.0,-0.0162167742473695,0,1.6452,0.0,394.424361,Medium Risk,0.625825428005185,0.33333333333332965,0.3333333333333305,Units Vs 6M Avg Pct,3.5854544974360727,increases predicted class probability,Customers Lag 1M,3.4329109241806344,increases predicted class probability,Customer Share Category Region,-3.3021362912149423,decreases predicted class probability,Unit Share Lag 1M,3.15562280747316,increases predicted class probability,Units Lag 1M,3.0658462159221935,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,852
454,1098,2025-12-01,10,Northern EU,2026-01-01,,scoring,981,refit_model_current_scoring,,,1,Medium Risk,0.39545146379102397,0.594081926156662,0.010466610052313946,1.0466610052313947,1.0,3.0750757313064496,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 19,Growth,26.0,15880.35,1.0,0.09,,,0,0.0,False,235,6,5943.67,0.3742782747231641,0.0405616224648986,-0.4419433920213951,1,0,0,1,10.0,-0.6666666666666666,10.0,,-0.0157217252768358,0,32.0,,5081.712,Medium Risk,0.594081926156662,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.9615908115781235,increases predicted class probability,Units Lag 1M,3.6677691118911557,increases predicted class probability,Revenue Lag 1M,3.4963732811225468,increases predicted class probability,Unit Share Lag 1M,2.7682784945535466,increases predicted class probability,Customer Count Growth Pct,-2.273973492299618,decreases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Monitor next month and assign an owner if deterioration continues,5,2,853
455,1025,2025-12-01,4,Southern EU,2026-01-01,,scoring,254,refit_model_current_scoring,,,1,Medium Risk,0.34760215997477883,0.642093679534595,0.010304160490626433,1.0304160490626433,1.0,3.313510002579239,0.39,1,0,,,IT,Laptop Standard,Laptop Standard Model 06,Growth,147.0,82387.55,3.0,0.1103333333333333,,,0,0.0,True,1805,17,22761.410000000003,0.2762724465043565,0.0834279228149829,0.6214035434042343,0,0,0,0,10.0,0.5,10.0,,0.0362724465043565,0,2.0,,1647.751,Medium Risk,0.642093679534595,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.481657313584769,increases predicted class probability,Customers Lag 1M,3.3267030190776703,increases predicted class probability,Unit Share Lag 1M,2.8105903375804053,increases predicted class probability,Revenue Lag 1M,2.681983533061385,increases predicted class probability,Customer Count Growth Pct,2.3962741794855384,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,860
456,1191,2025-12-01,4,Southern EU,2026-01-01,,scoring,1914,refit_model_current_scoring,,,1,Medium Risk,0.2787848475684678,0.7109746400905897,0.010240512340942072,1.0240512340942072,1.0,3.657278323862369,0.39,1,0,,,Services,Service Contract,Service Contract Model 12,Mature,136.0,25120.85,4.0,0.08575,180.0,52.24,0,0.0,False,304,4,16030.61,0.6381396330140102,0.0807121661721068,-0.0663069867817641,0,0,0,0,8.128,0.3333333333333333,48.983,0.0,0.0181396330140102,0,1.6256000000000002,0.0,408.36453760000006,Medium Risk,0.7109746400905897,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.7818106976269292,increases predicted class probability,Customers Lag 1M,3.3176796123217036,increases predicted class probability,Units Lag 1M,2.9354940516876926,increases predicted class probability,Revenue Lag 1M,2.4933193990457787,increases predicted class probability,Customer Count Growth Pct,2.3302419110521413,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,861
457,1012,2025-12-01,7,Eastern EU,2026-01-01,,scoring,127,refit_model_current_scoring,,,1,Medium Risk,0.443341395110061,0.5464318093255821,0.010226795564356858,1.0226795564356859,1.0,2.8344270022714793,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 13,Growth,13.0,14648.11,1.0,0.151,,,0,0.0,False,355,4,4919.950000000001,0.3358760959605028,0.0147559591373439,-0.5119182746878547,0,0,0,0,10.0,0.0,10.0,,0.0458760959605027,0,2.0,,292.9622,Medium Risk,0.5464318093255821,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.7265463757251966,increases predicted class probability,Units Lag 1M,3.498433499064128,increases predicted class probability,Unit Share Lag 1M,2.9669999439399755,increases predicted class probability,Unit Rank Category Region,-2.678301142579741,decreases predicted class probability,Product Unit Share Category Region,-2.6109965581736847,decreases predicted class probability,Supply pressure; Losing category share,Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,2,2,862
458,1180,2025-12-01,3,Southern EU,2026-01-01,,scoring,1803,refit_model_current_scoring,,,1,Medium Risk,0.1798075709716481,0.8099714339658817,0.010220995062469746,1.0220995062469747,1.0,4.152067120454106,0.39,1,0,,,Services,Service Contract,Service Contract Model 01,Mature,359.0,83848.08,5.0,0.1066,180.0,52.87,0,0.0,False,269,6,56786.66,0.6772565334829372,0.2028248587570621,-0.4032456402862039,1,0,0,0,8.192,1.5,48.857,0.0,0.0572565334829372,0,16.6384,0.0,13950.97894272,Medium Risk,0.8099714339658817,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.7743320372799856,increases predicted class probability,Customers Lag 1M,3.639736375733919,increases predicted class probability,Units Lag 1M,3.124068923659592,increases predicted class probability,Customer Share Category Region,2.8457468629066547,increases predicted class probability,Revenue Lag 1M,2.6929128828170037,increases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,863
459,1083,2025-12-01,8,Eastern EU,2026-01-01,,scoring,838,refit_model_current_scoring,,,1,Medium Risk,0.22021821046169898,0.7695615696229114,0.010220219915389371,1.022021991538937,1.0,3.9500100472684507,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 04,Growth,242.0,239309.32,4.0,0.18625,,,0,0.0,False,305,6,98170.08,0.410222552134618,0.1109074243813015,0.0970481375548022,0,0,0,0,10.0,0.0,10.0,,0.0202225521346179,0,2.0,,4786.1864000000005,Medium Risk,0.7695615696229114,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.3085703948573295,increases predicted class probability,Units Lag 1M,3.2168064810974513,increases predicted class probability,Customers Lag 1M,3.10302366404514,increases predicted class probability,Units Vs 6M Avg Pct,2.6184404718624688,increases predicted class probability,Revenue Vs Lag 1M Pct,2.1509984384467833,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,864
460,1150,2025-12-01,5,Northern EU,2026-01-01,,scoring,1505,refit_model_current_scoring,,,1,Medium Risk,0.21826310848165614,0.7715346536043753,0.010202237913968149,1.0202237913968148,1.0,3.959695647161558,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 11,Decline,80.0,44792.3,2.0,0.1345,,,0,0.0,False,177,1,240.3000000000029,0.005364761354072,0.0974421437271619,3.3624098191698675,0,0,0,0,10.0,1.0,10.0,,-0.1746352386459279,0,2.0,,895.846,Medium Risk,0.7715346536043753,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.901340960163121,increases predicted class probability,Customers Lag 1M,3.768655860968161,increases predicted class probability,Units Lag 1M,3.339333995050928,increases predicted class probability,Revenue Lag 1M,2.4312356561296418,increases predicted class probability,Customer Count Growth Pct,2.1964453634767622,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,865
461,1134,2025-12-01,5,Northern EU,2026-01-01,,scoring,1345,refit_model_current_scoring,,,1,Medium Risk,0.3155680066234171,0.6742694571441344,0.010162536232448387,1.0162536232448387,1.0,3.472972648045156,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 15,New,107.0,12081.39,3.0,0.1456666666666666,,,0,0.0,False,245,3,3974.0,0.3289356605489931,0.0687660668380462,-0.1447825772113399,1,0,0,1,10.0,-0.4,10.0,,0.0189356605489931,0,32.0,,3866.0448,Medium Risk,0.6742694571441344,0.33333333333332965,0.3333333333333305,Units Lag 1M,2.902417958657888,increases predicted class probability,Customers Lag 1M,2.8692223011420084,increases predicted class probability,Unit Share Lag 1M,2.445625967902944,increases predicted class probability,Revenue Lag 1M,2.444899799035893,increases predicted class probability,Revenue Percentile Category Region,2.3691909050982844,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Declining customer base,Sales below trend; Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,4,2,867
462,1105,2025-12-01,1,Western EU,2026-01-01,,scoring,1050,refit_model_current_scoring,,,1,Medium Risk,0.44783577432863864,0.542068832442789,0.01009539322857232,1.009539322857232,1.0,2.8112980944996684,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 06,Mature,269.0,285847.49,5.0,0.172,,,0,0.0,True,2681,110,46862.51000000001,0.1639423526160751,0.0726438023224412,0.0379555899404669,0,0,0,0,10.0,0.6666666666666666,10.0,,-0.1760576473839249,0,2.0,,5716.949799999999,Medium Risk,0.542068832442789,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.82230024586701,increases predicted class probability,Unit Share Lag 1M,3.2409882060799857,increases predicted class probability,Customers Lag 1M,3.0587908120023584,increases predicted class probability,Units Vs 6M Avg Pct,2.4785121263516605,increases predicted class probability,Customer Share Category Region,-2.3570158302067536,decreases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,870
463,1028,2025-12-01,4,Southern EU,2026-01-01,,scoring,284,refit_model_current_scoring,,,1,Medium Risk,0.36553404409086654,0.6243789230101809,0.010087032898952247,1.0087032898952246,1.0,3.222764944040427,0.39,1,0,,,IT,Laptop Standard,Laptop Standard Model 09,Mature,93.0,51721.240000000005,4.0,0.13625,,,0,0.0,False,283,2,8082.850000000006,0.1562771890233104,0.0527809307604994,-0.0995009141243035,1,0,0,0,10.0,0.3333333333333333,10.0,,-0.0837228109766895,0,17.0,,8792.6108,Medium Risk,0.6243789230101809,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.029320537250862,increases predicted class probability,Customer Share Category Region,2.9597593007477667,increases predicted class probability,Units Lag 1M,2.879539955486328,increases predicted class probability,Unit Share Lag 1M,2.605548873724941,increases predicted class probability,Revenue Lag 1M,2.2066986014260253,increases predicted class probability,Sales below trend; Supply pressure,Sales below trend; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,872
464,1172,2025-12-01,4,Southern EU,2026-01-01,,scoring,1724,refit_model_current_scoring,,,1,Medium Risk,0.3419266274101135,0.6480056347019932,0.010067737887893337,1.0067737887893338,1.0,3.3407055523888993,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 13,Decline,135.0,7063.799999999999,2.0,0.189,146.77,59.09,0,0.0,False,194,1,612.1499999999996,0.0866601545910133,0.1035276073619631,5.260955302366345,0,0,0,0,8.184000000000001,1.0,25.896500000000003,0.0,-0.1333398454089867,0,1.6368000000000005,0.0,115.6202784,Medium Risk,0.6480056347019932,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.5449957073036242,increases predicted class probability,Customer Share Category Region,-3.5228410454928034,decreases predicted class probability,Units Lag 1M,3.1327444987091986,increases predicted class probability,Unit Share Lag 1M,3.005099739479289,increases predicted class probability,Units Vs 6M Avg Pct,2.8259637853544675,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,873
465,1156,2025-12-01,4,Southern EU,2026-01-01,,scoring,1564,refit_model_current_scoring,,,1,Medium Risk,0.4200046009961309,0.570026716130132,0.009968682873736942,0.9968682873736942,1.0,2.9498204093880296,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 17,Mature,50.0,31352.7,3.0,0.075,,,0,0.0,False,222,1,7733.700000000001,0.2466677511027758,0.0630517023959646,,0,0,0,0,10.0,,10.0,,0.0666677511027758,0,2.0,,627.054,Medium Risk,0.570026716130132,0.33333333333332965,0.3333333333333305,Volatility 3M,9.838460312138752,increases predicted class probability,Revenue Volatility 3M,9.121799448852135,increases predicted class probability,Risk Factor Volatility,3.886236275467187,increases predicted class probability,Unit Share Lag 1M,-3.169711818508007,decreases predicted class probability,Rolling Units Mean 3M,3.125930872426144,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,875
466,1074,2025-12-01,7,Eastern EU,2026-01-01,,scoring,747,refit_model_current_scoring,,,1,Medium Risk,0.46196113588999477,0.5280876452525021,0.009951218857502976,0.9951218857502976,1.0,2.73995041483754,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 15,Mature,16.0,3211.38,1.0,0.006,,,0,0.0,False,285,7,1685.46,0.5248397885021393,0.0178571428571428,0.0924369747899158,0,0,0,0,10.0,0.0,10.0,,0.0748397885021392,0,2.0,,64.2276,Medium Risk,0.5280876452525021,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.574848367004884,increases predicted class probability,Units Vs 6M Avg Pct,-3.01767902586857,decreases predicted class probability,Units Lag 1M,2.734195434989326,increases predicted class probability,Revenue Lag 1M,2.641517998902871,increases predicted class probability,Trend Slope 3M,2.579390714810168,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,876
467,1138,2025-12-01,9,Western EU,2026-01-01,,scoring,1389,refit_model_current_scoring,,,1,Medium Risk,0.3359134851010382,0.6541420582036892,0.009944456695271907,0.9944456695271907,1.0,3.370154857971165,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 19,Growth,78.0,5672.1,3.0,0.0813333333333333,,,0,0.0,True,2179,32,1970.2200000000005,0.3473528322843391,0.0545073375262054,1.2490201440160424,0,0,0,0,10.0,0.5,10.0,,0.0373528322843391,0,2.0,,113.442,Medium Risk,0.6541420582036892,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.52467717924324,increases predicted class probability,Units Lag 1M,2.8882315885881127,increases predicted class probability,Unit Share Lag 1M,2.52131839843982,increases predicted class probability,Customer Share Category Region,2.412922570200809,increases predicted class probability,Customer Count Growth Pct,2.241470996445285,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,877
468,1066,2025-12-01,3,Southern EU,2026-01-01,,scoring,663,refit_model_current_scoring,,,1,Medium Risk,0.29850015706731103,0.6915941687149948,0.00990567421769423,0.990567421769423,1.0,3.557027585751916,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 07,New,116.0,20253.56,4.0,0.1465,,,0,0.0,True,4329,93,9308.960000000005,0.4596209259014219,0.0704738760631834,0.355632312586181,0,1,0,0,10.0,1.0,10.0,,0.0096209259014218,0,2.0,,405.0712,Medium Risk,0.6915941687149948,0.33333333333332965,0.3333333333333305,Customers Lag 1M,4.342899514719266,increases predicted class probability,Units Lag 1M,3.7502888361327402,increases predicted class probability,Unit Share Lag 1M,3.7334573847447023,increases predicted class probability,Revenue Lag 1M,2.9837017317373555,increases predicted class probability,Units Vs 6M Avg Pct,2.8349373134662095,increases predicted class probability,High sales volatility; Supply pressure,High sales volatility; Supply pressure,Monitor next month and assign an owner if deterioration continues,2,2,878
469,1074,2025-12-01,9,Western EU,2026-01-01,,scoring,749,refit_model_current_scoring,,,1,Medium Risk,0.21658986517623185,0.7736199947002615,0.009790140123506206,0.9790140123506206,1.0,3.96600137473637,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 15,Mature,190.0,30581.48,4.0,0.14925,,,0,0.0,True,4632,127,12461.18,0.407474719993931,0.1158536585365853,-0.2258191144143201,0,0,0,0,10.0,0.0,10.0,,-0.042525280006069,0,2.0,,611.6296,Medium Risk,0.7736199947002615,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.383803208181439,increases predicted class probability,Unit Share Lag 1M,3.334851393399644,increases predicted class probability,Units Lag 1M,3.0813028960719175,increases predicted class probability,Customer Share Category Region,2.660996626375856,increases predicted class probability,Product Unit Share Category Region,2.3574826523794274,increases predicted class probability,Supply pressure; Losing category share,Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,2,2,882
470,1000,2025-12-01,3,Southern EU,2026-01-01,,scoring,3,refit_model_current_scoring,,,1,Medium Risk,0.3576095975691379,0.6326138188990569,0.00977658353180501,0.977658353180501,1.0,3.260834929813335,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,111.0,124022.88,3.0,0.15525,,,0,0.0,False,344,1,45194.01000000001,0.3644005847953217,0.0524574669187145,-0.4564513534167236,1,0,0,0,10.0,0.5,10.0,,0.0744005847953217,0,17.0,,21083.8896,Medium Risk,0.6326138188990569,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.210522113224997,increases predicted class probability,Customers Lag 1M,3.139467287102413,increases predicted class probability,Unit Share Lag 1M,3.047264236429649,increases predicted class probability,Revenue Lag 1M,2.2309123865003517,increases predicted class probability,Customer Count Growth Pct,2.1851556020752816,increases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,883
471,1079,2025-12-01,7,Eastern EU,2026-01-01,,scoring,797,refit_model_current_scoring,,,1,Medium Risk,0.3307223523644869,0.6595146170317058,0.009763030603806887,0.9763030603806887,1.0,3.3952033911965978,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 20,Decline,0.0,0.0,0.0,,,,0,0.0,False,295,6,0.0,,0.0,-1.0,1,1,0,1,10.0,-1.0,10.0,,,0,32.0,,0.0,Medium Risk,0.6595146170317058,0.33333333333332965,0.3333333333333305,Risk Factor Volatility,7.78096770867608,increases predicted class probability,Revenue Volatility 3M,6.8343389370759775,increases predicted class probability,Volatility 3M,4.630571207497599,increases predicted class probability,Customers Lag 1M,3.3157087183547804,increases predicted class probability,Revenue Percentile Category Region,-2.4771138214672894,decreases predicted class probability,Sales below trend; High sales volatility; Customer decline; Supply pressure; Losing category share,Sales below trend; High sales volatility; Customer decline; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,6,2,884
472,1089,2025-12-01,4,Southern EU,2026-01-01,,scoring,894,refit_model_current_scoring,,,1,Medium Risk,0.3841694420153804,0.6060815239028805,0.00974903408173931,0.974903408173931,1.0,3.127897960331796,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 10,New,173.0,106879.14,2.0,0.16,,,0,0.0,True,3406,49,52141.94,0.4878589030562933,0.0991404011461318,-0.0092117674277884,0,0,0,1,10.0,-0.3333333333333333,10.0,,0.0978589030562933,0,17.0,,18169.4538,Medium Risk,0.6060815239028805,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-5.411914997843025,decreases predicted class probability,Unit Share Lag 1M,3.3920976192649577,increases predicted class probability,Customers Lag 1M,3.2112116321840904,increases predicted class probability,Units Lag 1M,2.6170993535694826,increases predicted class probability,Revenue Lag 1M,1.9678602636524833,increases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,3,2,885
473,1073,2025-12-01,1,Western EU,2026-01-01,,scoring,730,refit_model_current_scoring,,,1,Medium Risk,0.36433087998462194,0.6259233829689969,0.009745737046381348,0.9745737046381348,1.0,3.2270742853087975,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 14,Mature,386.0,54960.66,8.0,0.1385,,,0,0.0,False,314,4,21594.820000000007,0.3929141316716358,0.0746615087040619,7.308759325780602,0,0,0,0,10.0,7.0,10.0,,-0.0570858683283642,0,2.0,,1099.2132,Medium Risk,0.6259233829689969,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.4500748692287884,increases predicted class probability,Units Lag 1M,2.979248929242533,increases predicted class probability,Unit Share Lag 1M,2.840272839908431,increases predicted class probability,Customer Count Growth Pct,2.523393671932735,increases predicted class probability,Revenue Lag 1M,2.2223238688720173,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,886
474,1144,2025-12-01,8,Eastern EU,2026-01-01,,scoring,1448,refit_model_current_scoring,,,1,Medium Risk,0.3818158454456067,0.6085063595553998,0.009677794998992942,0.9677794998992942,1.0,3.1393097477669283,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 05,Decline,63.0,51399.93,1.0,0.066,,,0,0.0,False,220,4,8877.449999999997,0.17271327023208,0.1073253833049403,1.840697379390337,0,0,0,0,10.0,0.0,10.0,,-0.0072867297679199,0,2.0,,1027.9986,Medium Risk,0.6085063595553998,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.429570294374467,increases predicted class probability,Product Revenue Share Category Region,3.2321182287442656,increases predicted class probability,Customer Share Category Region,-3.2042141940484714,decreases predicted class probability,Units Lag 1M,3.1995013000004255,increases predicted class probability,Revenue Lag 1M,2.939242257653052,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,890
475,1143,2025-12-01,6,Northern EU,2026-01-01,,scoring,1436,refit_model_current_scoring,,,1,Medium Risk,0.40008404729237634,0.5902440010949542,0.009671951612669486,0.9671951612669486,1.0,3.047939521601466,0.39,1,0,,,Services,Legacy Workstation,Legacy Workstation Model 04,Decline,43.0,29272.32,2.0,0.0865,,,0,0.0,False,299,3,2567.170000000002,0.087699574205256,0.0215107553776888,-0.7389900307296505,1,0,0,0,10.0,1.0,10.0,,-0.0923004257947439,0,17.0,,4976.2944,Medium Risk,0.5902440010949542,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.142917495707267,increases predicted class probability,Customers Lag 1M,3.071976510705255,increases predicted class probability,Units Lag 1M,2.9260594393895674,increases predicted class probability,Unit Rank Category Region,-2.601275246852449,decreases predicted class probability,Lifecycle Stage Num,2.4628071498421047,increases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,891
476,1178,2025-12-01,8,Eastern EU,2026-01-01,,scoring,1788,refit_model_current_scoring,,,1,Medium Risk,0.14020083769409114,0.8501498515953675,0.009649310710541094,0.9649310710541095,1.0,4.3472423650822485,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 19,New,185.0,10544.18,6.0,0.1204285714285714,180.0,62.45,0,0.0,False,236,0,3379.130000000001,0.320473474466483,0.1842629482071713,8.173662492885601,0,0,0,0,8.420000000000002,2.0,46.519000000000005,0.0,0.100473474466483,0,1.6840000000000004,0.0,177.56399120000006,Medium Risk,0.8501498515953675,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.2747766486271717,increases predicted class probability,Units Lag 1M,3.122726961214624,increases predicted class probability,Unit Share Lag 1M,2.9513538199572276,increases predicted class probability,Customer Share Category Region,2.945836738455161,increases predicted class probability,Product Revenue Share Category Region,2.8828962912595477,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,892
477,1160,2025-12-01,3,Southern EU,2026-01-01,,scoring,1603,refit_model_current_scoring,,,1,Medium Risk,0.2913732973038247,0.6989924140104226,0.00963428868575299,0.9634288685752991,1.0,3.5913049569096427,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 01,Mature,118.0,7313.85,4.0,0.105,180.0,51.27,0,0.0,False,268,2,1668.7299999999996,0.2281602712661593,0.0801630434782608,0.6184817006053933,0,0,0,0,8.302,1.0,49.17700000000001,0.0,0.0081602712661593,0,1.6604,0.0,121.43916540000002,Medium Risk,0.6989924140104226,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.405582308243248,increases predicted class probability,Customers Lag 1M,3.260301230578232,increases predicted class probability,Units Lag 1M,3.258399016774676,increases predicted class probability,Customer Share Category Region,2.631495833699656,increases predicted class probability,Revenue Lag 1M,2.5130387621849826,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,894
