split,split_row_number,product_id,region_id,year_month,driver_rank,feature,feature_label,explained_class_num,explained_class,explained_class_probability,contribution_to_explained_class_probability,contribution_to_high_risk_probability,contribution_percentage_points,direction
scoring,1105,1110,5,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6935349637398953,0.029103194856294732,-0.04368553634654939,2.9103194856294734,increases predicted class probability
scoring,1105,1110,5,2025-12-01,4,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.6935349637398953,0.02502995967162086,-0.030043787052470967,2.502995967162086,increases predicted class probability
scoring,1105,1110,5,2025-12-01,5,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.6935349637398953,0.022616324324774156,-0.01719770486409919,2.2616324324774157,increases predicted class probability
scoring,1106,1110,6,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6561312730097367,0.03124370239987857,-0.04428286211860464,3.124370239987857,increases predicted class probability
scoring,1106,1110,6,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6561312730097367,0.031137843564341232,-0.045354196771549005,3.113784356434123,increases predicted class probability
scoring,1106,1110,6,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6561312730097367,0.02546550900208223,-0.04182856973901349,2.546550900208223,increases predicted class probability
scoring,1106,1110,6,2025-12-01,4,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.6561312730097367,0.02279027449803734,-0.019272532053399904,2.279027449803734,increases predicted class probability
scoring,1106,1110,6,2025-12-01,5,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,1,Medium Risk,0.6561312730097367,0.022119502824573718,-0.00674575574778971,2.2119502824573716,increases predicted class probability
scoring,1107,1110,7,2025-12-01,1,revenue_volatility_3m,Revenue Volatility 3M,1,Medium Risk,0.7136603294334549,0.08205830207697874,0.001040592747621872,8.205830207697874,increases predicted class probability
scoring,1107,1110,7,2025-12-01,2,risk_factor_volatility,Risk Factor Volatility,1,Medium Risk,0.7136603294334549,0.07734400375806674,0.0005857165331531663,7.734400375806675,increases predicted class probability
scoring,1107,1110,7,2025-12-01,3,volatility_3m,Volatility 3M,1,Medium Risk,0.7136603294334549,0.07151644905497959,0.003499343040761198,7.1516449054979585,increases predicted class probability
scoring,1107,1110,7,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.7136603294334549,0.04264413754032852,-0.02128300426112735,4.2644137540328515,increases predicted class probability
scoring,1107,1110,7,2025-12-01,5,rolling_units_cv_6m,Rolling Units Cv 6M,1,Medium Risk,0.7136603294334549,0.0384190782135205,0.0014611525908917165,3.8419078213520503,increases predicted class probability
scoring,1108,1110,8,2025-12-01,1,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.7516818464243954,0.04458975180644036,-0.01866803966419715,4.458975180644036,increases predicted class probability
scoring,1108,1110,8,2025-12-01,2,units_acceleration_3m,Units Acceleration 3M,0,Low Risk,0.7516818464243954,0.04093788975693942,0.0015949626161584167,4.093788975693942,increases predicted class probability
scoring,1108,1110,8,2025-12-01,3,order_count,Order Count,0,Low Risk,0.7516818464243954,0.035536659036594594,-0.023514308153766803,3.5536659036594593,increases predicted class probability
scoring,1108,1110,8,2025-12-01,4,revenue,Revenue,0,Low Risk,0.7516818464243954,0.03351545268316789,-0.02445634814055597,3.351545268316789,increases predicted class probability
scoring,1108,1110,8,2025-12-01,5,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.7516818464243954,0.03173689986222329,-0.02297436961549272,3.173689986222329,increases predicted class probability
scoring,1109,1110,9,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.572573629641938,0.046108061862415554,0.004491441608775951,4.610806186241556,increases predicted class probability
scoring,1109,1110,9,2025-12-01,2,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.572573629641938,-0.01868674045053109,0.0015909481925156423,-1.8686740450531087,decreases predicted class probability
scoring,1109,1110,9,2025-12-01,3,units_lag_1m,Units Lag 1M,0,Low Risk,0.572573629641938,0.017836024692135164,-0.04350708535705197,1.7836024692135164,increases predicted class probability
scoring,1109,1110,9,2025-12-01,4,avg_order_units,Avg Order Units,0,Low Risk,0.572573629641938,0.017329994476714204,-0.0034566627390004655,1.7329994476714203,increases predicted class probability
scoring,1109,1110,9,2025-12-01,5,crm_activity_minutes,Crm Activity Minutes,0,Low Risk,0.572573629641938,-0.01570960232034392,-0.0018088552463155448,-1.570960232034392,decreases predicted class probability
scoring,1110,1111,1,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.5740587275615753,0.03204988586458192,-0.04549428775952038,3.204988586458192,increases predicted class probability
scoring,1110,1111,1,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.5740587275615753,0.03150591130703236,-0.046137256389154196,3.150591130703236,increases predicted class probability
scoring,1110,1111,1,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.5740587275615753,0.029251659487193965,-0.05197697590843047,2.9251659487193966,increases predicted class probability
scoring,1110,1111,1,2025-12-01,4,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.5740587275615753,0.026413265981102066,-0.020836187034408385,2.6413265981102065,increases predicted class probability
scoring,1110,1111,1,2025-12-01,5,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.5740587275615753,0.025353172214156058,0.003059392742785168,2.535317221415606,increases predicted class probability
scoring,1111,1111,10,2025-12-01,1,units_lag_3m,Units Lag 3M,0,Low Risk,0.8290677197441252,0.09299913066191674,-0.001049195655018515,9.299913066191674,increases predicted class probability
scoring,1111,1111,10,2025-12-01,2,units_acceleration_3m,Units Acceleration 3M,0,Low Risk,0.8290677197441252,0.043179598677999434,0.00023123896156002747,4.317959867799943,increases predicted class probability
scoring,1111,1111,10,2025-12-01,3,revenue,Revenue,0,Low Risk,0.8290677197441252,0.03467640486272145,-0.023610056288742194,3.467640486272145,increases predicted class probability
scoring,1111,1111,10,2025-12-01,4,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.8290677197441252,0.03317073885963023,-0.02293463795950002,3.3170738859630235,increases predicted class probability
scoring,1111,1111,10,2025-12-01,5,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.8290677197441252,0.03259232786649727,-0.0020687846389765368,3.2592327866497266,increases predicted class probability
scoring,1112,1111,2,2025-12-01,1,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6079198084114842,0.041906066374444835,-0.04442032875558245,4.190606637444484,increases predicted class probability
scoring,1112,1111,2,2025-12-01,2,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6079198084114842,0.03362808941297516,-0.04745438939430378,3.362808941297516,increases predicted class probability
scoring,1112,1111,2,2025-12-01,3,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6079198084114842,0.02998669609905867,-0.03725078935675982,2.998669609905867,increases predicted class probability
scoring,1112,1111,2,2025-12-01,4,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.6079198084114842,0.029627946257557783,0.0035563488572428253,2.9627946257557785,increases predicted class probability
scoring,1112,1111,2,2025-12-01,5,product_revenue_share_category_region,Product Revenue Share Category Region,1,Medium Risk,0.6079198084114842,0.029335228750423374,-0.004044381390545883,2.933522875042337,increases predicted class probability
scoring,1113,1111,3,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6479668935490024,0.03290569731958976,-0.0465585066154045,3.290569731958976,increases predicted class probability
scoring,1113,1111,3,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6479668935490024,0.03238702333001587,-0.046537802556735744,3.238702333001587,increases predicted class probability
scoring,1113,1111,3,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6479668935490024,0.027594408463193467,-0.04596569309702768,2.7594408463193467,increases predicted class probability
scoring,1113,1111,3,2025-12-01,4,cost_variance_pct,Cost Variance Pct,1,Medium Risk,0.6479668935490024,-0.026798575591673753,0.0007079334270194473,-2.6798575591673752,decreases predicted class probability
scoring,1113,1111,3,2025-12-01,5,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.6479668935490024,0.024331592802054953,-0.018311060379125197,2.433159280205495,increases predicted class probability
scoring,1114,1111,4,2025-12-01,1,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.727192248046444,0.035078638156972757,-0.043706970786508904,3.5078638156972755,increases predicted class probability
scoring,1114,1111,4,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.727192248046444,0.034191583190213044,-0.0477015060208044,3.4191583190213044,increases predicted class probability
scoring,1114,1111,4,2025-12-01,3,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,1,Medium Risk,0.727192248046444,0.032735445192829185,-0.002768891841395686,3.2735445192829187,increases predicted class probability
scoring,1114,1111,4,2025-12-01,4,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.727192248046444,0.031340275117863844,-0.04582418867693544,3.1340275117863845,increases predicted class probability
scoring,1114,1111,4,2025-12-01,5,mom_units_growth_pct,Mom Units Growth Pct,1,Medium Risk,0.727192248046444,0.023919918712353747,-0.025727359128086946,2.391991871235375,increases predicted class probability
scoring,1115,1111,5,2025-12-01,1,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.5173531562262724,0.022053258857395487,-0.04366547129730277,2.2053258857395486,increases predicted class probability
scoring,1115,1111,5,2025-12-01,2,units_lag_1m,Units Lag 1M,0,Low Risk,0.5173531562262724,0.019401553234525925,-0.048109638057893506,1.9401553234525926,increases predicted class probability
scoring,1115,1111,5,2025-12-01,3,customers_lag_1m,Customers Lag 1M,0,Low Risk,0.5173531562262724,0.014533156631035262,-0.04691737564724612,1.4533156631035262,increases predicted class probability
scoring,1115,1111,5,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.5173531562262724,0.013461020064218992,0.0017120500192472647,1.3461020064218991,increases predicted class probability
scoring,1115,1111,5,2025-12-01,5,order_count,Order Count,0,Low Risk,0.5173531562262724,-0.013419881344937141,0.005413238497181472,-1.3419881344937141,decreases predicted class probability
scoring,1116,1111,6,2025-12-01,1,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.605747168983812,-0.022791572611874818,0.00041340926459990796,-2.279157261187482,decreases predicted class probability
scoring,1116,1111,6,2025-12-01,2,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.605747168983812,0.02124807175128313,0.005115280171438946,2.124807175128313,increases predicted class probability
scoring,1116,1111,6,2025-12-01,3,avg_order_units,Avg Order Units,0,Low Risk,0.605747168983812,0.01916684878858947,-0.0043683365060069815,1.9166848788589472,increases predicted class probability
scoring,1116,1111,6,2025-12-01,4,units_lag_1m,Units Lag 1M,0,Low Risk,0.605747168983812,0.01736943179585745,-0.04756388539846956,1.736943179585745,increases predicted class probability
scoring,1116,1111,6,2025-12-01,5,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.605747168983812,-0.01734603748793163,0.001159713076315273,-1.7346037487931631,decreases predicted class probability
scoring,1117,1111,7,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.420627455380257,0.035790569875971075,-0.05017946559801342,3.5790569875971077,increases predicted class probability
scoring,1117,1111,7,2025-12-01,2,trend_slope_3m,Trend Slope 3M,1,Medium Risk,0.420627455380257,-0.031196980132724438,0.03693324513969097,-3.1196980132724437,decreases predicted class probability
scoring,1117,1111,7,2025-12-01,3,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.420627455380257,0.029051207400749075,-0.032109125261679715,2.9051207400749077,increases predicted class probability
scoring,1117,1111,7,2025-12-01,4,units_acceleration_3m,Units Acceleration 3M,1,Medium Risk,0.420627455380257,-0.02769164425687147,0.02794083149416156,-2.769164425687147,decreases predicted class probability
scoring,1117,1111,7,2025-12-01,5,revenue_volatility_3m,Revenue Volatility 3M,1,Medium Risk,0.420627455380257,-0.02173152234593276,0.021368764117215444,-2.1731522345932763,decreases predicted class probability
scoring,1118,1111,8,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.7929733830697302,0.03885222571818429,-0.055478455732605035,3.885222571818429,increases predicted class probability
scoring,1118,1111,8,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.7929733830697302,0.034201994405409275,-0.04831166262030903,3.4201994405409275,increases predicted class probability
scoring,1118,1111,8,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.7929733830697302,0.03332381554825927,-0.05082892237575787,3.3323815548259272,increases predicted class probability
scoring,1118,1111,8,2025-12-01,4,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,1,Medium Risk,0.7929733830697302,0.031473448502841214,-0.003688375921419869,3.1473448502841213,increases predicted class probability
scoring,1118,1111,8,2025-12-01,5,product_unit_share_category_region,Product Unit Share Category Region,1,Medium Risk,0.7929733830697302,0.027706828485352674,0.0015299298917793608,2.7706828485352673,increases predicted class probability
scoring,1119,1111,9,2025-12-01,1,volatility_3m,Volatility 3M,0,Low Risk,0.8945074724817179,0.05548302675518195,-0.0030191450667736808,5.548302675518195,increases predicted class probability
scoring,1119,1111,9,2025-12-01,2,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.8945074724817179,0.05428112377201666,-0.0019689941802441815,5.428112377201666,increases predicted class probability
scoring,1119,1111,9,2025-12-01,3,revenue,Revenue,0,Low Risk,0.8945074724817179,0.035371732789483405,-0.02377507783147341,3.5371732789483405,increases predicted class probability
scoring,1119,1111,9,2025-12-01,4,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.8945074724817179,0.03339840112228284,-0.023021488842775033,3.3398401122282837,increases predicted class probability
scoring,1119,1111,9,2025-12-01,5,order_count,Order Count,0,Low Risk,0.8945074724817179,0.02833977863038098,-0.017621726007858694,2.833977863038098,increases predicted class probability
scoring,1120,1112,1,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.6812543604396908,0.0629180507056202,-0.013808198462596762,6.29180507056202,increases predicted class probability
scoring,1120,1112,1,2025-12-01,2,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.6812543604396908,0.03604963148246835,-0.005341800482914942,3.604963148246835,increases predicted class probability
scoring,1120,1112,1,2025-12-01,3,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.6812543604396908,0.03578268658589504,-0.010130591550128307,3.5782686585895043,increases predicted class probability
scoring,1120,1112,1,2025-12-01,4,product_revenue_share_category_region,Product Revenue Share Category Region,0,Low Risk,0.6812543604396908,0.0335303129160311,-0.008399386764596324,3.3530312916031098,increases predicted class probability
scoring,1120,1112,1,2025-12-01,5,crm_activity_count,Crm Activity Count,0,Low Risk,0.6812543604396908,0.026268979619394887,-0.0014505962881577379,2.6268979619394885,increases predicted class probability
scoring,1121,1112,10,2025-12-01,1,units_lag_3m,Units Lag 3M,0,Low Risk,0.6627745401683411,0.07607282108918786,-0.0007384491021540511,7.6072821089187865,increases predicted class probability
scoring,1121,1112,10,2025-12-01,2,risk_factor_volatility,Risk Factor Volatility,0,Low Risk,0.6627745401683411,0.05887424472222797,-0.0019012342155181967,5.887424472222797,increases predicted class probability
scoring,1121,1112,10,2025-12-01,3,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.6627745401683411,0.04061763269871594,-0.00027431820835435483,4.061763269871594,increases predicted class probability
scoring,1121,1112,10,2025-12-01,4,revenue,Revenue,0,Low Risk,0.6627745401683411,0.03288477295365033,-0.02309683579684642,3.288477295365033,increases predicted class probability
scoring,1121,1112,10,2025-12-01,5,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.6627745401683411,0.031036258576370646,-0.02251684854007227,3.1036258576370646,increases predicted class probability
scoring,1122,1112,2,2025-12-01,1,rolling_revenue_std_3m,Rolling Revenue Std 3M,2,High Risk,0.6929604506856387,0.06361211425508778,0.06361211425508778,6.361211425508778,increases predicted class probability
scoring,1122,1112,2,2025-12-01,2,rolling_units_mean_3m,Rolling Units Mean 3M,2,High Risk,0.6929604506856387,0.05750718765802963,0.05750718765802963,5.750718765802963,increases predicted class probability
scoring,1122,1112,2,2025-12-01,3,rolling_revenue_mean_3m,Rolling Revenue Mean 3M,2,High Risk,0.6929604506856387,0.053448536749162556,0.053448536749162556,5.344853674916256,increases predicted class probability
scoring,1122,1112,2,2025-12-01,4,rolling_units_std_3m,Rolling Units Std 3M,2,High Risk,0.6929604506856387,0.04077210741748437,0.04077210741748437,4.077210741748437,increases predicted class probability
scoring,1122,1112,2,2025-12-01,5,customers_lag_1m,Customers Lag 1M,2,High Risk,0.6929604506856387,0.03551462079494804,0.03551462079494804,3.551462079494804,increases predicted class probability
scoring,1123,1112,3,2025-12-01,1,volatility_3m,Volatility 3M,0,Low Risk,0.7386144023499642,0.06829956578649955,-0.13358742534230758,6.829956578649956,increases predicted class probability
scoring,1123,1112,3,2025-12-01,2,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,0,Low Risk,0.7386144023499642,0.06289025020181409,-0.027470757265375595,6.289025020181409,increases predicted class probability
scoring,1123,1112,3,2025-12-01,3,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.7386144023499642,0.05950951141956584,-0.11552920424673152,5.950951141956584,increases predicted class probability
scoring,1123,1112,3,2025-12-01,4,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.7386144023499642,0.05520544125361818,-0.032007778476242095,5.520544125361818,increases predicted class probability
scoring,1123,1112,3,2025-12-01,5,product_revenue_share_category_region,Product Revenue Share Category Region,0,Low Risk,0.7386144023499642,0.04435574152635352,-0.01674481683928946,4.435574152635352,increases predicted class probability
scoring,1124,1112,4,2025-12-01,1,risk_factor_volatility,Risk Factor Volatility,0,Low Risk,0.6259296388666673,0.1128329220921825,-0.003636778162412687,11.28329220921825,increases predicted class probability
scoring,1124,1112,4,2025-12-01,2,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.6259296388666673,-0.09956498674914474,0.005237003183647047,-9.956498674914474,decreases predicted class probability
scoring,1124,1112,4,2025-12-01,3,volatility_3m,Volatility 3M,0,Low Risk,0.6259296388666673,-0.05726473707164948,0.0045690301701252056,-5.726473707164948,decreases predicted class probability
scoring,1124,1112,4,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.6259296388666673,0.034335900084808524,-0.007301890822181797,3.433590008480852,increases predicted class probability
scoring,1124,1112,4,2025-12-01,5,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.6259296388666673,0.030586949571062404,-0.02258820574779805,3.0586949571062405,increases predicted class probability
scoring,1125,1112,5,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.5824220235936919,0.03273297805388947,-0.04494127238183584,3.273297805388947,increases predicted class probability
scoring,1125,1112,5,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.5824220235936919,0.029510676192152117,-0.03930238824524003,2.9510676192152117,increases predicted class probability
scoring,1125,1112,5,2025-12-01,3,revenue_percentile_category_region,Revenue Percentile Category Region,1,Medium Risk,0.5824220235936919,-0.026007080076473774,-0.004416007025543479,-2.6007080076473774,decreases predicted class probability
scoring,1125,1112,5,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.5824220235936919,0.023302403491023357,-0.03667445442226994,2.330240349102336,increases predicted class probability
scoring,1125,1112,5,2025-12-01,5,is_declining_product,Is Declining Product,1,Medium Risk,0.5824220235936919,0.022241602349463013,-0.0016555308391670587,2.2241602349463014,increases predicted class probability
scoring,1126,1112,6,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.7524541589340373,0.06691710857263777,-0.017593884024901998,6.691710857263777,increases predicted class probability
scoring,1126,1112,6,2025-12-01,2,product_revenue_share_category_region,Product Revenue Share Category Region,0,Low Risk,0.7524541589340373,0.04107258184739332,-0.008922986006424749,4.107258184739332,increases predicted class probability
scoring,1126,1112,6,2025-12-01,3,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.7524541589340373,0.03637856954402656,-0.011858795019422002,3.6378569544026558,increases predicted class probability
scoring,1126,1112,6,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.7524541589340373,0.03015435541339621,-0.009760036881985111,3.015435541339621,increases predicted class probability
scoring,1126,1112,6,2025-12-01,5,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,0,Low Risk,0.7524541589340373,0.02452013901721263,0.001445739989696749,2.452013901721263,increases predicted class probability
scoring,1127,1112,7,2025-12-01,1,revenue_volatility_3m,Revenue Volatility 3M,1,Medium Risk,0.6829978932337932,0.0704093282606446,0.0010706327201755671,7.040932826064459,increases predicted class probability
scoring,1127,1112,7,2025-12-01,2,risk_factor_volatility,Risk Factor Volatility,1,Medium Risk,0.6829978932337932,0.0658258303947821,0.0013271519399779092,6.58258303947821,increases predicted class probability
scoring,1127,1112,7,2025-12-01,3,volatility_3m,Volatility 3M,1,Medium Risk,0.6829978932337932,0.04887612554456711,0.00407167474072121,4.8876125544567115,increases predicted class probability
scoring,1127,1112,7,2025-12-01,4,rolling_units_cv_6m,Rolling Units Cv 6M,1,Medium Risk,0.6829978932337932,0.032367435807664255,0.000724177295984967,3.2367435807664253,increases predicted class probability
scoring,1127,1112,7,2025-12-01,5,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6829978932337932,0.030992898693081004,-0.023673207327195883,3.0992898693081004,increases predicted class probability
scoring,1128,1112,8,2025-12-01,1,trend_slope_3m,Trend Slope 3M,1,Medium Risk,0.577754855240735,0.11996442293696191,-0.16850659166819568,11.996442293696191,increases predicted class probability
scoring,1128,1112,8,2025-12-01,2,units_lag_3m,Units Lag 3M,1,Medium Risk,0.577754855240735,0.11592037317098168,-0.1631183358560404,11.592037317098168,increases predicted class probability
scoring,1128,1112,8,2025-12-01,3,risk_factor_volatility,Risk Factor Volatility,1,Medium Risk,0.577754855240735,0.04927007783863365,-0.07254834356666298,4.927007783863365,increases predicted class probability
scoring,1128,1112,8,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.577754855240735,-0.03168556622185566,0.045221212693061334,-3.168556622185566,decreases predicted class probability
scoring,1128,1112,8,2025-12-01,5,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.577754855240735,-0.03086994978514602,0.04393674975216523,-3.086994978514602,decreases predicted class probability
scoring,1129,1112,9,2025-12-01,1,volatility_3m,Volatility 3M,1,Medium Risk,0.6968248629787094,0.16078002942485034,-0.23778171631561973,16.078002942485035,increases predicted class probability
scoring,1129,1112,9,2025-12-01,2,revenue_volatility_3m,Revenue Volatility 3M,1,Medium Risk,0.6968248629787094,0.10430943806437919,-0.15821021875345614,10.430943806437918,increases predicted class probability
scoring,1129,1112,9,2025-12-01,3,risk_factor_volatility,Risk Factor Volatility,1,Medium Risk,0.6968248629787094,0.04528747418687867,-0.06427467452687254,4.528747418687868,increases predicted class probability
scoring,1129,1112,9,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6968248629787094,-0.03425544674179026,0.04976877729047543,-3.4255446741790263,decreases predicted class probability
scoring,1129,1112,9,2025-12-01,5,rolling_units_mean_3m,Rolling Units Mean 3M,1,Medium Risk,0.6968248629787094,0.033889563732989375,-0.05007619814171905,3.3889563732989374,increases predicted class probability
scoring,1130,1113,1,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.5949552694826907,0.03319642419513097,-0.04692529168620908,3.319642419513097,increases predicted class probability
scoring,1130,1113,1,2025-12-01,2,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.5949552694826907,0.030699253001574982,-0.02099994622480789,3.0699253001574984,increases predicted class probability
scoring,1130,1113,1,2025-12-01,3,units_lag_1m,Units Lag 1M,1,Medium Risk,0.5949552694826907,0.029414406057814965,-0.047034377550595856,2.9414406057814966,increases predicted class probability
scoring,1130,1113,1,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.5949552694826907,0.02622448620240378,-0.04560263716314951,2.622448620240378,increases predicted class probability
scoring,1130,1113,1,2025-12-01,5,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.5949552694826907,0.02532893256801808,-0.033888836218169315,2.532893256801808,increases predicted class probability
scoring,1131,1113,10,2025-12-01,1,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.9969605308206213,0.05052313263638115,-0.0372839064709784,5.052313263638115,increases predicted class probability
scoring,1131,1113,10,2025-12-01,2,order_count,Order Count,0,Low Risk,0.9969605308206213,0.04339100137141206,-0.03256039802005214,4.339100137141206,increases predicted class probability
scoring,1131,1113,10,2025-12-01,3,revenue,Revenue,0,Low Risk,0.9969605308206213,0.04233631882277591,-0.03067329106498483,4.2336318822775905,increases predicted class probability
scoring,1131,1113,10,2025-12-01,4,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.9969605308206213,0.0364342268918364,-0.027343864889650828,3.6434226891836405,increases predicted class probability
scoring,1131,1113,10,2025-12-01,5,units_sold,Units Sold,0,Low Risk,0.9969605308206213,0.03607772690377573,-0.02804567414854368,3.607772690377573,increases predicted class probability
scoring,1132,1113,2,2025-12-01,1,revenue_volatility_3m,Revenue Volatility 3M,1,Medium Risk,0.6217554470652378,0.10211137334643253,-0.14298918571217928,10.211137334643253,increases predicted class probability
scoring,1132,1113,2,2025-12-01,2,volatility_3m,Volatility 3M,1,Medium Risk,0.6217554470652378,0.08473387110832176,-0.11553092666079086,8.473387110832176,increases predicted class probability
scoring,1132,1113,2,2025-12-01,3,risk_factor_volatility,Risk Factor Volatility,1,Medium Risk,0.6217554470652378,0.05791834520677537,-0.08474749734564908,5.791834520677537,increases predicted class probability
scoring,1132,1113,2,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6217554470652378,-0.03421097382423843,0.049940497501276576,-3.4210973824238433,decreases predicted class probability
scoring,1132,1113,2,2025-12-01,5,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6217554470652378,-0.029263026575586812,0.0428014281015313,-2.926302657558681,decreases predicted class probability
scoring,1133,1113,3,2025-12-01,1,volatility_3m,Volatility 3M,0,Low Risk,0.4752712960605239,0.047425636676108975,-0.09757612879727762,4.742563667610898,increases predicted class probability
scoring,1133,1113,3,2025-12-01,2,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.4752712960605239,0.03589007795017402,-0.08593750178188843,3.589007795017402,increases predicted class probability
scoring,1133,1113,3,2025-12-01,3,risk_factor_volatility,Risk Factor Volatility,0,Low Risk,0.4752712960605239,0.033170788985387466,-0.07600149478070452,3.3170788985387465,increases predicted class probability
scoring,1133,1113,3,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.4752712960605239,0.03294570753217086,-0.02018435810025714,3.2945707532170863,increases predicted class probability
scoring,1133,1113,3,2025-12-01,5,unit_rank_category_region,Unit Rank Category Region,0,Low Risk,0.4752712960605239,0.02889779917788737,-0.012795725745661957,2.889779917788737,increases predicted class probability
scoring,1134,1113,4,2025-12-01,1,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.502244705524975,0.04415103816677113,-0.05642268495754015,4.415103816677113,increases predicted class probability
scoring,1134,1113,4,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.502244705524975,0.03795052432331129,-0.05163707052237833,3.7950524323311288,increases predicted class probability
